PSS:EXT:LOC:LOCNM,PSS:EXT:EXTID,PSS:EXT:LOC:LOCCD,PSS:EXT:EXTNO,PSS:EEXT:MAT:MATID,PSS:PLOT:BARCD,PSS:BARCD,PSS:REPNO,PSS:PLTID,PSS:STRNG,PSS:STROW,PSS:MSEQNO,ABBRC,PSS:EEXT:MAT:HGHNM,PSS:EEXT:MAT:VH:VHNM,PSS:EEXT:MAT:GHTV,PSS:EXT:EXP:EXTID,PSS:DLLFR,PSS:GRLSR,PSS:SRSTR,PSS:ANLBR,PSS:CRSTR,PSS:HELMR,PSS:LFSPR,PSS:STRIP,PSS:STRSR,PSS:EARTR,PSS:HEL1R,PSS:HEL2R,PSS:HEL3R,PSS:FEARN,PSS:FLISP,PSS:VIRUR,PSS:COSTR,PSS:PRMDN,PSS:PRMDP,PSS:EEXT:MAT:VH:VHNO,PSS:STD_N,PSS:BRRNN,PSS:YGSMN,PSS:YGMRN,PSS:rGWTPN,PSS:TWHMN,PSS:BRRNP,PSS:GWTPN,PSS:GMSTP,PSS:YGHMN,PSS:rGMSTP,PSS:TWSMN,PSS:PLTQR,PSS:tGWTPN,PSS:tGMSTP,PSS:ERHTN,PSS:PLHTN,PSS:SLK5N,PSS:POL5D,PSS:SLK5D,PSS:POL5N,PSS:EXT:LOC:GEODV,PSS:EXT:LOC:LONG,PSS:EXT:LOC:LAT,PSS:EXT:EXP:REMRK
BRTR BT04 Tasso Fragoso ll,22WNBPEYG8Z2BT04,BT04,8Z2,21ALL112XTY_MM,,UR271561955,2,16,58,44,16,SYA7470ZS.0,SYA7470ZS.0,SYA7470ZS.0,,22WNBPEYG8Z2,,,,,,3,,,,,,,,,,,,,,SYA7470ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG8Z2BT04,BT04,8Z2,21ALL112XU2_MM,,UR271561951,2,20,62,44,20,SXE3279ZL.0,SXE3279ZL.0,SXE3279ZL.0,,22WNBPEYG8Z2,,,,,,6,,,,,,,,,,,,,,SXE3279ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG8Z2BT04,BT04,8Z2,21ALL112XU1_MM,,UR271561957,2,14,56,44,14,SYA7560ZS.0,SYA7560ZS.0,SYA7560ZS.0,,22WNBPEYG8Z2,,,,,,3,,,,,,,,,,,,,,SYA7560ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YEP_MM,,UR271681994,1,4,7,25,4,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SX6665ZS.0,,,,,,,,,,,,,1,,,,,,4/10/2022,4/13/2022,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YFM_MM,,UR271681971,1,27,12,32,27,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SXD3249ZL.0,,,,,,,,,,,,,1,,,,,,4/14/2022,4/16/2022,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YEY_MM,,UR271681968,1,30,12,8,30,SX7005ZS.0,NK505VIP3,NK505VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SX7005ZS.0,,,,,,,,,,,,,9,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YF4_MM,,UR271681981,1,17,10,32,17,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,4/16/2022,4/16/2022,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XXU_MM,,UR271681960,1,38,14,24,38,P3845VYHR,P3845VYHR,P3845VYHR,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,P3845VYHR,,,,,,,,,,,,,1,,,,,,4/15/2022,4/16/2022,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XXS_MM,,UR271681962,1,36,14,40,36,P3707VYH,P3707VYH,P3707VYH,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,,,P3707VYH PI,,,,,,,,,,,,,9,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YFV_MM,,UR271681913,2,85,23,33,85,SYC7131ZL.0,SYC7131ZL.0,SYC7131ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SYC7131ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YFJ_MM,,UR271681908,2,90,24,8,90,SXD2621ZL.0,SXD2621ZL.0 WTP6741ZL.2/2SHB03,SXD2621ZL.0 WTP6741ZL.2/2SHB03,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SXD2621ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XXU_MM,,UR271681930,2,68,20,24,68,P3845VYHR,P3845VYHR,P3845VYHR,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,5,,,P3845VYHR,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YG8_MM,,UR271681868,3,130,32,8,130,SZC4141ZL.0,SZC4141ZL.0,SZC4141ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SZC4141ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YEU_MM,,UR271681901,2,97,26,32,97,NS90PRO2,NS90PRO2,NS90PRO2,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,NS90PRO2,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YEY_MM,,UR271681848,3,150,36,8,150,SX7005ZS.0,NK505VIP3,NK505VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SX7005ZS.0,,,,,,,,,,,,,9,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YG1_MM,,UR271681845,3,153,37,17,153,SYC7351ZL.0,SYC7351ZL.0,SYC7351ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SYC7351ZL.0,,,,,,,,,,,,,9,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YF3_MM,,UR271681852,3,146,36,40,146,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,5,,,SX8394ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YFH_MM,,UR271681835,3,163,39,17,163,SXD228ZS.0,NK520VIP3,NK520VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SXD228ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XX1_MM,,UR271682161,1,8,8,24,8,B2401PWU,B2401PWU,B2401PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,B2401PWU,,,,,,,,,,,,,5,,,120,240,,,,,10,-45.27143,-6.85224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XXG_MM,,UR271681834,3,164,39,25,164,K9606VIP3,K9606VIP3,K9606VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,K9606VIP3,,,,,,,,,,,,,5,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YEP_MM,,UR271682165,1,4,7,25,4,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SX6665ZS.0,,,,,,,,,,,,,5,,,130,285,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFM_MM,,UR271682142,1,27,12,32,27,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SXD3249ZL.0,,,,,,,,,,,,,1,,,130,255,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YGB_MM,,UR271682148,1,21,11,1,21,SZE6111TG.0,SZE6111TG.0,SZE6111TG.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SZE6111TG.0,,,,,,,,,,,,,1,,,150,285,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XXA_MM,,UR271682113,1,56,18,40,56,DKB390PRO4,DKB390PRO4,DKB390PRO4,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,DKB390PRO4,,,,,,,,,,,,,1,,,160,260,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YEK_MM,,UR271682084,2,85,23,33,85,SZE5130,SZE5130,SZE5130,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SZE5130,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFM_MM,,UR271682069,2,100,26,8,100,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SXD3249ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFX_MM,,UR271682060,2,109,28,16,109,SYC7161ZL.0,SYC7161ZL.0,SYC7161ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SYC7161ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XXU_MM,,UR271682075,2,94,25,25,94,P3845VYHR,P3845VYHR,P3845VYHR,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,P3845VYHR,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XX5_MM,,UR271682070,2,99,26,16,99,B2801PWU,B2801PWU,B2801PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,B2801PWU,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG5_MM,,UR271682089,2,80,22,8,80,SYE9059ZS.0,NK525VIP3,NK525VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SYE9059ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFL_MM,,UR271682046,3,123,31,17,123,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SXD3239ZL.0,,,,,,,,,,,,,5,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XX1_MM,,UR271682049,3,120,30,8,120,B2401PWU,B2401PWU,B2401PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,B2401PWU,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG9_MM,,UR271682027,3,142,35,9,142,SZD5031ZL.0,SZD5031ZL.0,SZD5031ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SZD5031ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YG7_MM,,UR271682506,1,5,7,33,5,SZ6995ZS.0,NS45VIP3,NS45VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SZ6995ZS.0,67,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YFV_MM,,UR271682500,1,11,9,1,11,SYC7131ZL.0,SYC7131ZL.0,SYC7131ZL.0,,22WNBPEYG6J1,,,,,,2,,,,,,,,,,,2,,,SYC7131ZL.0,47,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YG9_MM,,UR271682498,1,13,9,17,13,SZD5031ZL.0,SZD5031ZL.0,SZD5031ZL.0,,22WNBPEYG6J1,,,,,,2,,,,,,,,,,,2,,,SZD5031ZL.0,67,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YEV_MM,,UR271682486,1,25,11,33,25,SW8015ZL.0,NS88VIP3,NS88VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SW8015ZL.0,75,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YF4_MM,,UR271682493,1,18,10,24,18,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SX8934ZS.0,77,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YG1_MM,,UR271682426,2,85,23,33,85,SYC7351ZL.0,SYC7351ZL.0,SYC7351ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SYC7351ZL.0,,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112897_MM,,UR271682392,3,119,30,16,119,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SX8934ZS.0,,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XWZ_MM,,UR271682758,2,95,26,16,95,AS1868PRO3,AS1868PRO3,AS1868PRO3,,22WNBPEYG6J1,,,,,,4,,,,,,,,,,,,,,AS1868PRO3,,,,,,,,,,,,,9,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XXP_MM,,UR271682780,2,73,21,1,73,P30F53VYHR,P30F53VYHR,P30F53VYHR,,22WNBPEYG6J1,,,,,,4,,,,,,,,,,,,,,P30F53VYHR PI,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG8_MM,,UR271682684,3,169,45,1,169,SZC4141ZL.0,SZC4141ZL.0,SZC4141ZL.0,,22WNBPEYG6J1,,,,,,5,,,,,,,,,,,,,,SZC4141ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG7_MM,,UR271682716,3,137,37,1,137,SZ6995ZS.0,NS45VIP3,NS45VIP3,,22WNBPEYG6J1,,,,,,5,,,,,,,,,,,,,,SZ6995ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG9_MM,,UR271682688,3,165,44,32,165,SZD5031ZL.0,SZD5031ZL.0,SZD5031ZL.0,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SZD5031ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFX_MM,,UR271682682,3,171,45,17,171,SYC7161ZL.0,SYC7161ZL.0,SYC7161ZL.0,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SYC7161ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YEY_MM,,UR271682691,3,162,43,9,162,SX7005ZS.0,NK505VIP3,NK505VIP3,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SX7005ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YG4_MM,,UR271686555,1,20,83,8,20,SYC7510ZS.0,NK506VIP3,NK506VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SYC7510ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFG_MM,,UR271686549,1,26,85,40,26,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFM_MM,,UR271686553,1,22,84,9,22,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFM_MM,,UR271686544,1,31,86,1,31,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YEV_MM,,UR271686526,2,49,91,16,449,SW8015ZL.0,NS88VIP3,NS88VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SW8015ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YG4_MM,,UR271686531,2,44,90,25,446,SYC7510ZS.0,NK506VIP3,NK506VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SYC7510ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFG_MM,,UR271686471,3,104,104,25,334,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFC_MM,,UR271686500,3,75,98,33,365,SXC2320VIP3,NK503VIP3,NK503VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXC2320ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YEV_MM,,UR271686499,3,76,99,40,360,SW8015ZL.0,NS88VIP3,NS88VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SW8015ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG8Z2BT09,BT09,8Z2,21ALL112XU5_MM,,UR271561824,1,7,4,32,7,SXD2350ZS.0,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,4,,,SXD2350ZS.0,,,,,,,,,,,,,1,,,,,,4/10/2022,4/10/2022,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG8Z2BT09,BT09,8Z2,21ALL112XTY_MM,,UR271561830,1,1,3,1,1,SYA7470ZS.0,SYA7470ZS.0,SYA7470ZS.0,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,1,,,SYA7470ZS.0,,,,,,,,,,,,,1,,,,,,4/10/2022,4/10/2022,,10,-48.55606,-10.24224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFG_MM,,UR271682010,3,159,38,16,159,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SXD218ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YEU_MM,,UR271682002,3,167,40,32,167,NS90PRO2,NS90PRO2,NS90PRO2,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,NS90PRO2,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YG4_MM,,UR271682371,3,140,34,8,140,SYC7510ZS.0,NK506VIP3,NK506VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SYC7510ZS.0,,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YFT_MM,,UR271682346,3,165,39,33,165,SYB7361ZL.0,SYB7361ZL.0,SYB7361ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SYB7361ZL.0,,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YF4_MM,,UR271682341,3,170,40,8,170,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YEK_MM,,UR271682360,3,151,37,1,151,SZE5130,SZE5130,SZE5130,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SZE5130,,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112XXP_MM,,UR271682365,3,146,36,40,146,P30F53VYHR,P30F53VYHR,P30F53VYHR,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,P30F53VYHR PI,,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YGE_MM,,UR271682386,3,125,31,33,125,SZF558WT.0,NS91VIP2,NS91VIP2,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SZF558WT.0,,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112XXC_MM,,UR271682379,3,132,33,9,132,FS512PWU,FS512PWU,FS512PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,FS512PWU,,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG7_MM,,UR271682848,1,5,4,32,5,SZ6995ZS.0,NS45VIP3,NS45VIP3,,22WNBPEYG6J1,,,,,,5,,,,,,,,,,,,,,SZ6995ZS.0,,,,,,,,,,,,,5,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XXH_MM,,UR271682847,1,6,4,24,6,30A37PWU,30A37PWU,30A37PWU,,22WNBPEYG6J1,,,,,,4,,,,,,,,,,,,,,30A37PWU,,,,,,,,,,,,,9,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YF4_MM,,UR271682836,1,17,7,1,17,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YGH_MM,,UR271682841,1,12,5,25,12,SZF6101ZL.0,SZF6101ZL.0,SZF6101ZL.0,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SZF6101ZL.0,,,,,,,,,,,,,9,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFP_MM,,UR271682827,1,26,9,9,26,SXF258WT.0,NS95VIP2,NS95VIP2,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SXF258WT.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YF4_MM,,UR271682835,1,18,7,9,18,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG9_MM,,UR271682786,2,67,19,17,67,SZD5031ZL.0,SZD5031ZL.0,SZD5031ZL.0,,22WNBPEYG6J1,,,,,,4,,,,,,,,,,,,,,SZD5031ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
