PSS:EXT:LOC:LOCNM,PSS:EXT:EXTID,PSS:EXT:LOC:LOCCD,PSS:EXT:EXTNO,PSS:EEXT:MAT:MATID,PSS:PLOT:BARCD,PSS:BARCD,PSS:REPNO,PSS:PLTID,PSS:STRNG,PSS:STROW,PSS:MSEQNO,ABBRC,PSS:EEXT:MAT:HGHNM,PSS:EEXT:MAT:VH:VHNM,PSS:EEXT:MAT:GHTV,PSS:EXT:EXP:EXTID,PSS:DLLFR,PSS:GRLSR,PSS:SRSTR,PSS:ANLBR,PSS:CRSTR,PSS:HELMR,PSS:LFSPR,PSS:STRIP,PSS:STRSR,PSS:EARTR,PSS:HEL1R,PSS:HEL2R,PSS:HEL3R,PSS:FEARN,PSS:FLISP,PSS:VIRUR,PSS:COSTR,PSS:PRMDN,PSS:PRMDP,PSS:EEXT:MAT:VH:VHNO,PSS:STD_N,PSS:BRRNN,PSS:YGSMN,PSS:YGMRN,PSS:rGWTPN,PSS:TWHMN,PSS:BRRNP,PSS:GWTPN,PSS:GMSTP,PSS:YGHMN,PSS:rGMSTP,PSS:TWSMN,PSS:PLTQR,PSS:tGWTPN,PSS:tGMSTP,PSS:ERHTN,PSS:PLHTN,PSS:SLK5N,PSS:POL5D,PSS:SLK5D,PSS:POL5N,PSS:EXT:LOC:GEODV,PSS:EXT:LOC:LONG,PSS:EXT:LOC:LAT,PSS:EXT:EXP:REMRK
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YFA_MM,,UR271682437,2,74,21,25,74,SXC2251TG.0,SXC2251TG.0,SXC2251TG.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SXC2251TG.0,,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112XX1_MM,,UR271682438,2,73,21,17,73,B2401PWU,B2401PWU,B2401PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,B2401PWU,,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YG8_MM,,UR271682422,2,89,24,16,89,SZC4141ZL.0,SZC4141ZL.0,SZC4141ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SZC4141ZL.0,,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YGF_MM,,UR271682439,2,72,21,9,72,SZF558ZL.0,NS91VIP3,NS91VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SZF558ZL.0,,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YEP_MM,,UR271682388,3,123,31,17,123,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,5,,,SX6665ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112XXV_MM,,UR271682450,2,61,19,1,61,P3858PWU,P3858PWU,P3858PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,P3858PWU,,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YGE_MM,,UR271682752,2,101,28,32,101,SZF558WT.0,NS91VIP2,NS91VIP2,,22WNBPEYG6J1,,,,,,2,,,,,,,,,,,,,,SZF558WT.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XWN_MM,,UR271682760,2,93,26,32,93,P3898,P3898,P3898,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,P3898,,,,,,,,,,,,,5,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XXM_MM,,UR271682749,2,104,28,8,104,MG652PWU,MG652PWU,MG652PWU,,22WNBPEYG6J1,,,,,,4,,,,,,,,,,,,,,MG652PWU,,,,,,,,,,,,,5,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFJ_MM,,UR271682695,3,158,42,24,158,SXD2621ZL.0,SXD2621ZL.0 WTP6741ZL.2/2SHB03,SXD2621ZL.0 WTP6741ZL.2/2SHB03,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SXD2621ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XWV_MM,,UR271682711,3,142,38,24,142,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,5,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XXP_MM,,UR271682704,3,149,40,32,149,P30F53VYHR,P30F53VYHR,P30F53VYHR,,22WNBPEYG6J1,,,,,,4,,,,,,,,,,,,,,P30F53VYHR PI,,,,,,,,,,,,,9,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFU_MM,,UR271682731,3,122,33,9,122,SYB7381ZL.0,SYB7381ZL.0,SYB7381ZL.0,,22WNBPEYG6J1,,,,,,4,,,,,,,,,,,,,,SYB7381ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XXA_MM,,UR271682710,3,143,38,16,143,DKB390PRO4,DKB390PRO4,DKB390PRO4,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,DKB390PRO4,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YF4_MM,,UR271686561,1,14,82,25,14,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YEV_MM,,UR271686520,2,55,92,33,457,SW8015ZL.0,NS88VIP3,NS88VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SW8015ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFC_MM,,UR271686545,1,30,85,8,30,SXC2320VIP3,NK503VIP3,NK503VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXC2320ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFG_MM,,UR271686506,2,69,95,16,469,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YF4_MM,,UR271686509,2,66,95,40,472,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFC_MM,,UR271686537,2,38,89,24,441,SXC2320VIP3,NK503VIP3,NK503VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXC2320ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFH_MM,,UR271686501,3,74,98,25,364,SXD228ZS.0,NK520VIP3,NK520VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXD228ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFG_MM,,UR271686497,3,78,99,24,358,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG8Z2BT13,BT13,8Z2,21ALL112XTY_MM,,UR271561750,1,1,3,1,1,SYA7470ZS.0,SYA7470ZS.0,SYA7470ZS.0,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,3,,,SYA7470ZS.0,42,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG8Z2BT13,BT13,8Z2,21ALL113563_MM,,UR271561741,1,10,4,8,10,SW8014ZS.2,SW8014ZS.2  B6T7T943ZS/WYX7011,SW8014ZS.2  B6T7T943ZS/WYX7011,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,3,,,SW8014ZS.2,47,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT09 Silvanopolis,22WNBPEYG8Z2BT09,BT09,8Z2,21ALL113563_MM,,UR271561821,1,10,4,8,10,SW8014ZS.2,SW8014ZS.2  B6T7T943ZS/WYX7011,SW8014ZS.2  B6T7T943ZS/WYX7011,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,,,,SW8014ZS.2,,,,,,,,,,,,,9,,,,,,4/10/2022,4/10/2022,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG8Z2BT09,BT09,8Z2,21ALL112XU2_MM,,UR271561819,2,12,5,9,12,SXE3279ZL.0,SXE3279ZL.0,SXE3279ZL.0,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,5,,,SXE3279ZL.0,,,,,,,,,,,,,5,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG8Z2BT09,BT09,8Z2,21ALL112XU5_MM,,UR271561817,2,14,5,25,14,SXD2350ZS.0,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,3,,,SXD2350ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YEV_MM,,UR271682352,3,159,38,16,159,SW8015ZL.0,NS88VIP3,NS88VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SW8015ZL.0,,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YG1_MM,,UR271682369,3,142,35,9,142,SYC7351ZL.0,SYC7351ZL.0,SYC7351ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SYC7351ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YGA_MM,,UR271682376,3,135,33,33,135,SZD5211ZL.0,SZD5211ZL.0,SZD5211ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SZD5211ZL.0,,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YGF_MM,,UR271682384,3,127,32,32,127,SZF558ZL.0,NS91VIP3,NS91VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SZF558ZL.0,,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112XXV_MM,,UR271682383,3,128,32,24,128,P3858PWU,P3858PWU,P3858PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,P3858PWU,,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFA_MM,,UR271682851,1,2,3,9,2,SXC2251TG.0,SXC2251TG.0,SXC2251TG.0,,22WNBPEYG6J1,,,,,,5,,,,,,,,,,,,,,SXC2251TG.0,,,,,,,,,,,,,5,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YEP_MM,,UR271682849,1,4,3,25,4,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6J1,,,,,,7,,,,,,,,,,,,,,SX6665ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YGF_MM,,UR271682806,1,47,14,16,47,SZF558ZL.0,NS91VIP3,NS91VIP3,,22WNBPEYG6J1,,,,,,2,,,,,,,,,,,,,,SZF558ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFV_MM,,UR271682756,2,97,27,1,97,SYC7131ZL.0,SYC7131ZL.0,SYC7131ZL.0,,22WNBPEYG6J1,,,,,,4,,,,,,,,,,,,,,SYC7131ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFL_MM,,UR271682788,2,65,19,1,65,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNBPEYG6J1,,,,,,4,,,,,,,,,,,,,,SXD3239ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YEK_MM,,UR271682783,2,70,20,24,70,SZE5130,SZE5130,SZE5130,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SZE5130,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFM_MM,,UR271682773,2,80,22,8,80,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SXD3249ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFM_MM,,UR271686562,1,13,82,17,13,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFM_MM,,UR271686525,2,50,91,8,448,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG8Z2BT13,BT13,8Z2,21ALL112XU4_MM,,UR271561740,2,11,5,1,11,SZD537ZL.0,SZD537ZL.0,SZD537ZL.0,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,2,,,SZD537ZL.0 SYN,43,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG8Z2BT13,BT13,8Z2,21ALL112XU2_MM,,UR271561747,1,4,3,25,4,SXE3279ZL.0,SXE3279ZL.0,SXE3279ZL.0,,22WNBPEYG8Z2,,,,,,3,,,,,,,,,,,3,,,SXE3279ZL.0,61,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YGA_MM,,UR271681841,3,157,38,32,157,SZD5211ZL.0,SZD5211ZL.0,SZD5211ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SZD5211ZL.0,,,,,,,,,,,,,9,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112XXA_MM,,UR271682444,2,67,20,32,67,DKB390PRO4,DKB390PRO4,DKB390PRO4,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,DKB390PRO4,,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YEK_MM,,UR271682140,1,29,12,16,29,SZE5130,SZE5130,SZE5130,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SZE5130,,,,,,,,,,,,,5,,,135,255,,,,,10,-45.27143,-6.85224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFC_MM,,UR271686572,1,3,80,17,3,SXC2320VIP3,NK503VIP3,NK503VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXC2320ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YEN_MM,,UR271682098,2,71,21,1,71,SYN7205ZS.0,STATUSVIP3,STATUSVIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,NB7205ZS.0,,,,,,,,,,,,,5,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YF4_MM,,UR271682418,2,93,25,17,93,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SX8934ZS.0,,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YGA_MM,,UR271682468,1,43,15,17,43,SZD5211ZL.0,SZD5211ZL.0,SZD5211ZL.0,,22WNBPEYG6J1,,,,,,2,,,,,,,,,,,3,,,SZD5211ZL.0,80,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT07 Balsas llI,22WNBPEYG8Z2BT07,BT07,8Z2,21ALL112XTY_MM,,UR271561912,2,19,6,16,19,SYA7470ZS.0,SYA7470ZS.0,SYA7470ZS.0,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,3,,,SYA7470ZS.0,,,,,,,,,,,,,1,,,135,285,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG8Z2BT07,BT07,8Z2,21ALL112XU4_MM,,UR271561919,2,12,5,9,12,SZD537ZL.0,SZD537ZL.0,SZD537ZL.0,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,2,,,SZD537ZL.0 SYN,,,,,,,,,,,,,5,,,126,270,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG8Z2BT07,BT07,8Z2,21ALL113563_MM,,UR271561921,1,10,4,8,10,SW8014ZS.2,SW8014ZS.2  B6T7T943ZS/WYX7011,SW8014ZS.2  B6T7T943ZS/WYX7011,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,2,,,SW8014ZS.2,,,,,,,,,,,,,5,,,155,280,,,,,10,-45.27143,-6.85224,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG8Z2BT04,BT04,8Z2,21ALL112XU4_MM,,UR271561965,1,6,48,44,6,SZD537ZL.0,SZD537ZL.0,SZD537ZL.0,,22WNBPEYG8Z2,,,,,,2,,,,,,,,,,,,,,SZD537ZL.0 SYN,,,,,,,,,,,,,5,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YGA_MM,,UR271681955,1,43,15,17,43,SZD5211ZL.0,SZD5211ZL.0,SZD5211ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SZD5211ZL.0,,,,,,,,,,,,,1,,,,,,4/15/2022,4/14/2022,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XXK_MM,,UR271681880,3,118,30,24,118,MG580PWU,MG580PWU,MG580PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,MG580PWU,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YEU_MM,,UR271682117,1,52,17,9,52,NS90PRO2,NS90PRO2,NS90PRO2,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,NS90PRO2,,,,,,,,,,,,,1,,,145,250,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFH_MM,,UR271682091,2,78,22,24,78,SXD228ZS.0,NK520VIP3,NK520VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SXD228ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XWN_MM,,UR271682067,2,102,27,9,102,P3898,P3898,P3898,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,P3898,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XXU_MM,,UR271682039,3,130,32,8,130,P3845VYHR,P3845VYHR,P3845VYHR,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,P3845VYHR,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFH_MM,,UR271682004,3,165,39,33,165,SXD228ZS.0,NK520VIP3,NK520VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SXD228ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112897_MM,,UR271682435,2,76,22,40,76,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SX8934ZS.0,,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFU_MM,,UR271682748,2,105,29,1,105,SYB7381ZL.0,SYB7381ZL.0,SYB7381ZL.0,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SYB7381ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YGA_MM,,UR271682736,3,117,32,32,117,SZD5211ZL.0,SZD5211ZL.0,SZD5211ZL.0,,22WNBPEYG6J1,,,,,,5,,,,,,,,,,,,,,SZD5211ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YEN_MM,,UR271682727,3,126,34,24,126,SYN7205ZS.0,STATUSVIP3,STATUSVIP3,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,NB7205ZS.0,,,,,,,,,,,,,5,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YGF_MM,,UR271686557,1,18,83,24,18,SZF558ZL.0,NS91VIP3,NS91VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SZF558ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YGF_MM,,UR271686535,2,40,89,8,439,SZF558ZL.0,NS91VIP3,NS91VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SZF558ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFM_MM,,UR271686482,3,93,102,17,343,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YFP_MM,,UR271682366,3,145,35,33,145,SXF258WT.0,NS95VIP2,NS95VIP2,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SXF258WT.0,,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFL_MM,,UR271682850,1,3,3,17,3,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNBPEYG6J1,,,,,,4,,,,,,,,,,,,,,SXD3239ZL.0,,,,,,,,,,,,,9,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG1_MM,,UR271682768,2,85,24,32,85,SYC7351ZL.0,SYC7351ZL.0,SYC7351ZL.0,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SYC7351ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT07 Balsas llI,22WNBPEYG8Z2BT07,BT07,8Z2,21ALL112XU2_MM,,UR271561920,2,11,5,1,11,SXE3279ZL.0,SXE3279ZL.0,SXE3279ZL.0,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,3,,,SXE3279ZL.0,,,,,,,,,,,,,5,,,145,280,,,,,10,-45.27143,-6.85224,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG8Z2BT04,BT04,8Z2,21ALL112ZPJ_MM,,UR271561953,2,18,60,44,18,SXB178ZL.0,SXB178ZL.0  B6T7T943ZS.2/LFX6887,SXB178ZL.0  B6T7T943ZS.2/LFX6887,,22WNBPEYG8Z2,,,,,,6,,,,,,,,,,,,,,SXB178ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
