PSS:EXT:LOC:LOCNM,PSS:EXT:EXTID,BreedingStage,PSS:EXT:LOC:LOCCD,PSS:EXT:EXTNO,T,PSS:EEXT:MAT:MATID,PSS:PLOT:BARCD,PSS:BARCD,PSS:REPNO,PSS:PLTID,PSS:STRNG,PSS:STROW,PSS:MSEQNO,PSS:EEXT:MAT:ABBRC,PSS:EEXT:MAT:HGHNM,PSS:EEXT:MAT:VH:VHNM,PSS:EEXT:MAT:GHTV,PSS:EXT:EXP:EXTID,PSS:DLLFR,PSS:SCLBR,PSS:GRLSR,PSS:SRSTR,PSS:ANLBR,PSS:CRSTR,PSS:HELMR,PSS:LFSPR,PSS:STRIP,PSS:STRSR,PSS:EARTR,PSS:HEL1R,PSS:HEL2R,PSS:HEL3R,PSS:FEARN,PSS:FLISP,PSS:VIRUR,PSS:COSTR,PSS:PRMDN,PSS:PRMDP,PSS:EEXT:MAT:VH:VHNO,PSS:STD_N,PSS:BRRNN,PSS:YGSMN,PSS:YGMRN,PSS:rGWTPN,PSS:TWHMN,PSS:BRRNP,PSS:GWTPN,PSS:GMSTP,PSS:YGHMN,PSS:rGMSTP,PSS:TWSMN,PSS:PLTQR,PSS:tGWTPN,PSS:tGMSTP,PSS:ERHTN,PSS:PLHTN,PSS:SLK5N,PSS:POL5D,PSS:SLK5D,PSS:POL5N,PSS:EXT:LOC:GEODV,PSS:EXT:LOC:LONG,PSS:EXT:LOC:LAT,PSS:EXT:EXP:REMRK
BRTR BL18,22WNMTYG418BL18,PLC4,BL18,418,4,21ALL112XX9_MM,,UR272481160,1,1002,2,85,2,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG418,,,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL12,22WNMTYG501BL12,PLC5,BL12,501,5,21MT500058,,UR272612386,1,1002,2,5,2,ZTU7026ZL.2/ZTU7013ZL.0//MTYFD277,SYB7542ZL.0,SYB7542ZL.0,,22WNMTYG501,,,,,,,,,,,,,,,,,,,,,SYB7542ZL.0,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL10,22WNMTYG470BL10,PLC4,BL10,470,4,21ALL112XX9_MM,,UR272568216,1,1002,10,5,2,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG470,,3.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL16,22WNMTYG501BL16,PLC5,BL16,501,5,21ALL112XXN_MM,,UR272613500,1,1002,2,5,2,MG711PWU,MG711PWU,MG711PWU,,22WNMTYG501,4.0000,,,,,,,,,,,,,,,,,,,,MG711PWU,58,,,,,,,,,,,,1,,,,,,,,,9,-55.92769000,-13.23565000,
BRTR BL32,22WNBPEYG6I1BL32,PLC6.1,BL32,6I1,6,21ALL112YFB_MM,,UR271344940,1,1002,2,9,2,SXC2251ZL.0,SXC2251ZL.0,SXC2251ZL.0,,22WNBPEYG6I1,1.0000,1.0,,,,,2,,,,,,,,,,,,,,SXC2251ZL.0,59,,,,,,,,,,,,,,,,,,,,,9,-55.40972000,-15.87111000,
BRTR BL15,22WNBPEOB9I3BL15,Vitrine,BL15,9I3,9,21ALL112YEP_MM,,UR271351224,1,1002,,,,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEOB9I3,,,,,,,,,,,,,,,,,,,,,SX6665ZS.0,,,,,,,,,,,,,,,,,,,,,,9,-56.19940000,-12.85330000,
BRTR BL01,22WNMTYG465BL01,PLC4,BL01,465,4,21ALL112XX9_MM,,UR272485111,1,1002,34,117,1154,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG465,,2.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,5,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG467BL01,PLC4,BL01,467,4,21ALL112XX9_MM,,UR272486884,1,1002,41,108,1034,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG467,,2.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,5,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG464BL01,PLC4,BL01,464,4,21ALL112XX9_MM,,UR272501590,1,1002,16,193,158,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG464,,3.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG417BL01,PLC4,BL01,417,4,21ALL112XX9_MM,,UR272479105,1,1002,27,5,2,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG417,,2.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL21,22WNBPEYG6I1BL21,PLC6.1,BL21,6I1,6,21ALL112YFB_MM,,UR271346797,1,1002,2,9,2,SXC2251ZL.0,SXC2251ZL.0,SXC2251ZL.0,,22WNBPEYG6I1,4.0000,1.0,,,,,,,,,,,,,,,,1.0000,,,SXC2251ZL.0,61,,,,,,,,,,,,,,,,,,,,,9,-57.99279000,-13.17798000,
BRTR BL01,22WNMTYG459BL01,PLC4,BL01,459,4,21ALL112XX9_MM,,UR272486185,1,1002,54,4,2,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG459,,2.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG461BL01,PLC4,BL01,461,4,21ALL112XX9_MM,,UR272474611,1,1002,14,133,1472,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG461,,2.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG419BL01,PLC4,BL01,419,4,21ALL112XX9_MM,,UR272508367,1,1002,34,36,2,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG419,,3.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL15,22WNMTYG501BL15,PLC5,BL15,501,5,21ALL112XWW_MM,,UR272617730,1,1002,2,5,2,AS1822PRO3,AS1822PRO3,AS1822PRO3,,22WNMTYG501,4.0000,2.0,,,,,,,,,,,,,,,,,,,AS1822PRO3,,,,,,,,,,,,,,,,,,,,,,9,-56.19940000,-12.85330000,
BRTR BL06,22WNBPEYG6I1BL06,PLC6.1,BL06,6I1,6,21ALL112YFB_MM,,UR271352724,1,1002,2,9,2,SXC2251ZL.0,SXC2251ZL.0,SXC2251ZL.0,,22WNBPEYG6I1,2.0000,1.0,,,,,,,,,,,,,,,,,,,SXC2251ZL.0,,,,,,,,,,,,,,,,,,,,,,9,-55.84350000,-12.81547000,
BRTR BL01,22WNMTYG418BL01,PLC4,BL01,418,4,21ALL112XX9_MM,,UR272508490,1,1002,2,85,617,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG418,,3.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,5,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL16,21WNBPADISE1BL16,Sentinela,BL16,SE1,S,21ALL112XXK_MM,,UR271755241,1,1002,1,5,2,MG580PWU,MG580PWU,MG580PWU,,21WNBPADISE1,2.0000,2.0,,,,,,,,,,,,,,,,,,,MG580PWU,,,,,,,,,,,,,,,,,,,,,,9,-55.92769000,-13.23565000,
BRTR BL01,22WNMTYG466BL01,PLC4,BL01,466,4,21ALL112XX9_MM,,UR272489017,1,1002,32,177,152,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG466,,3.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,5,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG420BL01,PLC4,BL01,420,4,21ALL112XX9_MM,,UR272480653,1,1002,39,29,2,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG420,,3.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,5,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG460BL01,PLC4,BL01,460,4,21ALL112XX9_MM,,UR272495224,1,1002,8,97,647,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG460,,2.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG458BL01,PLC4,BL01,458,4,21ALL112XX9_MM,,UR272478316,1,1002,2,165,149,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG458,,2.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,5,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG501BL01,PLC5,BL01,501,5,21MT500157,,UR272613196,1,1002,2,5,2,WTP6741ZL.2/MTYYF558,SYD7492ZL.0,SYD7492ZL.0,,22WNMTYG501,,2.0,,,,,,,,,,,,,,,,,,,SYD7492ZL.0,53,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG463BL01,PLC4,BL01,463,4,21ALL112XX9_MM,,UR272496676,1,1002,28,141,1142,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG463,,3.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL32,22WNMTYG501BL32,PLC5,BL32,501,5,21MT500078,,UR272612082,1,1002,2,5,2,WTP6741ZL.2/8FTB79,SYD7432ZL.0,SYD7432ZL.0,,22WNMTYG501,1.0000,3.0,,,,,3,,,,,,,,,,,,,,SYD7432ZL.0,52,,,,,,,,,,,,1,,,,,,,,,9,-55.40972000,-15.87111000,
BRTR BL21,22WNMTYG501BL21,PLC5,BL21,501,5,21ALL112YEY_MM,,UR272614766,1,1002,2,5,154,SX7005ZS.0,NK505VIP3,NK505VIP3,,22WNMTYG501,,,,,,,,,,,,,,,,,,,,,SX7005ZS.0,52,,,,,,,,,,,,1,,,,,,,,,9,-57.99279000,-13.17798000,
BRTR BL01,22WNMTYG469BL01,PLC4,BL01,469,4,21ALL112XX9_MM,,UR272505043,1,1002,47,184,131,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG469,,3.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG462BL01,PLC4,BL01,462,4,21ALL112XX9_MM,,UR272493157,1,1002,22,81,1352,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG462,,2.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL16,22WNBPEYG6I1BL16,PLC6.1,BL16,6I1,6,21ALL112YFB_MM,,UR271346179,1,1002,2,9,2,SXC2251ZL.0,SXC2251ZL.0,SXC2251ZL.0,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,,,,SXC2251ZL.0,61,,,,,,,,,,,,,,,,,,,,,9,-55.92769000,-13.23565000,
BRTR BL01,22WNMTYG457BL01,PLC4,BL01,457,4,21ALL112XX9_MM,,UR272502178,1,1002,46,12,2,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG457,,2.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL06,22WNMTYG501BL06,PLC5,BL06,501,5,21MT500399,,UR272613044,1,1002,2,5,2,ZTU7026GR.0/8CEB47,SYC7512GR.0,SYC7512GR.0,,22WNMTYG501,,2.0,,,,,,,,,,,,,,,,,,,SYC7512GR.0,,,,,,,,,,,,,1,,,,,,,,,9,-55.84350000,-12.81547000,
BRTR BL01,22WNMTYGLVGBL01,PLC4,BL01,LVG,L,21ALL112XX9_MM,,UR272563353,1,1002,17,24,2,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYGLVG,,3.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL15,22WNBPEYG6I1BL15,PLC6.1,BL15,6I1,6,21ALL112YFB_MM,,UR271366464,1,1002,2,9,2,SXC2251ZL.0,SXC2251ZL.0,SXC2251ZL.0,,22WNBPEYG6I1,,,,,,,,,,,,,,,,,,,,,SXC2251ZL.0,,,,,,,,,,,,,,,,,,,,,,9,-56.19940000,-12.85330000,
BRTR BL01,22WNBPEYG6I1BL01,PLC6.1,BL01,6I1,6,21ALL112YFB_MM,,UR271356839,1,1002,2,41,2,SXC2251ZL.0,SXC2251ZL.0,SXC2251ZL.0,,22WNBPEYG6I1,2.0000,4.0,,,,,,,,,,,,,,,,,,,SXC2251ZL.0,65,,,,,,,,,,,,,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL10,22WNMTYG468BL10,PLC4,BL10,468,4,21ALL112XWV_MM,,UR272494704,1,1003,55,168,255,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG468,,2.0,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL18,22WNBPEYG6I1BL18,PLC6.1,BL18,6I1,6,21ALL112YEM_MM,,UR271367099,1,1003,2,17,3,FORMULAWT.0,FORMULAVIP2,FORMULAVIP2,,22WNBPEYG6I1,4.0000,,,,,,,,,,,,,,,,,,,,FORMULAWT.0,48,,,,,,,,,,,,,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL18,22WNMTYG465BL18,PLC4,BL18,465,4,21ALL112XWV_MM,,UR272477862,1,1003,34,121,3,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG465,,,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL20,21WNBPADISE1BL20,Sentinela,BL20,SE1,S,19ALL112MSN_MM,,UR271755316,1,1003,1,9,3,AG8700PRO3,AG8700PRO3,AG8700PRO3,,21WNBPADISE1,3.0000,,,,,,,,,,,,,,,,,,,,AG8700PRO3,,,,,,,,,,,,,,,,,,,,,,9,-59.27241000,-13.73068000,
BRTR BL18,22WNMTYG467BL18,PLC4,BL18,467,4,21ALL112XWV_MM,,UR272503467,1,1003,41,104,3,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG467,,,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL18,22WNBPEYG6I2BL18,PLC6.1,BL18,6I2,6,21ALL112YG4_MM,,UR271353754,1,1003,3,1,3,SYC7510ZS.0,NK506VIP3,NK506VIP3,,22WNBPEYG6I2,,,,,,,,,,,,,,,,,,,,,SYC7510ZS.0,58,,,,,,,,,,,,,,,,,,,,,9,-58.51884000,-13.59584000,MAPEAR LATERALMENTE PAR POSSIBILITAR ALTERA플O DE ADUBA플O
BRTR BL10,22WNBPEYG9I1BL10,Vitrine,BL10,9I1,9,21ALL112YEP_MM,,UR271366749,1,1003,14,1,49,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG9I1,,5.0,,,,,,,,,,,,,,,,,,,SX6665ZS.0,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,MAPEAR LATERALMENTE AO ENSAIO PARA DIFERENCIAR O MANEJO DE FUNGICIDA
BRTR BL10,22WNBPEYG6I1BL10,PLC6.1,BL10,6I1,6,21ALL112YEM_MM,,UR271344774,1,1003,2,49,30,FORMULAWT.0,FORMULAVIP2,FORMULAVIP2,,22WNBPEYG6I1,,,,,,,,,,,,,,,,,,,,,FORMULAWT.0,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL12,22WNMTYG464BL12,PLC4,BL12,464,4,21ALL112XWV_MM,,UR272504178,1,1003,45,9,3,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG464,2.0000,3.0,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL25,22WNMTYG501BL25,PLC5,BL25,501,5,21MT500133,,UR272618539,1,1003,2,9,3,8CEB17ZS.0/7FEB67,SYB7302ZL.0,SYB7302ZL.0,,22WNMTYG501,2.0000,,,,,,,,,,,,,,,,,,,,SYB7302ZL.0,54,,,,,,,,,,,,1,,,,,,,,,9,-58.08683000,-12.80349000,
BRTR BL18,22WNMTYG457BL18,PLC4,BL18,457,4,21ALL112XWV_MM,,UR272496039,1,1003,46,8,165,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG457,,,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL10,22WNMTYG462BL10,PLC4,BL10,462,4,21ALL112XWV_MM,,UR272507682,1,1003,22,129,813,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG462,,4.0,,,,,,1,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL18,22WNMTYG420BL18,PLC4,BL18,420,4,21ALL112XWV_MM,,UR272491536,1,1003,39,33,153,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG420,5.0000,,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL12,22WNMTYG420BL12,PLC4,BL12,420,4,21ALL112XWV_MM,,UR272490930,1,1003,31,73,3,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG420,,2.0,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL12,21WNBPADISE1BL12,Sentinela,BL12,SE1,S,21ALL112EZP_MM,,UR271755365,1,1003,1,9,3,SX5885ZS.0,NK488VIP3,NK488VIP3,,21WNBPADISE1,,,,,,,,,,,,,,,,,,,,,SX5885ZS.0,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL10,22WNMTYG466BL10,PLC4,BL10,466,4,21ALL112XWV_MM,,UR272505762,1,1003,42,109,453,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG466,,2.0,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL20,22WNBPEYG6I2BL20,PLC6.1,BL20,6I2,6,21ALL112YG4_MM,,UR271377785,1,1003,3,1,3,SYC7510ZS.0,NK506VIP3,NK506VIP3,,22WNBPEYG6I2,,,,,,,,,,,,,,,,,,,,,SYC7510ZS.0,,,,,,,,,,,,,,,,,,,,,,9,-59.27241000,-13.73068000,MAPEAR LATERALMENTE PAR POSSIBILITAR ALTERA플O DE ADUBA플O
BRTR BL18,22WNMTYG462BL18,PLC4,BL18,462,4,21ALL112XWV_MM,,UR272493021,1,1003,22,85,3,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG462,,,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL18,22WNMTYG466BL18,PLC4,BL18,466,4,21ALL112XWV_MM,,UR272486754,1,1003,32,181,3,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG466,,,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL40,22WNBPEYG6I2BL40,PLC6.1,BL40,6I2,6,21ALL112YG4_MM,,UR271367826,1,1003,3,1,3,SYC7510ZS.0,NK506VIP3,NK506VIP3,,22WNBPEYG6I2,,,,,,,,,,,,,,,,,,,,,SYC7510ZS.0,55,,,,,,,,,,,,,,,,,,,,,9,-51.75430000,-12.42000000,MAPEAR LATERALMENTE PAR POSSIBILITAR ALTERA플O DE ADUBA플O
BRTR BL18,21WNBPADISE1BL18,Sentinela,BL18,SE1,S,21ALL112EZP_MM,,UR271755268,1,1003,1,9,3,SX5885ZS.0,NK488VIP3,NK488VIP3,,21WNBPADISE1,2.0000,,,,,,,,,,,,,,,,,,,,SX5885ZS.0,,,,,,,,,,,,,,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL10,22WNMTYG463BL10,PLC4,BL10,463,4,21ALL112XWV_MM,,UR272487246,1,1003,66,65,3,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG463,,3.0,,,,,,1,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL20,22WNBPEYG6I1BL20,PLC6.1,BL20,6I1,6,21ALL112YEM_MM,,UR271353955,1,1003,2,17,3,FORMULAWT.0,FORMULAVIP2,FORMULAVIP2,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,,,,FORMULAWT.0,,,,,,,,,,,,,,,,,,,,,,9,-59.27241000,-13.73068000,
BRTR BL18,22WNMTYG501BL18,PLC5,BL18,501,5,21ALL112YF8_MM,,UR272615829,1,1003,2,9,3,SXC1641ZL.0,SXC1641ZL.0 WTP6741ZL.2/D8EB94,SXC1641ZL.0 WTP6741ZL.2/D8EB94,,22WNMTYG501,7.0000,,,,,,,,,,,,,,,,,,,,SXC1641ZL.0,54,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL10,22WNMTYG467BL10,PLC4,BL10,467,4,21ALL112XWV_MM,,UR272476866,1,1003,49,156,390,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG467,,2.0,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL18,22WNMTYG468BL18,PLC4,BL18,468,4,21ALL112XWV_MM,,UR272483277,1,1003,48,93,3,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG468,,,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL18,22WNMTYG458BL18,PLC4,BL18,458,4,21ALL112XWV_MM,,UR272502015,1,1003,2,169,3,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG458,,,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL10,22WNMTYG417BL10,PLC4,BL10,417,4,21ALL112XWV_MM,,UR272501868,1,1003,26,37,3,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG417,,2.0,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL18,22WNMTYG469BL18,PLC4,BL18,469,4,21ALL112XWV_MM,,UR272498613,1,1003,47,180,3,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG469,,,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL48,22WNBPEYG6I1BL48,PLC6.1,BL48,6I1,6,21ALL112YEM_MM,,UR271375861,1,1003,2,17,3,FORMULAWT.0,FORMULAVIP2,FORMULAVIP2,,22WNBPEYG6I1,4.0000,,,,,,,,,,,,,,,,,,,,FORMULAWT.0,59,,,,,,,,,,,,,,,,,,,,,9,-52.21480000,-12.64750000,
BRTR BL10,22WNMTYG418BL10,PLC4,BL10,418,4,21ALL112XWV_MM,,UR272472447,1,1003,33,4,3,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG418,,3.0,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,5,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL12,22WNMTYG467BL12,PLC4,BL12,467,4,21ALL112XWV_MM,,UR272506458,1,1003,21,112,3,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG467,,2.0,,,,,2,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL10,22WNMTYG457BL10,PLC4,BL10,457,4,21ALL112XWV_MM,,UR272493873,1,1003,44,73,3,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG457,,2.0,,,,,,4,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL18,22WNBPEYG6I3BL18,PLC6.1,BL18,6I3,6,21ALL112XXK_MM,,UR271360327,1,1003,3,16,3,MG580PWU,MG580PWU,MG580PWU,,22WNBPEYG6I3,,,,,,,,,,,,,,,,,,,,,MG580PWU,,,,,,,,,,,,,,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL10,22WNMTYG459BL10,PLC4,BL10,459,4,21ALL112XWV_MM,,UR272491944,1,1003,8,161,615,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG459,,2.0,,,,,,1,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL10,21WNBPADISE1BL10,Sentinela,BL10,SE1,S,21ALL112YEM_MM,,UR271755403,1,1003,1,9,3,FORMULAWT.0,FORMULAVIP2,FORMULAVIP2,,21WNBPADISE1,,,,,,,,,,,,,,,,,,,,,FORMULAWT.0,,,,,,,,,,,,,,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL12,22WNMTYG463BL12,PLC4,BL12,463,4,21ALL112XWV_MM,,UR272503875,1,1003,39,33,3,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG463,,2.0,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL12,22WNMTYG468BL12,PLC4,BL12,468,4,21ALL112XWV_MM,,UR272493282,1,1003,37,108,3,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG468,,2.0,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL25,22WNBPEYG6I1BL25,PLC6.1,BL25,6I1,6,21ALL112YEM_MM,,UR271372401,1,1003,2,17,3,FORMULAWT.0,FORMULAVIP2,FORMULAVIP2,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,,,,FORMULAWT.0,45,,,,,,,,,,,,,,,,,,,,,9,-58.08683000,-12.80349000,
BRTR BL18,22WNMTYG461BL18,PLC4,BL18,461,4,21ALL112XWV_MM,,UR272492388,1,1003,14,137,3,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG461,,,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
