PSS:EXT:LOC:LOCNM,PSS:EXT:EXTID,BreedingStage,PSS:EXT:LOC:LOCCD,PSS:EXT:EXTNO,T,PSS:EEXT:MAT:MATID,PSS:PLOT:BARCD,PSS:BARCD,PSS:REPNO,PSS:PLTID,PSS:STRNG,PSS:STROW,PSS:MSEQNO,PSS:EEXT:MAT:ABBRC,PSS:EEXT:MAT:HGHNM,PSS:EEXT:MAT:VH:VHNM,PSS:EEXT:MAT:GHTV,PSS:EXT:EXP:EXTID,PSS:DLLFR,PSS:SCLBR,PSS:GRLSR,PSS:SRSTR,PSS:ANLBR,PSS:CRSTR,PSS:HELMR,PSS:LFSPR,PSS:STRIP,PSS:STRSR,PSS:EARTR,PSS:HEL1R,PSS:HEL2R,PSS:HEL3R,PSS:FEARN,PSS:FLISP,PSS:VIRUR,PSS:COSTR,PSS:PRMDN,PSS:PRMDP,PSS:EEXT:MAT:VH:VHNO,PSS:STD_N,PSS:BRRNN,PSS:YGSMN,PSS:YGMRN,PSS:rGWTPN,PSS:TWHMN,PSS:BRRNP,PSS:GWTPN,PSS:GMSTP,PSS:YGHMN,PSS:rGMSTP,PSS:TWSMN,PSS:PLTQR,PSS:tGWTPN,PSS:tGMSTP,PSS:ERHTN,PSS:PLHTN,PSS:SLK5N,PSS:POL5D,PSS:SLK5D,PSS:POL5N,PSS:EXT:LOC:GEODV,PSS:EXT:LOC:LONG,PSS:EXT:LOC:LAT,PSS:EXT:EXP:REMRK
BRTR BL28,22WNBPEYG8Z1BL28,Licenciamento,BL28,8Z1,8,21ALL112XU3_MM,,UR271205560,1,0005,30,65,10,SXC1510ZS.0,SXC1510ZS.0 B7T7T812ZS.4\8XHB78,SXC1510ZS.0 B7T7T812ZS.4\8XHB78,,22WNBPEYG8Z1,,2.0,,,,,2,1,,,,,,,,,,,,,SXC1510ZS.0,52,,,,,,,,,,,,5,,,,,,,,,9,-55.17203000,-15.33561000,
BRTR BL06,22WNBPEYG8Z1BL06,Licenciamento,BL06,8Z1,8,21ALL112XU3_MM,,UR271205670,1,0005,30,33,5,SXC1510ZS.0,SXC1510ZS.0 B7T7T812ZS.4\8XHB78,SXC1510ZS.0 B7T7T812ZS.4\8XHB78,,22WNBPEYG8Z1,,3.0,,,,,,,,,,,,,,,,,,,SXC1510ZS.0,,,,,,,,,,,,,,,,,,,,,,9,-55.84350000,-12.81547000,
BRTR BL21,22WNBPEYG8Z1BL21,Licenciamento,BL21,8Z1,8,21ALL112XU3_MM,,UR271205934,1,0005,30,33,5,SXC1510ZS.0,SXC1510ZS.0 B7T7T812ZS.4\8XHB78,SXC1510ZS.0 B7T7T812ZS.4\8XHB78,,22WNBPEYG8Z1,1.0000,1.0,,,,,,,,,,,,,,,,1.0000,,,SXC1510ZS.0,,,,,,,,,,,,,,,,,,,,,,9,-57.99279000,-13.17798000,
BRTR BL32,22WNBPEYG8Z1BL32,Licenciamento,BL32,8Z1,8,21ALL112XU3_MM,,UR271205472,1,0005,30,33,5,SXC1510ZS.0,SXC1510ZS.0 B7T7T812ZS.4\8XHB78,SXC1510ZS.0 B7T7T812ZS.4\8XHB78,,22WNBPEYG8Z1,1.0000,1.0,,,,,2,,,,,,,,,,,,,,SXC1510ZS.0,54,,,,,,,,,,,,,,,,,,,,,9,-55.40972000,-15.87111000,
BRTR BL40,22WNBPEYG8Z1BL40,Licenciamento,BL40,8Z1,8,21ALL112XU4_MM,,UR271205383,1,0006,30,41,6,SZD537ZL.0,SZD537ZL.0,SZD537ZL.0,,22WNBPEYG8Z1,3.0000,,,,,,,,,,,,,,,,,,,,SZD537ZL.0 SYN,57,,,,,,,,,,,,,,,,,,,,,9,-51.75430000,-12.42000000,
BRTR BL20,22WNBPEYG8Z1BL20,Licenciamento,BL20,8Z1,8,21ALL112XU4_MM,,UR271205251,1,0006,30,41,6,SZD537ZL.0,SZD537ZL.0,SZD537ZL.0,,22WNBPEYG8Z1,2.0000,,,,,,,,,,,,,,,,,,,,SZD537ZL.0 SYN,,,,,,,,,,,,,,,,,,,,,,9,-59.27241000,-13.73068000,
BRTR BL10,22WNBPEYG8Z1BL10,Licenciamento,BL10,8Z1,8,21ALL112XU4_MM,,UR271206021,1,0006,36,48,6,SZD537ZL.0,SZD537ZL.0,SZD537ZL.0,,22WNBPEYG8Z1,,,,,,,,,,,,,,,,,,,,,SZD537ZL.0 SYN,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL25,22WNBPEYG8Z1BL25,Licenciamento,BL25,8Z1,8,21ALL112XU4_MM,,UR271205317,1,0006,30,41,6,SZD537ZL.0,SZD537ZL.0,SZD537ZL.0,,22WNBPEYG8Z1,2.0000,,,,,,,,,,,,,,,,,,,,SZD537ZL.0 SYN,,,,,,,,,,,,,,,,,,,,,,9,-58.08683000,-12.80349000,
BRTR BL18,22WNBPEYG8Z1BL18,Licenciamento,BL18,8Z1,8,21ALL112XU4_MM,,UR271205779,1,0006,30,41,6,SZD537ZL.0,SZD537ZL.0,SZD537ZL.0,,22WNBPEYG8Z1,2.0000,,,,,,,,,,,,,,,,,,,,SZD537ZL.0 SYN,60,,,,,,,,,,,,,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL12,22WNBPEYG8Z1BL12,Licenciamento,BL12,8Z1,8,21ALL112XU4_MM,,UR271205801,1,0006,30,41,6,SZD537ZL.0,SZD537ZL.0,SZD537ZL.0,,22WNBPEYG8Z1,,,,,,,,,,,,,,,,,,,,,SZD537ZL.0 SYN,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL39,22WNBPEYG8Z1BL39,Licenciamento,BL39,8Z1,8,21ALL112XU4_MM,,UR271206153,1,0006,30,41,6,SZD537ZL.0,SZD537ZL.0,SZD537ZL.0,,22WNBPEYG8Z1,3.0000,,,,,,,,,,,,,,,,,,,,SZD537ZL.0 SYN,55,,,,,,,,,,,,,,,,,,,,,9,-52.17083000,-13.60493000,
BRTR BL06,22WNBPEYG8Z1BL06,Licenciamento,BL06,8Z1,8,21ALL112XU4_MM,,UR271205669,1,0006,30,41,6,SZD537ZL.0,SZD537ZL.0,SZD537ZL.0,,22WNBPEYG8Z1,,2.0,,,,,,,,,,,,,,,,,,,SZD537ZL.0 SYN,,,,,,,,,,,,,,,,,,,,,,9,-55.84350000,-12.81547000,
BRTR BL15,22WNBPEYG8Z1BL15,Licenciamento,BL15,8Z1,8,21ALL112XU4_MM,,UR271205163,1,0006,30,41,6,SZD537ZL.0,SZD537ZL.0,SZD537ZL.0,,22WNBPEYG8Z1,,,,,,,,,,,,,,,,,,,,,SZD537ZL.0 SYN,,,,,,,,,,,,,,,,,,,,,,9,-56.19940000,-12.85330000,
BRTR BL16,22WNBPEYG8Z1BL16,Licenciamento,BL16,8Z1,8,21ALL112XU4_MM,,UR271205207,1,0006,30,41,6,SZD537ZL.0,SZD537ZL.0,SZD537ZL.0,,22WNBPEYG8Z1,4.0000,2.0,,,,,,,,,,,,,,,,,,,SZD537ZL.0 SYN,57,,,,,,,,,,,,,,,,,,,,,9,-55.92769000,-13.23565000,
BRTR BL01,22WNBPEYG8Z1BL01,Licenciamento,BL01,8Z1,8,21ALL112XU4_MM,,UR271205845,1,0006,30,73,6,SZD537ZL.0,SZD537ZL.0,SZD537ZL.0,,22WNBPEYG8Z1,,4.0,,,,,,,,,,,,,,,,,,,SZD537ZL.0 SYN,58,,,,,,,,,,,,,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL28,22WNBPEYG8Z1BL28,Licenciamento,BL28,8Z1,8,21ALL112XU4_MM,,UR271205559,1,0006,30,73,11,SZD537ZL.0,SZD537ZL.0,SZD537ZL.0,,22WNBPEYG8Z1,2.0000,2.0,,,,,,1,,,,,,,,,,3.0000,,,SZD537ZL.0 SYN,51,,,,,,,,,,,,5,,,,,,,,,9,-55.17203000,-15.33561000,
BRTR BL32,22WNBPEYG8Z1BL32,Licenciamento,BL32,8Z1,8,21ALL112XU4_MM,,UR271205471,1,0006,30,41,6,SZD537ZL.0,SZD537ZL.0,SZD537ZL.0,,22WNBPEYG8Z1,1.0000,1.0,,,,,1,,,,,,,,,,,,,,SZD537ZL.0 SYN,51,,,,,,,,,,,,,,,,,,,,,9,-55.40972000,-15.87111000,
BRTR BL21,22WNBPEYG8Z1BL21,Licenciamento,BL21,8Z1,8,21ALL112XU4_MM,,UR271205933,1,0006,30,41,6,SZD537ZL.0,SZD537ZL.0,SZD537ZL.0,,22WNBPEYG8Z1,2.0000,1.0,,,,,,,,,,,,,,,,1.0000,,,SZD537ZL.0 SYN,,,,,,,,,,,,,,,,,,,,,,9,-57.99279000,-13.17798000,
BRTR BL20,22WNBPEYG8Z1BL20,Licenciamento,BL20,8Z1,8,21ALL112XU5_MM,,UR271205250,1,0007,30,49,7,SXD2350ZS.0,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,,22WNBPEYG8Z1,1.0000,,,,,,,,,,,,,,,,,,,,SXD2350ZS.0,,,,,,,,,,,,,,,,,,,,,,9,-59.27241000,-13.73068000,
BRTR BL18,22WNBPEYG8Z1BL18,Licenciamento,BL18,8Z1,8,21ALL112XU5_MM,,UR271205778,1,0007,30,49,7,SXD2350ZS.0,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,,22WNBPEYG8Z1,2.0000,,,,,,,,,,,,,,,,,,,,SXD2350ZS.0,61,,,,,,,,,,,,,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL39,22WNBPEYG8Z1BL39,Licenciamento,BL39,8Z1,8,21ALL112XU5_MM,,UR271206152,1,0007,30,49,7,SXD2350ZS.0,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,,22WNBPEYG8Z1,2.0000,,,,,,,,,,,,,,,,,,,,SXD2350ZS.0,57,,,,,,,,,,,,,,,,,,,,,9,-52.17083000,-13.60493000,
BRTR BL40,22WNBPEYG8Z1BL40,Licenciamento,BL40,8Z1,8,21ALL112XU5_MM,,UR271205382,1,0007,30,49,7,SXD2350ZS.0,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,,22WNBPEYG8Z1,2.0000,,,,,,,,,,,,,,,,,,,,SXD2350ZS.0,58,,,,,,,,,,,,,,,,,,,,,9,-51.75430000,-12.42000000,
BRTR BL25,22WNBPEYG8Z1BL25,Licenciamento,BL25,8Z1,8,21ALL112XU5_MM,,UR271205316,1,0007,30,49,7,SXD2350ZS.0,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,,22WNBPEYG8Z1,2.0000,,,,,,,,,,,,,,,,,,,,SXD2350ZS.0,,,,,,,,,,,,,,,,,,,,,,9,-58.08683000,-12.80349000,
BRTR BL12,22WNBPEYG8Z1BL12,Licenciamento,BL12,8Z1,8,21ALL112XU5_MM,,UR271205800,1,0007,30,49,7,SXD2350ZS.0,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,,22WNBPEYG8Z1,,2.0,,,,,,,,,,,,,,,,,,,SXD2350ZS.0,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL10,22WNBPEYG8Z1BL10,Licenciamento,BL10,8Z1,8,21ALL112XU5_MM,,UR271206020,1,0007,36,40,7,SXD2350ZS.0,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,,22WNBPEYG8Z1,,,,,,,,,,,,,,,,,,,,,SXD2350ZS.0,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL28,22WNBPEYG8Z1BL28,Licenciamento,BL28,8Z1,8,21ALL112XU5_MM,,UR271205558,1,0007,30,81,12,SXD2350ZS.0,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,,22WNBPEYG8Z1,,2.0,,,,,2,3,,,,,,,,,,3.0000,,,SXD2350ZS.0,52,,,,,,,,,,,,1,,,,,,,,,9,-55.17203000,-15.33561000,
BRTR BL16,22WNBPEYG8Z1BL16,Licenciamento,BL16,8Z1,8,21ALL112XU5_MM,,UR271205206,1,0007,30,49,7,SXD2350ZS.0,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,,22WNBPEYG8Z1,2.0000,,,,,,,,,,,,,,,,,,,,SXD2350ZS.0,48,,,,,,,,,,,,,,,,,,,,,9,-55.92769000,-13.23565000,
BRTR BL06,22WNBPEYG8Z1BL06,Licenciamento,BL06,8Z1,8,21ALL112XU5_MM,,UR271205668,1,0007,30,49,7,SXD2350ZS.0,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,,22WNBPEYG8Z1,,4.0,,,,,,,,,,,,,,,,,,,SXD2350ZS.0,,,,,,,,,,,,,,,,,,,,,,9,-55.84350000,-12.81547000,
BRTR BL15,22WNBPEYG8Z1BL15,Licenciamento,BL15,8Z1,8,21ALL112XU5_MM,,UR271205162,1,0007,30,49,7,SXD2350ZS.0,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,,22WNBPEYG8Z1,,,,,,,,,,,,,,,,,,,,,SXD2350ZS.0,,,,,,,,,,,,,,,,,,,,,,9,-56.19940000,-12.85330000,
BRTR BL01,22WNBPEYG8Z1BL01,Licenciamento,BL01,8Z1,8,21ALL112XU5_MM,,UR271205844,1,0007,30,81,7,SXD2350ZS.0,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,,22WNBPEYG8Z1,,2.0,,,,,,,,,,,,,,,,,,,SXD2350ZS.0,58,,,,,,,,,,,,,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL32,22WNBPEYG8Z1BL32,Licenciamento,BL32,8Z1,8,21ALL112XU5_MM,,UR271205470,1,0007,30,49,7,SXD2350ZS.0,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,,22WNBPEYG8Z1,1.0000,1.0,,,,,2,,,,,,,,,,,,,,SXD2350ZS.0,56,,,,,,,,,,,,,,,,,,,,,9,-55.40972000,-15.87111000,
BRTR BL21,22WNBPEYG8Z1BL21,Licenciamento,BL21,8Z1,8,21ALL112XU5_MM,,UR271205932,1,0007,30,49,7,SXD2350ZS.0,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,,22WNBPEYG8Z1,2.0000,1.0,,,,,,,,,,,,,,,,1.0000,,,SXD2350ZS.0,,,,,,,,,,,,,,,,,,,,,,9,-57.99279000,-13.17798000,
BRTR BL40,22WNBPEYG8Z1BL40,Licenciamento,BL40,8Z1,8,21ALL112ZPJ_MM,,UR271205381,1,0008,30,57,8,SXB178ZL.0,SXB178ZL.0  B6T7T943ZS.2/LFX6887,SXB178ZL.0  B6T7T943ZS.2/LFX6887,,22WNBPEYG8Z1,2.0000,,,,,,,,,,,,,,,,,,,,SXB178ZL.0,56,,,,,,,,,,,,,,,,,,,,,9,-51.75430000,-12.42000000,
BRTR BL39,22WNBPEYG8Z1BL39,Licenciamento,BL39,8Z1,8,21ALL112ZPJ_MM,,UR271206151,1,0008,30,57,8,SXB178ZL.0,SXB178ZL.0  B6T7T943ZS.2/LFX6887,SXB178ZL.0  B6T7T943ZS.2/LFX6887,,22WNBPEYG8Z1,2.0000,,,,,,,,,,,,,,,,,,,,SXB178ZL.0,59,,,,,,,,,,,,,,,,,,,,,9,-52.17083000,-13.60493000,
BRTR BL20,22WNBPEYG8Z1BL20,Licenciamento,BL20,8Z1,8,21ALL112ZPJ_MM,,UR271205249,1,0008,30,57,8,SXB178ZL.0,SXB178ZL.0  B6T7T943ZS.2/LFX6887,SXB178ZL.0  B6T7T943ZS.2/LFX6887,,22WNBPEYG8Z1,2.0000,,,,,,,,,,,,,,,,,,,,SXB178ZL.0,,,,,,,,,,,,,,,,,,,,,,9,-59.27241000,-13.73068000,
BRTR BL25,22WNBPEYG8Z1BL25,Licenciamento,BL25,8Z1,8,21ALL112ZPJ_MM,,UR271205315,1,0008,30,57,8,SXB178ZL.0,SXB178ZL.0  B6T7T943ZS.2/LFX6887,SXB178ZL.0  B6T7T943ZS.2/LFX6887,,22WNBPEYG8Z1,2.0000,,,,,,,,,,,,,,,,,,,,SXB178ZL.0,,,,,,,,,,,,,,,,,,,,,,9,-58.08683000,-12.80349000,
BRTR BL18,22WNBPEYG8Z1BL18,Licenciamento,BL18,8Z1,8,21ALL112ZPJ_MM,,UR271205777,1,0008,30,57,8,SXB178ZL.0,SXB178ZL.0  B6T7T943ZS.2/LFX6887,SXB178ZL.0  B6T7T943ZS.2/LFX6887,,22WNBPEYG8Z1,2.0000,,,,,,,,,,,,,,,,,,,,SXB178ZL.0,57,,,,,,,,,,,,,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL12,22WNBPEYG8Z1BL12,Licenciamento,BL12,8Z1,8,21ALL112ZPJ_MM,,UR271205799,1,0008,30,57,8,SXB178ZL.0,SXB178ZL.0  B6T7T943ZS.2/LFX6887,SXB178ZL.0  B6T7T943ZS.2/LFX6887,,22WNBPEYG8Z1,,,,,,,,,,,,,,,,,,,,,SXB178ZL.0,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL10,22WNBPEYG8Z1BL10,Licenciamento,BL10,8Z1,8,21ALL112ZPJ_MM,,UR271206019,1,0008,37,33,8,SXB178ZL.0,SXB178ZL.0  B6T7T943ZS.2/LFX6887,SXB178ZL.0  B6T7T943ZS.2/LFX6887,,22WNBPEYG8Z1,,,,,,,,,,,,,,,,,,,,,SXB178ZL.0,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL28,22WNBPEYG8Z1BL28,Licenciamento,BL28,8Z1,8,21ALL112ZPJ_MM,,UR271205557,1,0008,30,89,13,SXB178ZL.0,SXB178ZL.0  B6T7T943ZS.2/LFX6887,SXB178ZL.0  B6T7T943ZS.2/LFX6887,,22WNBPEYG8Z1,,2.0,,,,,,3,,,,,,,,,,2.0000,,,SXB178ZL.0,50,,,,,,,,,,,,1,,,,,,,,,9,-55.17203000,-15.33561000,
BRTR BL15,22WNBPEYG8Z1BL15,Licenciamento,BL15,8Z1,8,21ALL112ZPJ_MM,,UR271205161,1,0008,30,57,8,SXB178ZL.0,SXB178ZL.0  B6T7T943ZS.2/LFX6887,SXB178ZL.0  B6T7T943ZS.2/LFX6887,,22WNBPEYG8Z1,,,,,,,,,,,,,,,,,,,,,SXB178ZL.0,,,,,,,,,,,,,,,,,,,,,,9,-56.19940000,-12.85330000,
BRTR BL06,22WNBPEYG8Z1BL06,Licenciamento,BL06,8Z1,8,21ALL112ZPJ_MM,,UR271205667,1,0008,30,57,8,SXB178ZL.0,SXB178ZL.0  B6T7T943ZS.2/LFX6887,SXB178ZL.0  B6T7T943ZS.2/LFX6887,,22WNBPEYG8Z1,,2.0,,,,,,,,,,,,,,,,,,,SXB178ZL.0,,,,,,,,,,,,,,,,,,,,,,9,-55.84350000,-12.81547000,
BRTR BL16,22WNBPEYG8Z1BL16,Licenciamento,BL16,8Z1,8,21ALL112ZPJ_MM,,UR271205205,1,0008,30,57,8,SXB178ZL.0,SXB178ZL.0  B6T7T943ZS.2/LFX6887,SXB178ZL.0  B6T7T943ZS.2/LFX6887,,22WNBPEYG8Z1,3.0000,2.0,,,,,,,,,,,,,,,,,,,SXB178ZL.0,58,,,,,,,,,,,,,,,,,,,,,9,-55.92769000,-13.23565000,
BRTR BL01,22WNBPEYG8Z1BL01,Licenciamento,BL01,8Z1,8,21ALL112ZPJ_MM,,UR271205843,1,0008,30,89,8,SXB178ZL.0,SXB178ZL.0  B6T7T943ZS.2/LFX6887,SXB178ZL.0  B6T7T943ZS.2/LFX6887,,22WNBPEYG8Z1,,4.0,,,,,,,,,,,,,,,,,,,SXB178ZL.0,54,,,,,,,,,,,,,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL32,22WNBPEYG8Z1BL32,Licenciamento,BL32,8Z1,8,21ALL112ZPJ_MM,,UR271205469,1,0008,30,57,8,SXB178ZL.0,SXB178ZL.0  B6T7T943ZS.2/LFX6887,SXB178ZL.0  B6T7T943ZS.2/LFX6887,,22WNBPEYG8Z1,1.0000,1.0,,,,,1,,,,,,,,,,,,,,SXB178ZL.0,56,,,,,,,,,,,,,,,,,,,,,9,-55.40972000,-15.87111000,
BRTR BL21,22WNBPEYG8Z1BL21,Licenciamento,BL21,8Z1,8,21ALL112ZPJ_MM,,UR271205931,1,0008,30,57,8,SXB178ZL.0,SXB178ZL.0  B6T7T943ZS.2/LFX6887,SXB178ZL.0  B6T7T943ZS.2/LFX6887,,22WNBPEYG8Z1,4.0000,1.0,,,,,,,,,,,,,,,,1.0000,,,SXB178ZL.0,,,,,,,,,,,,,,,,,,,,,,9,-57.99279000,-13.17798000,
BRTR BL25,22WNBPEYG8Z1BL25,Licenciamento,BL25,8Z1,8,21ALL113563_MM,,UR271205314,1,0009,30,65,9,SW8014ZS.2,SW8014ZS.2  B6T7T943ZS/WYX7011,SW8014ZS.2  B6T7T943ZS/WYX7011,,22WNBPEYG8Z1,3.0000,,,,,,,,,,,,,,,,,,,,SW8014ZS.2,,,,,,,,,,,,,,,,,,,,,,9,-58.08683000,-12.80349000,
BRTR BL12,22WNBPEYG8Z1BL12,Licenciamento,BL12,8Z1,8,21ALL113563_MM,,UR271205798,1,0009,30,65,9,SW8014ZS.2,SW8014ZS.2  B6T7T943ZS/WYX7011,SW8014ZS.2  B6T7T943ZS/WYX7011,,22WNBPEYG8Z1,,1.0,,,,,,,,,,,,,,,,,,,SW8014ZS.2,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL10,22WNBPEYG8Z1BL10,Licenciamento,BL10,8Z1,8,21ALL113563_MM,,UR271206018,1,0009,37,41,9,SW8014ZS.2,SW8014ZS.2  B6T7T943ZS/WYX7011,SW8014ZS.2  B6T7T943ZS/WYX7011,,22WNBPEYG8Z1,,,,,,,,,,,,,,,,,,,,,SW8014ZS.2,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL40,22WNBPEYG8Z1BL40,Licenciamento,BL40,8Z1,8,21ALL113563_MM,,UR271205380,1,0009,30,65,9,SW8014ZS.2,SW8014ZS.2  B6T7T943ZS/WYX7011,SW8014ZS.2  B6T7T943ZS/WYX7011,,22WNBPEYG8Z1,2.0000,,,,,,,,,,,,,,,,,,,,SW8014ZS.2,54,,,,,,,,,,,,,,,,,,,,,9,-51.75430000,-12.42000000,
BRTR BL39,22WNBPEYG8Z1BL39,Licenciamento,BL39,8Z1,8,21ALL113563_MM,,UR271206150,1,0009,30,65,9,SW8014ZS.2,SW8014ZS.2  B6T7T943ZS/WYX7011,SW8014ZS.2  B6T7T943ZS/WYX7011,,22WNBPEYG8Z1,3.0000,,,,,,,,,,,,,,,,,,,,SW8014ZS.2,57,,,,,,,,,,,,,,,,,,,,,9,-52.17083000,-13.60493000,
BRTR BL18,22WNBPEYG8Z1BL18,Licenciamento,BL18,8Z1,8,21ALL113563_MM,,UR271205776,1,0009,30,65,9,SW8014ZS.2,SW8014ZS.2  B6T7T943ZS/WYX7011,SW8014ZS.2  B6T7T943ZS/WYX7011,,22WNBPEYG8Z1,3.0000,,,,,,,,,,,,,,,,,,,,SW8014ZS.2,56,,,,,,,,,,,,,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL20,22WNBPEYG8Z1BL20,Licenciamento,BL20,8Z1,8,21ALL113563_MM,,UR271205248,1,0009,30,65,9,SW8014ZS.2,SW8014ZS.2  B6T7T943ZS/WYX7011,SW8014ZS.2  B6T7T943ZS/WYX7011,,22WNBPEYG8Z1,2.0000,,,,,,,,,,,,,,,,,,,,SW8014ZS.2,,,,,,,,,,,,,,,,,,,,,,9,-59.27241000,-13.73068000,
BRTR BL28,22WNBPEYG8Z1BL28,Licenciamento,BL28,8Z1,8,21ALL113563_MM,,UR271205556,1,0009,30,97,14,SW8014ZS.2,SW8014ZS.2  B6T7T943ZS/WYX7011,SW8014ZS.2  B6T7T943ZS/WYX7011,,22WNBPEYG8Z1,,2.0,,,,,3,3,,,,,,,,,,,,,SW8014ZS.2,51,,,,,,,,,,,,1,,,,,,,,,9,-55.17203000,-15.33561000,
BRTR BL15,22WNBPEYG8Z1BL15,Licenciamento,BL15,8Z1,8,21ALL113563_MM,,UR271205160,1,0009,30,65,9,SW8014ZS.2,SW8014ZS.2  B6T7T943ZS/WYX7011,SW8014ZS.2  B6T7T943ZS/WYX7011,,22WNBPEYG8Z1,,,,,,,,,,,,,,,,,,,,,SW8014ZS.2,,,,,,,,,,,,,,,,,,,,,,9,-56.19940000,-12.85330000,
BRTR BL06,22WNBPEYG8Z1BL06,Licenciamento,BL06,8Z1,8,21ALL113563_MM,,UR271205666,1,0009,30,65,9,SW8014ZS.2,SW8014ZS.2  B6T7T943ZS/WYX7011,SW8014ZS.2  B6T7T943ZS/WYX7011,,22WNBPEYG8Z1,,3.0,,,,,,,,,,,,,,,,,,,SW8014ZS.2,,,,,,,,,,,,,,,,,,,,,,9,-55.84350000,-12.81547000,
BRTR BL01,22WNBPEYG8Z1BL01,Licenciamento,BL01,8Z1,8,21ALL113563_MM,,UR271205842,1,0009,30,97,9,SW8014ZS.2,SW8014ZS.2  B6T7T943ZS/WYX7011,SW8014ZS.2  B6T7T943ZS/WYX7011,,22WNBPEYG8Z1,,4.0,,,,,,,,,,,,,,,,,,,SW8014ZS.2,55,,,,,,,,,,,,,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL16,22WNBPEYG8Z1BL16,Licenciamento,BL16,8Z1,8,21ALL113563_MM,,UR271205204,1,0009,30,65,9,SW8014ZS.2,SW8014ZS.2  B6T7T943ZS/WYX7011,SW8014ZS.2  B6T7T943ZS/WYX7011,,22WNBPEYG8Z1,4.0000,1.0,,,,,,,,,,,,,,,,,,,SW8014ZS.2,55,,,,,,,,,,,,,,,,,,,,,9,-55.92769000,-13.23565000,
BRTR BL21,22WNBPEYG8Z1BL21,Licenciamento,BL21,8Z1,8,21ALL113563_MM,,UR271205930,1,0009,30,65,9,SW8014ZS.2,SW8014ZS.2  B6T7T943ZS/WYX7011,SW8014ZS.2  B6T7T943ZS/WYX7011,,22WNBPEYG8Z1,3.0000,1.0,,,,,,,,,,,,,,,,1.0000,,,SW8014ZS.2,,,,,,,,,,,,,,,,,,,,,,9,-57.99279000,-13.17798000,
BRTR BL32,22WNBPEYG8Z1BL32,Licenciamento,BL32,8Z1,8,21ALL113563_MM,,UR271205468,1,0009,30,65,9,SW8014ZS.2,SW8014ZS.2  B6T7T943ZS/WYX7011,SW8014ZS.2  B6T7T943ZS/WYX7011,,22WNBPEYG8Z1,1.0000,1.0,,,,,2,,,,,,,,,,,,,,SW8014ZS.2,52,,,,,,,,,,,,,,,,,,,,,9,-55.40972000,-15.87111000,
