"nota","genotipo"
2.5,"ZTU7026ZL.2/ZTU7013ZL.0/PEYFA119"
3,"ZTU7026ZL.2/ZTU7013ZL.0/PEYFB379"
2,"ZTU7026ZL.2/ZTU7013ZL.0/PEYFC229"
3,"ZTU7026ZL.2/ZTU7013ZL.0/PEYXB198"
3,"ZTU7026ZL.2/ZTU7013ZL.0/PEYXE076"
3,"ZTU7026ZL.2/ZTU7013ZL.0/PEYYC439"
3,"ZTU7026ZL.2/ZTU7013ZL.0/UBFXC736"
2.5,"ZTU7026ZL.2/ZTU7013ZL.0/UBYXD730"
2,"ZTU7026ZL.2/ZTU7013ZL.0/UBYXE319"
2,"ZTU7026ZL.2/ZTU7013ZL.0/UBYXE329"
4,"ZTU7026ZL.2/ZTU7013ZL.0/UBYXE419"
3,"ZTU7026ZL.2/ZTU7013ZL.0/UBYYD677"
2.5,"ZTU7026ZL.2/ZTU7013ZL.0/UBYYD760"
2.5,"ZTU7026ZL.2/ZTU7013ZL.0/UBYYE190"
2,"ZTU7026ZL.2/ZTU7013ZL.0/UBYYE349"
2.5,"ZTU7026ZL.2/ZTU7013ZL.0/UBYYE359"
2,"ZTU7026ZL.2/ZTU7013ZL.0/UBYYF340"
2.5,"ZTU7026ZL.2/ZTU7013ZL.0/UBYYF511"
2,"ZTU7026ZL.2/ZTU7013ZL.0/WFY9334"
3,"ZTU7026ZL.2/ZTU7013ZL.0/WYF5521"
3,"ZTU7026ZL.2/ZTU7026ZL.0/1ZDB84"
2,"ZTU7026ZL.2/ZTU7026ZL.0/WYXC512"
2,"ZTU7026ZL.2/ZTU7026ZL1/1ZDB84"
4,"ZTU7026ZL.2/ZTU7026ZL1/WYXC512"
2,"ZTU7123/1ZDB84"
2.5,"ZTU7123ZL.0/1ZDB84"
2.5,"ZTU7123ZL.1/1ZDB84"
2,"ZTU7123ZL.2/1ZDB84"
4,"ZYF6430/PEXXE236"
2.5,"ZYF6430/UBTTD400"
6.5,"ZYFG365/B7T1C128ZS.1"
2.5,"ZYFG365/PETTF126ZL.2"
6,"ZYFG365/UBTTD400"
8,"ZYFG365/WTP6741ZL.2"
3,"ZYFG385/2ZRB29ZS.0"
2,"ZYY6439/8DTB18"
3.5,"ZYYE265/UBTTD400"
2.5,"ZYYE265/ZTU7026ZL.2"
