#,PSS:EXT:LOC:LOCNM,PSS:EXT:EXTID,PSS:EXT:LOC:LOCCD,PSS:EXT:EXTNO,PSS:EEXT:MAT:MATID,PSS:PLOT:BARCD,PSS:BARCD,PSS:REPNO,PSS:PLTID,PSS:STRNG,PSS:STROW,PSS:MSEQNO,PSS:EEXT:MAT:ABBRC,PSS:EEXT:MAT:HGHNM,PSS:EEXT:MAT:VH:VHNM,PSS:EEXT:MAT:GHTV,PSS:EXT:EXP:EXTID,PSS:DLLFR,PSS:SCLBR,PSS:GRLSR,PSS:SRSTR,PSS:ANLBR,PSS:CRSTR,PSS:HELMR,PSS:LFSPR,PSS:STRIP,PSS:STRSR,PSS:EARTR,PSS:HEL1R,PSS:HEL2R,PSS:HEL3R,PSS:FEARN,PSS:FLISP,PSS:VIRUR,PSS:COSTR,PSS:PRMDN,PSS:PRMDP,PSS:EEXT:MAT:VH:VHNO,PSS:STD_N,PSS:BRRNN,PSS:YGSMN,PSS:YGMRN,PSS:rGWTPN,PSS:TWHMN,PSS:BRRNP,PSS:GWTPN,PSS:GMSTP,PSS:YGHMN,PSS:rGMSTP,PSS:TWSMN,PSS:PLTQR,PSS:tGWTPN,PSS:tGMSTP,PSS:ERHTN,PSS:PLHTN,PSS:SLK5N,PSS:POL5D,PSS:SLK5D,PSS:POL5N,PSS:EXT:LOC:GEODV,PSS:EXT:LOC:LONG,PSS:EXT:LOC:LAT,PSS:EXT:EXP:REMRK,PSS:VSCIN
,BRTR BL16,22WNBPEYG6I1BL16,BL16,6I1,21ALL112YEP_MM,,UR271346055,3,3016,4,1,21,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,,,,SX6665ZS.0,68,,8879.96,5.69,31.85,,,31.85,15.60,90.48,15.60,,1,,,,,,,,,9,-55.92769000,-13.23565000,,
,BRTR BL18,22WNBPEYG6I1BL18,BL18,6I1,21ALL112YEP_MM,,UR271366976,3,3016,12,65,109,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6I1,,,,,,,,,,,,,,,,,,,,,SX6665ZS.0,,,,,35.96,,,35.96,17.75,,17.75,,1,,,,,,,,,9,-58.51884000,-13.59584000,,
,BRTR BL20,22WNBPEYG6I1BL20,BL20,6I1,21ALL112YEM_MM,,UR271353832,3,3016,4,1,21,FORMULAWT.0,FORMULAVIP2,FORMULAVIP2,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,FORMULAWT.0,53,,,,26.19,,,,,,20.05,,9,,,,,,,,,9,-59.27241000,-13.73068000,,
,BRTR BL21,22WNBPEYG6I1BL21,BL21,6I1,21ALL112YEM_MM,,UR271346673,3,3016,4,1,21,FORMULAWT.0,FORMULAVIP2,FORMULAVIP2,,22WNBPEYG6I1,2.0000,4.0,,,,,,,,,,,,,,,,3.0000,,,FORMULAWT.0,61,,6811.29,3.79,25.13,,,25.13,17.95,71.39,17.95,,5,,,,,,,,,9,-57.99279000,-13.17798000,,
,BRTR BL25,22WNBPEYG6I1BL25,BL25,6I1,21ALL112YG2_MM,,UR271372278,3,3016,11,8,100,SYC7441ZL.0,SYC7441ZL.0,SYC7441ZL.0,,22WNBPEYG6I1,4.0000,,,,,,,,,,,,,,,,,,,,SYC7441ZL.0,59,,8039.43,4.19,30.12,,,30.12,19.20,85.57,19.20,,1,,,,,,,,,9,-58.08683000,-12.80349000,,
,BRTR BL28,22WNBPEYG6I1BL28,BL28,6I1,21ALL112XXS_MM,,UR271366175,3,3016,11,40,100,P3707VYH,P3707VYH,P3707VYH,,22WNBPEYG6I1,2.0000,2.0,,,,,,1,,,,,,,,,,,,,P3707VYH PI,45,,8690.49,4.15,33.28,,,33.28,20.95,94.55,20.95,,1,,,,,,,,,9,-55.17203000,-15.33561000,,
,BRTR BL32,22WNBPEYG6I1BL32,BL32,6I1,21ALL112YFQ_MM,,UR271344816,3,3016,17,16,162,SY6222ZS.1,SY6222ZS.1,SY6222ZS.1,,22WNBPEYG6I1,1.0000,1.0,,,,,2,,,,,,,,,,,,,,SY6222ZS.1,59,,,,,,,,,,,,,,,,,,,,,9,-55.40972000,-15.87111000,,
,BRTR BL39,22WNBPEYG6I1BL39,BL39,6I1,21ALL112XXU_MM,,UR271347602,3,3016,11,8,127,P3845VYHR,P3845VYHR,P3845VYHR,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,P3845VYHR,67,,7974.55,6.21,27.70,,,27.70,12.85,78.69,12.85,,1,,,,,,,,,9,-52.17083000,-13.60493000,,
,BRTR BL40,22WNBPEYG6I1BL40,BL40,6I1,21ALL112XXK_MM,,UR271354059,3,3016,4,1,21,MG580PWU,MG580PWU,MG580PWU,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,1.0000,,,MG580PWU,64,,8262.54,4.47,30.69,,,30.69,18.50,87.19,18.50,,1,,,,,,,,,9,-51.75430000,-12.42000000,,
,BRTR BL48,22WNBPEYG6I1BL48,BL48,6I1,21ALL112YEY_MM,,UR271375738,3,3016,12,65,109,SX7005ZS.0,NK505VIP3,NK505VIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SX7005ZS.0,70,,3827.63,2.63,13.56,,,13.56,14.55,38.52,14.55,,1,,,,,,,,,9,-52.21480000,-12.64750000,,
,BRTR BL01,22WNBPEYG6I1BL01,BL01,6I1,21ALL112YEP_MM,,UR271356714,3,3017,12,105,110,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6I1,,,,,,,,,,,,,,,,,,,,,SX6665ZS.0,,,,,37.73,,,37.73,14.10,,14.10,,1,,,,,,,,,9,-55.50362000,-11.69889000,,
,BRTR BL06,22WNBPEYG6I1BL06,BL06,6I1,21ALL112YEM_MM,,UR271352599,3,3017,4,9,22,FORMULAWT.0,FORMULAVIP2,FORMULAVIP2,,22WNBPEYG6I1,1.0000,3.0,,,,,,,,,,,,,,,,,,,FORMULAWT.0,,,10065.17,5.33,37.57,,,37.57,18.90,106.73,18.90,,5,,,,,,,,,9,-55.84350000,-12.81547000,,
,BRTR BL10,22WNBPEYG6I1BL10,BL10,6I1,21ALL112YGH_MM,,UR271344650,3,3017,14,65,128,SZF6101ZL.0,SZF6101ZL.0,SZF6101ZL.0,,22WNBPEYG6I1,,4.0,,,,,,,,,,,,,,,,,,,SZF6101ZL.0,68,,8140.68,5.10,29.32,,,29.32,15.95,83.30,15.95,,1,,,,,,,,,9,-55.94174000,-12.98987000,,
,BRTR BL12,22WNBPEYG6I1BL12,BL12,6I1,21ALL112YFG_MM,,UR271374325,3,3017,17,8,187,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNBPEYG6I1,1.0000,2.0,,,,,,1,,,,,,,,,,,,,SXD218ZS.0,67,,,,27.38,,,,,,16.65,,9,,,,,,,,,9,-56.14570000,-13.31910000,,
,BRTR BL15,22WNBPEYG6I1BL15,BL15,6I1,21ALL112YFX_MM,,UR271366339,3,3017,12,73,110,SYC7161ZL.0,SYC7161ZL.0,SYC7161ZL.0,,22WNBPEYG6I1,3.0000,2.0,,,,,,,,,,,,,,,,1.0000,,,SYC7161ZL.0,67,,12764.89,6.83,47.53,,,47.53,18.70,135.03,18.70,,1,,,,,,,,,9,-56.19940000,-12.85330000,,
,BRTR BL16,22WNBPEYG6I1BL16,BL16,6I1,21ALL112XXK_MM,,UR271346054,3,3017,4,9,22,MG580PWU,MG580PWU,MG580PWU,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,,,,MG580PWU,60,,8623.56,5.18,31.32,,,31.32,16.65,88.98,16.65,,1,,,,,,,,,9,-55.92769000,-13.23565000,,
,BRTR BL18,22WNBPEYG6I1BL18,BL18,6I1,21ALL112YEK_MM,,UR271366975,3,3017,12,73,110,SZE5130,NK508,NK508,,22WNBPEYG6I1,5.0000,,,,,,,,,,,,,,,,,,,,SZE5130,68,,12000.92,6.08,45.27,,,45.27,19.75,128.61,19.75,,1,,,,,,,,,9,-58.51884000,-13.59584000,,
,BRTR BL20,22WNBPEYG6I1BL20,BL20,6I1,21ALL112YFL_MM,,UR271353831,3,3017,4,9,22,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNBPEYG6I1,1.0000,,,,,,,,,,,,,,,,,,,,SXD3239ZL.0,61,,,,38.55,,,,,,22.20,,1,,,,,,,,,9,-59.27241000,-13.73068000,,
,BRTR BL21,22WNBPEYG6I1BL21,BL21,6I1,21ALL112XX6_MM,,UR271346672,3,3017,4,9,22,DKB255PRO3,DKB255PRO3,DKB255PRO3,,22WNBPEYG6I1,4.0000,1.0,,,,,,,,,,,,,,,,1.0000,,,DKB255PRO3,60,,9429.07,4.82,35.48,,,35.48,19.55,100.80,19.55,,1,,,,,,,,,9,-57.99279000,-13.17798000,,
,BRTR BL25,22WNBPEYG6I1BL25,BL25,6I1,21ALL112YFW_MM,,UR271372277,3,3017,12,1,101,SYC7161WT.0,SYC7161WT.0,SYC7161WT.0,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,,,,SYC7161WT.0,64,,8975.57,4.29,34.35,,,34.35,20.90,97.59,20.90,,1,,,,,,,,,9,-58.08683000,-12.80349000,,
,BRTR BL28,22WNBPEYG6I1BL28,BL28,6I1,21ALL112XWN_MM,,UR271366174,3,3017,12,33,101,P3898,P3898,P3898,,22WNBPEYG6I1,,2.0,,,,,2,1,,,,,,,,,,,,,P3898,47,,8730.35,4.30,33.16,,,33.16,20.30,94.20,20.30,,1,,,,,,,,,9,-55.17203000,-15.33561000,,
,BRTR BL32,22WNBPEYG6I1BL32,BL32,6I1,21ALL112YGA_MM,,UR271344815,3,3017,17,8,163,SZD5211ZL.0,SZD5211ZL.0,SZD5211ZL.0,,22WNBPEYG6I1,1.0000,2.0,,,,,2,,,,,,,,,,,,,,SZD5211ZL.0,64,,,,,,,,,,,,,,,,,,,,,9,-55.40972000,-15.87111000,,
,BRTR BL39,22WNBPEYG6I1BL39,BL39,6I1,21ALL112YFC_MM,,UR271347601,3,3017,12,1,128,SXC2320VIP3,NK503VIP3,NK503VIP3,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,,,,SXC2320ZS.0,64,,7080.55,4.92,25.04,,,25.04,14.40,71.14,14.40,,1,,,,,,,,,9,-52.17083000,-13.60493000,,
,BRTR BL40,22WNBPEYG6I1BL40,BL40,6I1,21ALL112YFA_MM,,UR271354058,3,3017,4,9,22,SXC2251TG.0,SXC2251TG.0,SXC2251TG.0,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,1.0000,,,SXC2251TG.0,64,,7551.88,3.75,28.63,,,28.63,20.15,81.34,20.15,,1,,,,,,,,,9,-51.75430000,-12.42000000,,
,BRTR BL48,22WNBPEYG6I1BL48,BL48,6I1,21ALL112XWN_MM,,UR271375737,3,3017,12,73,110,P3898,P3898,P3898,,22WNBPEYG6I1,7.0000,,,,,,,,,,,,,,,,,,,,P3898,58,,4230.78,4.52,14.13,,,14.13,9.36,40.14,9.36,,5,,,,,,,,,9,-52.21480000,-12.64750000,,
,BRTR BL01,22WNBPEYG6I1BL01,BL01,6I1,21ALL112YG2_MM,,UR271356713,3,3018,13,112,111,SYC7441ZL.0,SYC7441ZL.0,SYC7441ZL.0,,22WNBPEYG6I1,,5.0,,,,,,,,,,,,,,,,,,,SYC7441ZL.0,60,,10344.77,6.67,37.06,,,37.06,15.50,105.28,15.50,,1,,,,,,,,,9,-55.50362000,-11.69889000,,
,BRTR BL06,22WNBPEYG6I1BL06,BL06,6I1,21ALL112YG7_MM,,UR271352598,3,3018,4,17,23,SZ6995ZS.0,NS45VIP3,NS45VIP3,,22WNBPEYG6I1,1.0000,2.0,,,,,,,,,,,,,,,,,,,SZ6995ZS.0,,,11575.05,5.79,43.80,,,43.80,20.00,124.43,20.00,,1,,,,,,,,,9,-55.84350000,-12.81547000,,
,BRTR BL10,22WNBPEYG6I1BL10,BL10,6I1,21ALL112YFT_MM,,UR271344649,3,3018,14,73,129,SYB7361ZL.0,SYB7361ZL.0,SYB7361ZL.0,,22WNBPEYG6I1,,6.0,,,,,,,,,,,,,,,,,,,SYB7361ZL.0,73,,9952.49,7.63,34.65,,,34.65,13.05,98.44,13.05,,1,,,,,,,,,9,-55.94174000,-12.98987000,,
,BRTR BL12,22WNBPEYG6I1BL12,BL12,6I1,21ALL112XWW_MM,,UR271374324,3,3018,18,1,188,AS1822PRO3,AS1822PRO3,AS1822PRO3,,22WNBPEYG6I1,1.0000,2.0,,,,,,1,,,,,,,,,,,,,AS1822PRO3,58,,9401.25,5.91,33.84,,,33.84,15.90,96.14,15.90,,1,,,,,,,,,9,-56.14570000,-13.31910000,,
,BRTR BL15,22WNBPEYG6I1BL15,BL15,6I1,21ALL112XWV_MM,,UR271366338,3,3018,13,80,111,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNBPEYG6I1,3.0000,3.0,,,,,,,,,,,,,,,,1.0000,,,AS1820PRO3,67,,11737.62,7.05,42.63,,,42.63,16.65,121.11,16.65,,1,,,,,,,,,9,-56.19940000,-12.85330000,,
,BRTR BL16,22WNBPEYG6I1BL16,BL16,6I1,21ALL112YFL_MM,,UR271346053,3,3018,4,17,23,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SXD3239ZL.0,60,,9863.62,5.75,36.04,,,36.04,17.15,102.39,17.15,,1,,,,,,,,,9,-55.92769000,-13.23565000,,
,BRTR BL18,22WNBPEYG6I1BL18,BL18,6I1,21ALL112YEP_MM,,UR271366974,3,3018,13,80,111,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6I1,,,,,,,,,,,,,,,,,,,,,SX6665ZS.0,,,,,41.12,,,41.12,18.30,,18.30,,1,,,,,,,,,9,-58.51884000,-13.59584000,,
,BRTR BL20,22WNBPEYG6I1BL20,BL20,6I1,21ALL112YEQ_MM,,UR271353830,3,3018,4,17,23,NS50PRO2,NS50PRO2,NS50PRO2,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,NS50PRO2,72,,,,29.64,,,,,,17.10,,5,,,,,,,,,9,-59.27241000,-13.73068000,,
,BRTR BL21,22WNBPEYG6I1BL21,BL21,6I1,21ALL112YEP_MM,,UR271346671,3,3018,4,17,23,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6I1,3.0000,1.0,,,,,,,,,,,,,,,,2.0000,,,SX6665ZS.0,65,,7619.93,3.69,29.07,,,29.07,20.65,82.59,20.65,,1,,,,,,,,,9,-57.99279000,-13.17798000,,
,BRTR BL25,22WNBPEYG6I1BL25,BL25,6I1,21ALL112YEV_MM,,UR271372276,3,3018,12,9,102,SW8015ZL.0,NS88VIP3,NS88VIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SW8015ZL.0,70,,9567.98,4.53,36.71,,,36.71,21.10,104.29,21.10,,1,,,,,,,,,9,-58.08683000,-12.80349000,,
,BRTR BL28,22WNBPEYG6I1BL28,BL28,6I1,21ALL112YG1_MM,,UR271366173,3,3018,12,41,102,SYC7351ZL.0,SYC7351ZL.0,SYC7351ZL.0,,22WNBPEYG6I1,,2.0,,,,,,2,,,,,,,,,,3.0000,,,SYC7351ZL.0,54,,8096.12,4.19,30.37,,,30.37,19.30,86.28,19.30,,1,,,,,,,,,9,-55.17203000,-15.33561000,,
,BRTR BL32,22WNBPEYG6I1BL32,BL32,6I1,21ALL112YFU_MM,,UR271344814,3,3018,18,1,164,SYB7381ZL.0,SYB7381ZL.0,SYB7381ZL.0,,22WNBPEYG6I1,1.0000,2.0,,,,,2,,,,,,,,,,,,,,SYB7381ZL.0,63,,,,,,,,,,,,,,,,,,,,,9,-55.40972000,-15.87111000,,
,BRTR BL39,22WNBPEYG6I1BL39,BL39,6I1,21ALL112YG4_MM,,UR271347600,3,3018,12,9,129,SYC7510ZS.0,NK506VIP3,NK506VIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SYC7510ZS.0,68,,5294.81,3.92,18.53,,,18.53,13.50,52.64,13.50,,1,,,,,,,,,9,-52.17083000,-13.60493000,,
,BRTR BL40,22WNBPEYG6I1BL40,BL40,6I1,21ALL112YEM_MM,,UR271354057,3,3018,4,17,23,FORMULAWT.0,FORMULAVIP2,FORMULAVIP2,,22WNBPEYG6I1,5.0000,,,,,,,,,,,,,,,,,1.0000,,,FORMULAWT.0,59,,,,,,,,,,,,9,,,,,,,,,9,-51.75430000,-12.42000000,,
,BRTR BL48,22WNBPEYG6I1BL48,BL48,6I1,21ALL112YGH_MM,,UR271375736,3,3018,13,80,111,SZF6101ZL.0,SZF6101ZL.0,SZF6101ZL.0,,22WNBPEYG6I1,4.0000,,,,,,,,,,,,,,,,,,,,SZF6101ZL.0,69,,4258.85,2.58,15.44,,,15.44,16.50,43.86,16.50,,5,,,,,,,,,9,-52.21480000,-12.64750000,,
,BRTR BL01,22WNBPEYG6I1BL01,BL01,6I1,21ALL112YG1_MM,,UR271356712,3,3019,13,104,112,SYC7351ZL.0,SYC7351ZL.0,SYC7351ZL.0,,22WNBPEYG6I1,,4.0,,,,,,,,,,,,,,,,,,,SYC7351ZL.0,65,,10928.85,7.14,39.06,,,39.06,15.30,110.97,15.30,,1,,,,,,,,,9,-55.50362000,-11.69889000,,
,BRTR BL06,22WNBPEYG6I1BL06,BL06,6I1,21ALL112YEQ_MM,,UR271352597,3,3019,4,25,24,NS50PRO2,NS50PRO2,NS50PRO2,,22WNBPEYG6I1,1.0000,2.0,,,,,2,,,,,,,,,,,,,,NS50PRO2,,,11280.81,5.61,42.74,,,42.74,20.10,121.42,20.10,,1,,,,,,,,,9,-55.84350000,-12.81547000,,
,BRTR BL10,22WNBPEYG6I1BL10,BL10,6I1,21ALL112YF3_MM,,UR271344648,3,3019,14,81,130,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6I1,,3.0,,,,,,,,,,,,,,,,,,,SX8394ZS.0,72,,8980.55,5.93,32.04,,,32.04,15.15,91.02,15.15,,1,,,,,,,,,9,-55.94174000,-12.98987000,,
,BRTR BL12,22WNBPEYG6I1BL12,BL12,6I1,21ALL112YG5_MM,,UR271374323,3,3019,18,9,189,SYE9059ZS.0,NK525VIP3,NK525VIP3,,22WNBPEYG6I1,1.0000,1.0,,,,,,1,,,,,,,,,,,,,SYE9059ZS.0,66,,8528.93,5.26,30.81,,,30.81,16.20,87.53,16.20,,1,,,,,,,,,9,-56.14570000,-13.31910000,,
,BRTR BL15,22WNBPEYG6I1BL15,BL15,6I1,21ALL112YG9_MM,,UR271366337,3,3019,13,72,112,SZD5031ZL.0,SZD5031ZL.0,SZD5031ZL.0,,22WNBPEYG6I1,4.0000,4.0,,,,,,,,,,,,,,,,1.0000,,,SZD5031ZL.0,68,,12028.06,6.72,44.35,,,44.35,17.90,125.99,17.90,,1,,,,,,,,,9,-56.19940000,-12.85330000,,
,BRTR BL16,22WNBPEYG6I1BL16,BL16,6I1,21ALL112YEQ_MM,,UR271346052,3,3019,4,25,24,NS50PRO2,NS50PRO2,NS50PRO2,,22WNBPEYG6I1,4.0000,,,,,,,,,,,,,,,,,,,,NS50PRO2,67,,9535.53,5.78,34.57,,,34.57,16.50,98.21,16.50,,1,,,,,,,,,9,-55.92769000,-13.23565000,,
,BRTR BL18,22WNBPEYG6I1BL18,BL18,6I1,21ALL112YFX_MM,,UR271366973,3,3019,13,72,112,SYC7161ZL.0,SYC7161ZL.0,SYC7161ZL.0,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,,,,SYC7161ZL.0,68,,10996.41,5.01,42.65,,,42.65,21.95,121.16,21.95,,1,,,,,,,,,9,-58.51884000,-13.59584000,,
,BRTR BL20,22WNBPEYG6I1BL20,BL20,6I1,21ALL112YFA_MM,,UR271353829,3,3019,4,25,24,SXC2251TG.0,SXC2251TG.0,SXC2251TG.0,,22WNBPEYG6I1,1.0000,,,,,,,,,,,,,,,,,,,,SXC2251TG.0,68,,,,31.51,,,,,,18.90,,1,,,,,,,,,9,-59.27241000,-13.73068000,,
,BRTR BL21,22WNBPEYG6I1BL21,BL21,6I1,21ALL112YFL_MM,,UR271346670,3,3019,4,25,24,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNBPEYG6I1,3.0000,1.0,,,,,,,,,,,,,,,,1.0000,,,SXD3239ZL.0,57,,5804.31,2.85,22.06,,,22.06,20.35,62.67,20.35,,1,,,,,,,,,9,-57.99279000,-13.17798000,,
,BRTR BL25,22WNBPEYG6I1BL25,BL25,6I1,21ALL112YGH_MM,,UR271372275,3,3019,12,17,103,SZF6101ZL.0,SZF6101ZL.0,SZF6101ZL.0,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SZF6101ZL.0,64,,9176.93,4.50,34.90,,,34.90,20.40,99.15,20.40,,1,,,,,,,,,9,-58.08683000,-12.80349000,,
,BRTR BL28,22WNBPEYG6I1BL28,BL28,6I1,21ALL112YEP_MM,,UR271366172,3,3019,12,49,103,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6I1,,2.0,,,,,,4,,,,,,,,,,,,,SX6665ZS.0,55,,,,30.73,,,30.73,19.05,,19.05,,1,,,,,,,,,9,-55.17203000,-15.33561000,,
,BRTR BL32,22WNBPEYG6I1BL32,BL32,6I1,21ALL112YFG_MM,,UR271344813,3,3019,18,9,165,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNBPEYG6I1,1.0000,1.0,,,,,2,,,,,,,,,,,,,,SXD218ZS.0,61,,,,,,,,,,,,,,,,,,,,,9,-55.40972000,-15.87111000,,
,BRTR BL39,22WNBPEYG6I1BL39,BL39,6I1,21ALL112YFW_MM,,UR271347599,3,3019,12,17,130,SYC7161WT.0,SYC7161WT.0,SYC7161WT.0,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,,,,SYC7161WT.0,68,,6146.95,3.47,22.61,,,22.61,17.70,64.23,17.70,,5,,,,,,,,,9,-52.17083000,-13.60493000,,
,BRTR BL40,22WNBPEYG6I1BL40,BL40,6I1,21ALL112XX6_MM,,UR271354056,3,3019,4,25,24,DKB255PRO3,DKB255PRO3,DKB255PRO3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,1.0000,,,DKB255PRO3,66,,8851.23,5.86,31.56,,,31.56,15.10,89.66,15.10,,1,,,,,,,,,9,-51.75430000,-12.42000000,,
,BRTR BL48,22WNBPEYG6I1BL48,BL48,6I1,21ALL112YF8_MM,,UR271375735,3,3019,13,72,112,SXC1641ZL.0,SXC1641ZL.0 WTP6741ZL.2/D8EB94,SXC1641ZL.0 WTP6741ZL.2/D8EB94,,22WNBPEYG6I1,8.0000,,,,,,,,,,,,,,,,,,,,SXC1641ZL.0,72,,3876.02,3.90,13.03,,,13.03,9.95,37.02,9.95,,5,,,,,,,,,9,-52.21480000,-12.64750000,,
,BRTR BL01,22WNBPEYG6I1BL01,BL01,6I1,21ALL112XXU_MM,,UR271356711,3,3020,13,96,113,P3845VYHR,P3845VYHR,P3845VYHR,,22WNBPEYG6I1,,5.0,,,,,,,,,,,,,,,,,,,P3845VYHR,64,,14067.60,9.35,50.13,,,50.13,15.05,142.41,15.05,,1,,,,,,,,,9,-55.50362000,-11.69889000,,
,BRTR BL06,22WNBPEYG6I1BL06,BL06,6I1,21ALL112XXK_MM,,UR271352596,3,3020,4,33,25,MG580PWU,MG580PWU,MG580PWU,,22WNBPEYG6I1,1.0000,2.0,,,,,,,,,,,,,,,,,,,MG580PWU,,,10432.24,4.98,39.95,,,39.95,20.95,113.49,20.95,,1,,,,,,,,,9,-55.84350000,-12.81547000,,
,BRTR BL10,22WNBPEYG6I1BL10,BL10,6I1,21ALL112YFV_MM,,UR271344647,3,3020,14,89,131,SYC7131ZL.0,SYC7131ZL.0,SYC7131ZL.0,,22WNBPEYG6I1,,4.0,,,,,,,,,,,,,,,,,,,SYC7131ZL.0,67,,10202.60,5.37,38.13,,,38.13,19.00,108.32,19.00,,1,,,,,,,,,9,-55.94174000,-12.98987000,,
,BRTR BL12,22WNBPEYG6I1BL12,BL12,6I1,21ALL112YFU_MM,,UR271374322,3,3020,18,17,190,SYB7381ZL.0,SYB7381ZL.0,SYB7381ZL.0,,22WNBPEYG6I1,1.0000,1.0,,,,,,1,,,,,,,,,,,,,SYB7381ZL.0,64,,9099.71,5.52,32.99,,,32.99,16.50,93.72,16.50,,1,,,,,,,,,9,-56.14570000,-13.31910000,,
,BRTR BL15,22WNBPEYG6I1BL15,BL15,6I1,21ALL112YFM_MM,,UR271366336,3,3020,13,64,113,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,2.0000,2.0,,,,,,,,,,,,,,,,1.0000,,,SXD3249ZL.0,77,,,,35.38,,,,,,17.60,,9,,,,,,,,,9,-56.19940000,-12.85330000,,
,BRTR BL16,22WNBPEYG6I1BL16,BL16,6I1,21ALL112XX6_MM,,UR271346051,3,3020,4,33,25,DKB255PRO3,DKB255PRO3,DKB255PRO3,,22WNBPEYG6I1,4.0000,,,,,,,,,,,,,,,,,,,,DKB255PRO3,60,,10095.79,7.11,35.62,,,35.62,14.20,101.19,14.20,,1,,,,,,,,,9,-55.92769000,-13.23565000,,
,BRTR BL18,22WNBPEYG6I1BL18,BL18,6I1,21ALL112YF3_MM,,UR271366972,3,3020,13,64,113,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SX8394ZS.0,68,,10437.96,4.74,40.51,,,40.51,22.00,115.09,22.00,,1,,,,,,,,,9,-58.51884000,-13.59584000,,
,BRTR BL20,22WNBPEYG6I1BL20,BL20,6I1,21ALL112XX6_MM,,UR271353828,3,3020,4,33,25,DKB255PRO3,DKB255PRO3,DKB255PRO3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,DKB255PRO3,66,,,,41.53,,,,,,17.80,,1,,,,,,,,,9,-59.27241000,-13.73068000,,
,BRTR BL21,22WNBPEYG6I1BL21,BL21,6I1,21ALL112YG7_MM,,UR271346669,3,3020,4,33,25,SZ6995ZS.0,NS45VIP3,NS45VIP3,,22WNBPEYG6I1,4.0000,1.0,,,,,,,,,,,,,,,,2.0000,,,SZ6995ZS.0,63,,8985.34,4.09,34.85,,,34.85,21.95,99.01,21.95,,1,,,,,,,,,9,-57.99279000,-13.17798000,,
,BRTR BL25,22WNBPEYG6I1BL25,BL25,6I1,21ALL112YEK_MM,,UR271372274,3,3020,12,25,104,SZE5130,NK508,NK508,,22WNBPEYG6I1,5.0000,,,,,,,,,,,,,,,,,,,,SZE5130,68,,9315.70,4.86,34.88,,,34.88,19.15,99.09,19.15,,1,,,,,,,,,9,-58.08683000,-12.80349000,,
,BRTR BL28,22WNBPEYG6I1BL28,BL28,6I1,21ALL112YFT_MM,,UR271366171,3,3020,12,57,104,SYB7361ZL.0,SYB7361ZL.0,SYB7361ZL.0,,22WNBPEYG6I1,,3.0,,,,,,2,,,,,,,,,,3.0000,,,SYB7361ZL.0,56,,,,26.37,,,,,,18.85,,9,,,,,,,,,9,-55.17203000,-15.33561000,,
,BRTR BL32,22WNBPEYG6I1BL32,BL32,6I1,21ALL112YFE_MM,,UR271344812,3,3020,18,17,166,SXC997ZS.0,NS65VIP3,NS65VIP3,,22WNBPEYG6I1,1.0000,1.0,,,,,3,,,,,,,,,,,,,,SXC997ZS.0,61,,,,,,,,,,,,,,,,,,,,,9,-55.40972000,-15.87111000,,
