#,PSS:EXT:LOC:LOCNM,PSS:EXT:EXTID,PSS:EXT:LOC:LOCCD,PSS:EXT:EXTNO,PSS:EEXT:MAT:MATID,PSS:PLOT:BARCD,PSS:BARCD,PSS:REPNO,PSS:PLTID,PSS:STRNG,PSS:STROW,PSS:MSEQNO,PSS:EEXT:MAT:ABBRC,PSS:EEXT:MAT:HGHNM,PSS:EEXT:MAT:VH:VHNM,PSS:EEXT:MAT:GHTV,PSS:EXT:EXP:EXTID,PSS:DLLFR,PSS:SCLBR,PSS:GRLSR,PSS:SRSTR,PSS:ANLBR,PSS:CRSTR,PSS:HELMR,PSS:LFSPR,PSS:STRIP,PSS:STRSR,PSS:EARTR,PSS:HEL1R,PSS:HEL2R,PSS:HEL3R,PSS:FEARN,PSS:FLISP,PSS:VIRUR,PSS:COSTR,PSS:PRMDN,PSS:PRMDP,PSS:EEXT:MAT:VH:VHNO,PSS:STD_N,PSS:BRRNN,PSS:YGSMN,PSS:YGMRN,PSS:rGWTPN,PSS:TWHMN,PSS:BRRNP,PSS:GWTPN,PSS:GMSTP,PSS:YGHMN,PSS:rGMSTP,PSS:TWSMN,PSS:PLTQR,PSS:tGWTPN,PSS:tGMSTP,PSS:ERHTN,PSS:PLHTN,PSS:SLK5N,PSS:POL5D,PSS:SLK5D,PSS:POL5N,PSS:EXT:LOC:GEODV,PSS:EXT:LOC:LONG,PSS:EXT:LOC:LAT,PSS:EXT:EXP:REMRK,PSS:VSCIN
,BRTR BL39,22WNBPEYG6I1BL39,BL39,6I1,21ALL112YEY_MM,,UR271347698,1,1030,6,57,75,SX7005ZS.0,NK505VIP3,NK505VIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SX7005ZS.0,64,15,6238.53,5.80,21.16,,24,21.16,10.75,60.11,10.75,,1,,,138,272,,,,,9,-52.17083000,-13.60493000,,
,BRTR BL40,22WNBPEYG6I1BL40,BL40,6I1,21ALL112YEY_MM,,UR271354155,1,1030,6,57,48,SX7005ZS.0,NK505VIP3,NK505VIP3,,22WNBPEYG6I1,1.0000,,,,,,,,,,,,,,,,,1.0000,,,SX7005ZS.0,67,,8194.62,3.21,33.32,,,33.32,25.55,94.66,25.55,,1,,,,,,,,,9,-51.75430000,-12.42000000,,
,BRTR BL48,22WNBPEYG6I1BL48,BL48,6I1,21ALL112YEY_MM,,UR271375834,1,1030,6,57,48,SX7005ZS.0,NK505VIP3,NK505VIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SX7005ZS.0,70,,4579.36,3.28,16.11,,,16.11,13.95,45.77,13.95,,1,,,,,,,,,9,-52.21480000,-12.64750000,,
,BRTR BL01,22WNBPEYG6I1BL01,BL01,6I1,21ALL112YF2_MM,,UR271356810,1,1031,6,97,49,SX7331ZS.2,SUPREMOVIP3,SUPREMOVIP3,,22WNBPEYG6I1,,2.0,,,,,,,,,,,,,,,,,,,SX7331ZS.2,72,7,11283.06,6.82,40.93,,10,40.93,16.55,116.28,16.55,,1,,,,,,,,,9,-55.50362000,-11.69889000,,
,BRTR BL06,22WNBPEYG6I1BL06,BL06,6I1,21ALL112YF2_MM,,UR271352695,1,1031,6,65,49,SX7331ZS.2,SUPREMOVIP3,SUPREMOVIP3,,22WNBPEYG6I1,,2.0,,,,,,,,,,,,,,,,,,,SX7331ZS.2,,8,11926.96,5.19,46.89,,,46.89,23.00,133.21,23.00,,1,,,,,,,,,9,-55.84350000,-12.81547000,,
,BRTR BL10,22WNBPEYG6I1BL10,BL10,6I1,21ALL112YF2_MM,,UR271344746,1,1031,8,33,76,SX7331ZS.2,SUPREMOVIP3,SUPREMOVIP3,,22WNBPEYG6I1,,3.0,,,,,,,,,,,,,,,,,,,SX7331ZS.2,70,,8964.70,5.42,32.52,,,32.52,16.55,92.39,16.55,,1,,,,,57,3/21/2022,3/22/2022,56,9,-55.94174000,-12.98987000,,
,BRTR BL12,22WNBPEYG6I1BL12,BL12,6I1,21ALL112YF2_MM,,UR271374421,1,1031,6,65,76,SX7331ZS.2,SUPREMOVIP3,SUPREMOVIP3,,22WNBPEYG6I1,1.0000,1.0,,,,,,1,,,,,,,,,,,,,SX7331ZS.2,70,,7614.94,4.51,27.74,,,27.74,16.90,78.81,16.90,,1,,,135,245,,,,,9,-56.14570000,-13.31910000,,
,BRTR BL15,22WNBPEYG6I1BL15,BL15,6I1,21ALL112YF2_MM,,UR271366435,1,1031,6,65,49,SX7331ZS.2,SUPREMOVIP3,SUPREMOVIP3,,22WNBPEYG6I1,2.0000,2.0,,,,,,,,,,,,,,,,1.0000,2,2.7,SX7331ZS.2,75,10,10703.70,5.85,39.66,,14,39.66,18.30,112.67,18.30,,1,,,,,,,,,9,-56.19940000,-12.85330000,,
,BRTR BL16,22WNBPEYG6I1BL16,BL16,6I1,21ALL112YF2_MM,,UR271346150,1,1031,6,65,49,SX7331ZS.2,SUPREMOVIP3,SUPREMOVIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SX7331ZS.2,68,,10942.65,5.93,40.62,,,40.62,18.45,115.40,18.45,,1,,,,,,,,,9,-55.92769000,-13.23565000,,
,BRTR BL18,22WNBPEYG6I1BL18,BL18,6I1,21ALL112YF2_MM,,UR271367071,1,1031,6,65,49,SX7331ZS.2,SUPREMOVIP3,SUPREMOVIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SX7331ZS.2,73,,8964.54,4.17,34.57,,,34.57,21.50,98.21,21.50,,1,,,130,220,,,,,9,-58.51884000,-13.59584000,,
,BRTR BL20,22WNBPEYG6I1BL20,BL20,6I1,21ALL112YF2_MM,,UR271353927,1,1031,6,65,49,SX7331ZS.2,SUPREMOVIP3,SUPREMOVIP3,,22WNBPEYG6I1,1.0000,,,,,,,,,,,,,,,,,,,,SX7331ZS.2,70,5,,,40.45,,,,,,22.35,,1,,,,,,4/17/2022,4/16/2022,,9,-59.27241000,-13.73068000,,
,BRTR BL21,22WNBPEYG6I1BL21,BL21,6I1,21ALL112YF2_MM,,UR271346768,1,1031,6,65,49,SX7331ZS.2,SUPREMOVIP3,SUPREMOVIP3,,22WNBPEYG6I1,3.0000,1.0,,,,,,,,,,,,,,,,1.0000,,,SX7331ZS.2,65,9,6155.40,2.72,24.09,,14,24.09,22.65,68.44,22.65,,1,,,100,220,,,,,9,-57.99279000,-13.17798000,,
,BRTR BL25,22WNBPEYG6I1BL25,BL25,6I1,21ALL112YF2_MM,,UR271372373,1,1031,6,65,49,SX7331ZS.2,SUPREMOVIP3,SUPREMOVIP3,,22WNBPEYG6I1,5.0000,,,,,,,,,,,,,,,,,,,,SX7331ZS.2,73,9,8115.70,3.62,31.68,,13,31.68,22.45,90.00,22.45,,1,,,,,,,,,9,-58.08683000,-12.80349000,,
,BRTR BL28,22WNBPEYG6I1BL28,BL28,6I1,21ALL112YF2_MM,,UR271366270,1,1031,6,97,49,SX7331ZS.2,SUPREMOVIP3,SUPREMOVIP3,,22WNBPEYG6I1,,1.0,,,,,2,2,,,,,,,,,,2.0000,,,SX7331ZS.2,46,17,7403.64,3.53,28.37,,38,28.37,21.00,80.60,21.00,,1,,,,,59,4/8/2022,4/8/2022,59,9,-55.17203000,-15.33561000,,
,BRTR BL32,22WNBPEYG6I1BL32,BL32,6I1,21ALL112YF2_MM,,UR271344911,1,1031,6,65,49,SX7331ZS.2,SUPREMOVIP3,SUPREMOVIP3,,22WNBPEYG6I1,1.0000,1.0,,,,,3,,,,,,,,,,,,,,SX7331ZS.2,59,,,,,,,,,,,,,,,,,,,,,9,-55.40972000,-15.87111000,,
,BRTR BL39,22WNBPEYG6I1BL39,BL39,6I1,21ALL112YF2_MM,,UR271347697,1,1031,6,65,76,SX7331ZS.2,SUPREMOVIP3,SUPREMOVIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SX7331ZS.2,68,18,5380.10,3.82,18.96,,26,18.96,14.10,53.86,14.10,,5,,,120,268,,,,,9,-52.17083000,-13.60493000,,
,BRTR BL40,22WNBPEYG6I1BL40,BL40,6I1,21ALL112YF2_MM,,UR271354154,1,1031,6,65,49,SX7331ZS.2,SUPREMOVIP3,SUPREMOVIP3,,22WNBPEYG6I1,1.0000,,,,,,,,,,,,,,,,,1.0000,,,SX7331ZS.2,66,,7912.19,3.36,31.33,,,31.33,23.55,89.01,23.55,,5,,,,,,,,,9,-51.75430000,-12.42000000,,
,BRTR BL48,22WNBPEYG6I1BL48,BL48,6I1,21ALL112YF2_MM,,UR271375833,1,1031,6,65,49,SX7331ZS.2,SUPREMOVIP3,SUPREMOVIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SX7331ZS.2,70,,3303.11,2.39,11.60,,,11.60,13.80,32.95,13.80,,1,,,,,,,,,9,-52.21480000,-12.64750000,,
,BRTR BL01,22WNBPEYG6I1BL01,BL01,6I1,21ALL112YEK_MM,,UR271356809,1,1032,6,105,50,SZE5130,NK508,NK508,,22WNBPEYG6I1,,6.0,,,,,,,,,,,,,,,,,,,SZE5130,73,14,10506.30,7.37,37.09,,19,37.09,14.25,105.37,14.25,,1,,,,,,,,,9,-55.50362000,-11.69889000,,
,BRTR BL06,22WNBPEYG6I1BL06,BL06,6I1,21ALL112YEK_MM,,UR271352694,1,1032,6,73,50,SZE5130,NK508,NK508,,22WNBPEYG6I1,2.0000,5.0,,,,,,,,,,,,,,,,,,,SZE5130,,11,10185.83,5.24,38.28,,,38.28,19.45,108.75,19.45,,1,,,,,,,,,9,-55.84350000,-12.81547000,,
,BRTR BL10,22WNBPEYG6I1BL10,BL10,6I1,21ALL112YEK_MM,,UR271344745,1,1032,8,41,77,SZE5130,NK508,NK508,,22WNBPEYG6I1,,6.0,,,,,,,,,,,,,,,,,,,SZE5130,69,,9238.43,6.10,32.96,,,32.96,15.15,93.64,15.15,,1,,,,,60,3/23/2022,3/25/2022,58,9,-55.94174000,-12.98987000,,
,BRTR BL12,22WNBPEYG6I1BL12,BL12,6I1,21ALL112YEK_MM,,UR271374420,1,1032,6,73,77,SZE5130,NK508,NK508,,22WNBPEYG6I1,1.0000,1.0,,,,,,1,,,,,,,,,,,,,SZE5130,74,,9758.28,5.88,35.42,,,35.42,16.60,100.63,16.60,,1,,,145,275,,,,,9,-56.14570000,-13.31910000,,
,BRTR BL15,22WNBPEYG6I1BL15,BL15,6I1,21ALL112YEK_MM,,UR271366434,1,1032,6,73,50,SZE5130,NK508,NK508,,22WNBPEYG6I1,5.0000,4.0,,,,,,,,,,,,,,,,1.0000,,,SZE5130,73,7,11537.70,6.61,42.31,,9,42.31,17.45,120.20,17.45,,1,,,,,,,,,9,-56.19940000,-12.85330000,,
,BRTR BL16,22WNBPEYG6I1BL16,BL16,6I1,21ALL112YEK_MM,,UR271346149,1,1032,6,73,50,SZE5130,NK508,NK508,,22WNBPEYG6I1,5.0000,,,,,,,,,,,,,,,,,,,,SZE5130,65,,9089.06,5.38,33.11,,,33.11,16.90,94.06,16.90,,1,,,,,,,,,9,-55.92769000,-13.23565000,,
,BRTR BL18,22WNBPEYG6I1BL18,BL18,6I1,21ALL112YEK_MM,,UR271367070,1,1032,6,73,50,SZE5130,NK508,NK508,,22WNBPEYG6I1,6.0000,,,,,,,,,,,,,,,,,,,,SZE5130,69,,11688.90,6.07,43.82,,,43.82,19.25,124.49,19.25,,1,,,135,250,,,,,9,-58.51884000,-13.59584000,,
,BRTR BL20,22WNBPEYG6I1BL20,BL20,6I1,21ALL112YEK_MM,,UR271353926,1,1032,6,73,50,SZE5130,NK508,NK508,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,,,,SZE5130,60,8,,,37.87,,,,,,19.35,,1,,,,,,4/21/2022,4/21/2022,,9,-59.27241000,-13.73068000,,
,BRTR BL21,22WNBPEYG6I1BL21,BL21,6I1,21ALL112YEK_MM,,UR271346767,1,1032,6,73,50,SZE5130,NK508,NK508,,22WNBPEYG6I1,4.0000,1.0,,,,,,,,,,,,,,,,1.0000,,,SZE5130,59,7,8012.93,3.53,31.38,,12,31.38,22.70,89.15,22.70,,5,,,125,225,,,,,9,-57.99279000,-13.17798000,,
,BRTR BL25,22WNBPEYG6I1BL25,BL25,6I1,21ALL112YEK_MM,,UR271372372,1,1032,6,73,50,SZE5130,NK508,NK508,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SZE5130,70,9,9459.41,4.86,35.55,,13,35.55,19.45,100.99,19.45,,1,,,,,,,,,9,-58.08683000,-12.80349000,,
,BRTR BL28,22WNBPEYG6I1BL28,BL28,6I1,21ALL112YEK_MM,,UR271366269,1,1032,6,105,50,SZE5130,NK508,NK508,,22WNBPEYG6I1,,2.0,,,,,,2,,,,,,,,,,2.0000,,,SZE5130,47,6,7169.08,3.47,27.35,,14,27.35,20.65,77.70,20.65,,1,,,,,63,4/13/2022,4/12/2022,64,9,-55.17203000,-15.33561000,,
,BRTR BL32,22WNBPEYG6I1BL32,BL32,6I1,21ALL112YEK_MM,,UR271344910,1,1032,6,73,50,SZE5130,NK508,NK508,,22WNBPEYG6I1,1.0000,3.0,,,,,2,,,,,,,,,,,,,,SZE5130,68,,,,,,,,,,,,,,,,,,,,,9,-55.40972000,-15.87111000,,
,BRTR BL39,22WNBPEYG6I1BL39,BL39,6I1,21ALL112YEK_MM,,UR271347696,1,1032,6,73,77,SZE5130,NK508,NK508,,22WNBPEYG6I1,5.0000,,,,,,,,,,,,,,,,,,,,SZE5130,70,18,6794.62,4.56,24.17,,26,24.17,14.90,68.66,14.90,,5,,,115,261,,,,,9,-52.17083000,-13.60493000,,
,BRTR BL40,22WNBPEYG6I1BL40,BL40,6I1,21ALL112YEK_MM,,UR271354153,1,1032,6,73,50,SZE5130,NK508,NK508,,22WNBPEYG6I1,4.0000,,,,,,,,,,,,,,,,,1.0000,,,SZE5130,67,,8155.03,3.91,31.19,,,31.19,20.85,88.61,20.85,,5,,,,,,,,,9,-51.75430000,-12.42000000,,
,BRTR BL48,22WNBPEYG6I1BL48,BL48,6I1,21ALL112YEK_MM,,UR271375832,1,1032,6,73,50,SZE5130,NK508,NK508,,22WNBPEYG6I1,4.0000,,,,,,,,,,,,,,,,,,,,SZE5130,59,,4097.63,3.52,14.04,,,14.04,11.65,39.89,11.65,,5,,,,,,,,,9,-52.21480000,-12.64750000,,
,BRTR BL01,22WNBPEYG6I1BL01,BL01,6I1,21ALL112YF3_MM,,UR271356808,1,1033,7,112,51,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6I1,,4.0,,,,,,,,,,,,,,,,,,,SX8394ZS.0,69,10,11345.74,7.30,40.67,,15,40.67,15.55,115.54,15.55,,1,,,,,,,,,9,-55.50362000,-11.69889000,,
,BRTR BL06,22WNBPEYG6I1BL06,BL06,6I1,21ALL112YF3_MM,,UR271352693,1,1033,7,80,51,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6I1,,2.0,,,,,,,,,,,,,,,,,,,SX8394ZS.0,,14,11468.62,5.21,44.51,,,44.51,22.00,126.45,22.00,,1,,,,,,,,,9,-55.84350000,-12.81547000,,
,BRTR BL10,22WNBPEYG6I1BL10,BL10,6I1,21ALL112YF3_MM,,UR271344744,1,1033,8,49,78,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6I1,,3.0,,,,,,,,,,,,,,,,,,,SX8394ZS.0,68,,9790.18,6.16,35.24,,,35.24,15.90,100.11,15.90,,1,,,,,56,3/21/2022,3/21/2022,56,9,-55.94174000,-12.98987000,,
,BRTR BL12,22WNBPEYG6I1BL12,BL12,6I1,21ALL112YF3_MM,,UR271374419,1,1033,7,80,78,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6I1,1.0000,1.0,,,,,,1,,,,,,,,,,,,,SX8394ZS.0,68,,7858.57,5.01,28.22,,,28.22,15.70,80.17,15.70,,1,,,135,260,,,,,9,-56.14570000,-13.31910000,,
,BRTR BL15,22WNBPEYG6I1BL15,BL15,6I1,21ALL112YF3_MM,,UR271366433,1,1033,7,80,51,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6I1,2.0000,2.0,,,,,,,,,,,,,,,,1.0000,,,SX8394ZS.0,68,10,11483.72,6.49,42.24,,15,42.24,17.70,120.00,17.70,,1,,,,,,,,,9,-56.19940000,-12.85330000,,
,BRTR BL16,22WNBPEYG6I1BL16,BL16,6I1,21ALL112YF3_MM,,UR271346148,1,1033,7,80,51,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SX8394ZS.0,67,,10332.66,5.87,37.96,,,37.96,17.60,107.84,17.60,,1,,,,,,,,,9,-55.92769000,-13.23565000,,
,BRTR BL18,22WNBPEYG6I1BL18,BL18,6I1,21ALL112YF3_MM,,UR271367069,1,1033,7,80,51,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6I1,1.0000,,,,,,,,,,,,,,,,,,,,SX8394ZS.0,66,,10340.21,5.11,39.25,,,39.25,20.25,111.51,20.25,,1,,,125,250,,,,,9,-58.51884000,-13.59584000,,
,BRTR BL20,22WNBPEYG6I1BL20,BL20,6I1,21ALL112YF3_MM,,UR271353925,1,1033,7,80,51,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6I1,1.0000,,,,,,,,,,,,,,,,,,,,SX8394ZS.0,67,13,,,36.95,,,,,,21.25,,1,,,,,,4/17/2022,4/16/2022,,9,-59.27241000,-13.73068000,,
,BRTR BL21,22WNBPEYG6I1BL21,BL21,6I1,21ALL112YF3_MM,,UR271346766,1,1033,7,80,51,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6I1,3.0000,1.0,,,,,,,,,,,,,,,,1.0000,,,SX8394ZS.0,66,6,7815.22,3.54,30.37,,9,30.37,22.10,86.28,22.10,,5,,,95,250,,,,,9,-57.99279000,-13.17798000,,
,BRTR BL25,22WNBPEYG6I1BL25,BL25,6I1,21ALL112YF3_MM,,UR271372371,1,1033,7,80,51,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SX8394ZS.0,64,7,8011.39,3.83,30.66,,11,30.66,20.90,87.10,20.90,,1,,,,,,,,,9,-58.08683000,-12.80349000,,
,BRTR BL28,22WNBPEYG6I1BL28,BL28,6I1,21ALL112YF3_MM,,UR271366268,1,1033,7,112,51,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6I1,,2.0,,,,,,2,,,,,,,,,,1.0000,,,SX8394ZS.0,45,11,8154.14,4.14,30.74,,25,30.74,19.70,87.33,19.70,,1,,,,,59,4/8/2022,4/8/2022,59,9,-55.17203000,-15.33561000,,
,BRTR BL32,22WNBPEYG6I1BL32,BL32,6I1,21ALL112YF3_MM,,UR271344909,1,1033,7,80,51,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6I1,1.0000,2.0,,,,,3,,,,,,,,,,,,,,SX8394ZS.0,68,,,,,,,,,,,,,,,,,,,,,9,-55.40972000,-15.87111000,,
,BRTR BL39,22WNBPEYG6I1BL39,BL39,6I1,21ALL112YF3_MM,,UR271347695,1,1033,7,80,78,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SX8394ZS.0,68,19,6277.98,4.53,22.06,,28,22.06,13.85,62.67,13.85,,5,,,120,278,,,,,9,-52.17083000,-13.60493000,,
,BRTR BL40,22WNBPEYG6I1BL40,BL40,6I1,21ALL112YF3_MM,,UR271354152,1,1033,7,80,51,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,1.0000,,,SX8394ZS.0,66,,7214.95,3.38,27.77,,,27.77,21.35,78.89,21.35,,1,,,,,,,,,9,-51.75430000,-12.42000000,,
,BRTR BL48,22WNBPEYG6I1BL48,BL48,6I1,21ALL112YF3_MM,,UR271375831,1,1033,7,80,51,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,,,,SX8394ZS.0,61,,3183.14,2.57,11.00,,,11.00,12.40,31.25,12.40,,5,,,,,,,,,9,-52.21480000,-12.64750000,,
,BRTR BL01,22WNBPEYG6I1BL01,BL01,6I1,21ALL112YFM_MM,,UR271356807,1,1034,7,104,52,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,,2.0,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,77,16,11683.49,7.33,42.08,,21,42.08,15.95,119.55,15.95,,1,,,,,,,,,9,-55.50362000,-11.69889000,,
,BRTR BL06,22WNBPEYG6I1BL06,BL06,6I1,21ALL112YFM_MM,,UR271352692,1,1034,7,72,52,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,,2.0,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,,16,12462.72,5.40,49.06,,,49.06,23.10,139.38,23.10,,1,,,,,,,,,9,-55.84350000,-12.81547000,,
,BRTR BL10,22WNBPEYG6I1BL10,BL10,6I1,21ALL112YFM_MM,,UR271344743,1,1034,8,57,79,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,,2.0,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,67,,9639.54,5.79,35.01,,,35.01,16.65,99.46,16.65,,1,,,,,54,3/17/2022,3/19/2022,52,9,-55.94174000,-12.98987000,,
,BRTR BL12,22WNBPEYG6I1BL12,BL12,6I1,21ALL112YFM_MM,,UR271374418,1,1034,7,72,79,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,1.0000,4.0,,,,,,1,,,,,,,,,,,,,SXD3249ZL.0,70,,8299.75,5.11,30.00,,,30.00,16.25,85.23,16.25,,1,,,120,250,,,,,9,-56.14570000,-13.31910000,,
,BRTR BL15,22WNBPEYG6I1BL15,BL15,6I1,21ALL112YFM_MM,,UR271366432,1,1034,7,72,52,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,2.0000,2.0,,,,,,,,,,,,,,,,1.0000,2,2.7,SXD3249ZL.0,75,10,11100.38,6.27,40.83,,14,40.83,17.70,115.99,17.70,,1,,,,,,,,,9,-56.19940000,-12.85330000,,
,BRTR BL16,22WNBPEYG6I1BL16,BL16,6I1,21ALL112YFM_MM,,UR271346147,1,1034,7,72,52,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,70,,9860.21,5.42,36.49,,,36.49,18.20,103.66,18.20,,5,,,,,,,,,9,-55.92769000,-13.23565000,,
,BRTR BL18,22WNBPEYG6I1BL18,BL18,6I1,21ALL112YFM_MM,,UR271367068,1,1034,7,72,52,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,74,,10638.71,4.96,41.00,,,41.00,21.45,116.48,21.45,,5,,,110,225,,,,,9,-58.51884000,-13.59584000,,
,BRTR BL20,22WNBPEYG6I1BL20,BL20,6I1,21ALL112YFM_MM,,UR271353924,1,1034,7,72,52,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,1.0000,,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,76,10,,,42.75,,,,,,22.05,,1,,,,,,4/17/2022,4/15/2022,,9,-59.27241000,-13.73068000,,
,BRTR BL21,22WNBPEYG6I1BL21,BL21,6I1,21ALL112YFM_MM,,UR271346765,1,1034,7,72,52,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,2.0000,1.0,,,,,,,,,,,,,,,,1.0000,,,SXD3249ZL.0,65,9,6919.39,3.05,27.08,,14,27.08,22.65,76.93,22.65,,1,,,90,200,,,,,9,-57.99279000,-13.17798000,,
,BRTR BL25,22WNBPEYG6I1BL25,BL25,6I1,21ALL112YFM_MM,,UR271372370,1,1034,7,72,52,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,68,10,8782.61,4.08,33.89,,15,33.89,21.55,96.28,21.55,,1,,,,,,,,,9,-58.08683000,-12.80349000,,
,BRTR BL28,22WNBPEYG6I1BL28,BL28,6I1,21ALL112YFM_MM,,UR271366267,1,1034,7,104,52,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,,1.0,,,,,,2,,,,,,,,,,1.0000,,,SXD3249ZL.0,51,20,7913.57,3.92,30.02,,38,30.02,20.20,85.28,20.20,,1,,,,,59,4/8/2022,4/8/2022,59,9,-55.17203000,-15.33561000,,
,BRTR BL32,22WNBPEYG6I1BL32,BL32,6I1,21ALL112YFM_MM,,UR271344908,1,1034,7,72,52,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,1.0000,2.0,,,,,3,,,,,,,,,,,,,,SXD3249ZL.0,63,,,,,,,,,,,,,,,,,,,,,9,-55.40972000,-15.87111000,,
,BRTR BL39,22WNBPEYG6I1BL39,BL39,6I1,21ALL112YFM_MM,,UR271347694,1,1034,7,72,79,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,72,12,5923.53,4.78,20.47,,17,20.47,12.40,58.15,12.40,,1,,,108,273,,,,,9,-52.17083000,-13.60493000,,
,BRTR BL40,22WNBPEYG6I1BL40,BL40,6I1,21ALL112YFM_MM,,UR271354151,1,1034,7,72,52,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,1.0000,,,SXD3249ZL.0,65,,7606.86,3.10,30.50,,,30.50,24.50,86.65,24.50,,5,,,,,,,,,9,-51.75430000,-12.42000000,,
,BRTR BL48,22WNBPEYG6I1BL48,BL48,6I1,21ALL112YFM_MM,,UR271375830,1,1034,7,72,52,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,72,,3875.65,3.00,13.47,,,13.47,12.90,38.27,12.90,,5,,,,,,,,,9,-52.21480000,-12.64750000,,
,BRTR BL01,22WNBPEYG6I1BL01,BL01,6I1,21ALL112XXS_MM,,UR271356806,1,1035,7,96,53,P3707VYH,P3707VYH,P3707VYH,,22WNBPEYG6I1,,5.0,,,,,,,,,,,,,,,,,,,P3707VYH PI,64,8,,,29.78,,,,,,15.20,,9,,,,,,,,,9,-55.50362000,-11.69889000,,
,BRTR BL06,22WNBPEYG6I1BL06,BL06,6I1,21ALL112XXS_MM,,UR271352691,1,1035,7,64,53,P3707VYH,P3707VYH,P3707VYH,,22WNBPEYG6I1,,2.0,,,,,,,,,,,,,,,,,,,P3707VYH PI,,9,10552.87,5.09,40.31,,,40.31,20.75,114.52,20.75,,5,,,,,,,,,9,-55.84350000,-12.81547000,,
,BRTR BL10,22WNBPEYG6I1BL10,BL10,6I1,21ALL112XXS_MM,,UR271344742,1,1035,8,65,80,P3707VYH,P3707VYH,P3707VYH,,22WNBPEYG6I1,,3.0,,,,,,,,,,,,,,,,,,,P3707VYH PI,66,,10541.44,6.51,38.08,,,38.08,16.20,108.18,16.20,,1,,,,,61,3/25/2022,3/26/2022,60,9,-55.94174000,-12.98987000,,
