#,PSS:EXT:EXTID,PSS:BARCD,ABBRC,VHNM,PSS:REPNO,PSS:PLTID,VCRD,HCRD,Location Name,PLACD,PSS:COSTR,PSS:HELMR,PSS:LFSPR,PSS:SCBLR,PSS:NOTET
,22WNUBYG411BU03,UR272118075,UBTTF221ZL.0/2SHB03,,1,1094,57,313,BRTR BU03 Costa Rica I,03F03,,4,,4,
,22WNUBYG411BU03,UR272118074,UBUUC721/1PEB88,,1,1095,57,309,BRTR BU03 Costa Rica I,03F03,,3,,3,
,22WNUBYG411BU03,UR272118073,F4EBC004-B-68/1PEB88,,1,1096,57,305,BRTR BU03 Costa Rica I,03F03,,5,,5,
,22WNUBYG411BU03,UR272118072,UBTXF248ZL.0/PEYYB199,,1,1097,57,301,BRTR BU03 Costa Rica I,03F03,,7,,5,
,22WNUBYG411BU03,UR272118071,F3EBC002-B-151/1PEB88,,1,1098,57,297,BRTR BU03 Costa Rica I,03F03,,3,,3,
,22WNUBYG411BU03,UR272118070,UBTTE671/WYF6091,,1,1099,57,293,BRTR BU03 Costa Rica I,03F03,,3,,3,
,22WNUBYG411BU03,UR272118069,(ZYFG365/ZYF6430)@7@@B-/ZTU7026ZL.2,,1,1100,57,289,BRTR BU03 Costa Rica I,03F03,,6,,6,
,22WNUBYG411BU03,UR272118068,UBYYD301/WTP6741ZL.2,,1,1101,58,289,BRTR BU03 Costa Rica I,03F03,,4,,2,
,22WNUBYG411BU03,UR272118067,PETTE147/ZTU7013,,1,1102,58,293,BRTR BU03 Costa Rica I,03F03,,3,,5,
,22WNUBYG411BU03,UR272118066,AS1820PRO3,AS1820PRO3,1,1103,58,297,BRTR BU03 Costa Rica I,03F03,,2,,3,
,22WNUBYG411BU03,UR272118065,2AHB11/ZTU7013,,1,1104,58,301,BRTR BU03 Costa Rica I,03F03,,5,,5,
,22WNUBYG411BU03,UR272118064,F4EBC002-B-368/1PEB88,,1,1105,58,305,BRTR BU03 Costa Rica I,03F03,,2,,5,
,22WNUBYG411BU03,UR272118063,8CEB47/1YRB77ZS.0,,1,1106,58,309,BRTR BU03 Costa Rica I,03F03,,2,,3,
,22WNUBYG411BU03,UR272118062,UBTTC031ZL.0/1EEB17,,1,1107,58,313,BRTR BU03 Costa Rica I,03F03,,2,,4,
,22WNUBYG411BU03,UR272118061,AS1868PRO3,AS1868PRO3,1,1108,58,317,BRTR BU03 Costa Rica I,03F03,,3,,3,
,22WNUBYG411BU03,UR272118060,UBYYD171/B7T7T812ZS.4,,1,1109,58,321,BRTR BU03 Costa Rica I,03F03,,2,,2,
,22WNUBYG411BU03,UR272118059,UBYYE431/WTP6741ZL.2,,1,1110,58,325,BRTR BU03 Costa Rica I,03F03,,5,,5,
,22WNUBYG411BU03,UR272118058,MG580PWU,MG580PWU,1,1111,59,325,BRTR BU03 Costa Rica I,03F03,,3,,5,
,22WNUBYG411BU03,UR272118057,PETUF418/UBYYF340,,1,1112,59,321,BRTR BU03 Costa Rica I,03F03,,4,,3,
,22WNUBYG411BU03,UR272118056,UBTTC031ZL.0/WYY8370,,1,1113,59,317,BRTR BU03 Costa Rica I,03F03,,2,,2,
,22WNUBYG411BU03,UR272118055,(ZTX7020/ZTTG355)@@102@/1EEB17,,1,1114,59,313,BRTR BU03 Costa Rica I,03F03,,2,,4,
,22WNUBYG411BU03,UR272118054,UBYYE411/ZTU7026ZL.2,,1,1115,59,309,BRTR BU03 Costa Rica I,03F03,,2,,3,
,22WNUBYG411BU03,UR272118053,(ZYFG365/ZYF6430)@250@@B-1-1-B-/ZTU7026ZL.2,,1,1116,59,305,BRTR BU03 Costa Rica I,03F03,,4,,5,
,22WNUBYG411BU03,UR272118052,(ZTU7162/B7T7T812//ZTU7009)@@48@/PEFXD266,,1,1117,59,301,BRTR BU03 Costa Rica I,03F03,,6,,5,
,22WNUBYG411BU03,UR272118051,UBXXD561/1PEB88,,1,1118,59,297,BRTR BU03 Costa Rica I,03F03,,4,,6,
,22WNUBYG411BU03,UR272118050,PEYYC439/UBTTD400,,1,1119,59,293,BRTR BU03 Costa Rica I,03F03,,4,,5,
,22WNUBYG411BU03,UR272118049,PETUF418/UBYYE359,,1,1120,59,289,BRTR BU03 Costa Rica I,03F03,,5,,2,
,22WNUBYG411BU03,UR272118048,(ZYXD295/ZFY5079)@@89@B-/ZTU7026ZL.2,,1,1121,60,289,BRTR BU03 Costa Rica I,03F03,,3,,5,
,22WNUBYG411BU03,UR272118047,UBYYD311/ZTU7026ZL.2,,1,1122,60,293,BRTR BU03 Costa Rica I,03F03,,2,,3,
,22WNUBYG411BU03,UR272118046,UBYYF511/ZTU7013,,1,1123,60,297,BRTR BU03 Costa Rica I,03F03,,2,,3,
,22WNUBYG411BU03,UR272118045,UBYYD151/ZTU7026ZL.2,,1,1124,60,301,BRTR BU03 Costa Rica I,03F03,,2,,2,
,22WNUBYG411BU03,UR272118044,UBTTD591/PEFXD266,,1,1125,60,305,BRTR BU03 Costa Rica I,03F03,,5,,5,
,22WNUBYG411BU03,UR272118043,(B6Y6Y890/ZYF6430)@1014@@/B7T7T812ZS.4,,1,1126,60,309,BRTR BU03 Costa Rica I,03F03,,4,,6,
,22WNUBYG411BU03,UR272118042,UBYYE451/B7T7T812ZS.4,,1,1127,60,313,BRTR BU03 Costa Rica I,03F03,,5,,7,
,22WNUBYG411BU03,UR272118041,UBTTE641/PEFXD266,,1,1128,60,317,BRTR BU03 Costa Rica I,03F03,,6,,4,
,22WNUBYG411BU03,UR272118040,UBXXD551/WTP6741ZL.2,,1,1129,60,321,BRTR BU03 Costa Rica I,03F03,,3,,5,
,22WNUBYG411BU03,UR272118039,UBYYF531/ZTU7026ZL.2,,1,1130,60,325,BRTR BU03 Costa Rica I,03F03,,3,,4,
,22WNUBYG411BU03,UR272118038,UBTTE100ZL.0/UBYYD760,,1,1131,61,325,BRTR BU03 Costa Rica I,03F03,,3,,7,
,22WNUBYG411BU03,UR272118037,DKB360PRO3,DKB360PRO3,1,1132,61,321,BRTR BU03 Costa Rica I,03F03,,4,,4,
,22WNUBYG411BU03,UR272118036,UBTTD581/WYY8370,,1,1133,61,317,BRTR BU03 Costa Rica I,03F03,,2,,2,
,22WNUBYG411BU03,UR272118035,(UBYXD516/ZYF6430)@@60@B-1-B-/ZTU7026ZL.2,,1,1134,61,313,BRTR BU03 Costa Rica I,03F03,,2,,5,
,22WNUBYG411BU03,UR272118034,F2EBC012-B-38/1PEB88,,1,1135,61,309,BRTR BU03 Costa Rica I,03F03,,3,,6,
,22WNUBYG411BU03,UR272118033,UBYYE411/UBTUE177ZL.2,,1,1136,61,305,BRTR BU03 Costa Rica I,03F03,,4,,3,
,22WNUBYG411BU03,UR272118032,(WTT7920/ZTU7013*)B>@1645@@/WYF6091,,1,1137,61,301,BRTR BU03 Costa Rica I,03F03,,3,,4,
,22WNUBYG411BU03,UR272118031,WYXA104/2SHB03,,1,1138,61,297,BRTR BU03 Costa Rica I,03F03,,2,,6,
,22WNUBYG411BU03,UR272118030,AS1868PRO3,AS1868PRO3,1,1139,61,293,BRTR BU03 Costa Rica I,03F03,,2,,4,
,22WNUBYG411BU03,UR272118029,UBXXD541/1ZRB84ZS.0,,1,1140,61,289,BRTR BU03 Costa Rica I,03F03,,3,,3,
,22WNUBYG411BU03,UR272118028,UBUUD831/8DTB18,,1,1141,62,289,BRTR BU03 Costa Rica I,03F03,,2,,4,
,22WNUBYG411BU03,UR272118027,(ZYXD295/WOY6300)@@87@1-B-/ZTU7026ZL.2,,1,1142,62,293,BRTR BU03 Costa Rica I,03F03,,2,,3,
,22WNUBYG411BU03,UR272118026,AS1820PRO3,AS1820PRO3,1,1143,62,297,BRTR BU03 Costa Rica I,03F03,,2,,2,
,22WNUBYG411BU03,UR272118025,F2EBC005-B-275/1PEB88,,1,1144,62,301,BRTR BU03 Costa Rica I,03F03,,2,,7,
,22WNUBYG411BU03,UR272118024,UBYYE381/B6T7T943ZS.2,,1,1145,62,305,BRTR BU03 Costa Rica I,03F03,,2,,3,
,22WNUBYG411BU03,UR272118023,UBYYD141/UBTUE177ZL.2,,1,1146,62,309,BRTR BU03 Costa Rica I,03F03,,6,,5,
,22WNUBYG411BU03,UR272118022,UBTTE701/2SHB03,,1,1147,62,313,BRTR BU03 Costa Rica I,03F03,,3,,6,
,22WNUBYG411BU03,UR272118021,PEXXE236/UBTUD529,,1,1148,62,317,BRTR BU03 Costa Rica I,03F03,,4,,2,
,22WNUBYG411BU03,UR272118020,UBYYF521/ZTU7026ZL.2,,1,1149,62,321,BRTR BU03 Costa Rica I,03F03,,2,,4,
,22WNUBYG411BU03,UR272118019,(ZTTG375/B7T7T812ZS.4)@@18@/WYY8370,,1,1150,62,325,BRTR BU03 Costa Rica I,03F03,,2,,2,
,22WNUBYG411BU03,UR272118018,DKB360PRO3,DKB360PRO3,1,1151,63,325,BRTR BU03 Costa Rica I,03F03,,3,,2,
,22WNUBYG411BU03,UR272118017,(WXK7280/B6Y1F974*)B>@@17@1-/PETTF126ZL.2,,1,1152,63,321,BRTR BU03 Costa Rica I,03F03,,2,,2,
,22WNUBYG411BU03,UR272118016,UBTTD601/WYF6091,,1,1153,63,317,BRTR BU03 Costa Rica I,03F03,,2,,6,
,22WNUBYG411BU03,UR272118015,UBUUE891/1PEB88,,1,1154,63,313,BRTR BU03 Costa Rica I,03F03,,2,,5,
,22WNUBYG411BU03,UR272118014,(UBYXD666/B6Y1F944)@@335@B-1-B-/ZTU7026ZL.2,,1,1155,63,309,BRTR BU03 Costa Rica I,03F03,,2,,6,
,22WNUBYG411BU03,UR272118013,UBYYE431/UBTTG228ZL.0,,1,1156,63,305,BRTR BU03 Costa Rica I,03F03,,6,,6,
,22WNUBYG411BU03,UR272118012,(ZYF6430/B7Y7X626)@@10@/WTP6741ZL.2,,1,1157,63,301,BRTR BU03 Costa Rica I,03F03,,6,,6,
,22WNUBYG411BU03,UR272118011,F2EBC014-B-256/1PEB88,,1,1158,63,297,BRTR BU03 Costa Rica I,03F03,,2,,3,
,22WNUBYG411BU03,UR272118010,UBTTE661/PEFXD266,,1,1159,63,293,BRTR BU03 Costa Rica I,03F03,,4,,6,
,22WNUBYG411BU03,UR272118009,UBTTE631/1EEB17,,1,1160,63,289,BRTR BU03 Costa Rica I,03F03,,3,,3,
,22WNUBYG411BU03,UR272118008,(ZYY6439/WYF6191)@806@@B-B-B-/B6T7T943ZS.2,,1,1161,64,289,BRTR BU03 Costa Rica I,03F03,,2,,4,
,22WNUBYG411BU03,UR272118007,(ZYY6439/B6Y1F944)@@16@1-1-B-/ZTU7026ZL.2,,1,1162,64,293,BRTR BU03 Costa Rica I,03F03,,2,,4,
,22WNUBYG411BU03,UR272118006,F2EBC022-B-188/1PEB88,,1,1163,64,297,BRTR BU03 Costa Rica I,03F03,,2,,5,
,22WNUBYG411BU03,UR272118005,(ZTX7020/ZTI4071)@@560@/PEFXD266,,1,1164,64,301,BRTR BU03 Costa Rica I,03F03,,3,,5,
,22WNUBYG411BU03,UR272118004,UBYYE451/PETTF126ZL.2,,1,1165,64,305,BRTR BU03 Costa Rica I,03F03,,5,,7,
,22WNUBYG411BU03,UR272118003,ACYFB838/B7T7T812ZS.4,,1,1166,64,309,BRTR BU03 Costa Rica I,03F03,,3,,4,
,22WNUBYG411BU03,UR272118002,MG580PWU,MG580PWU,1,1167,64,313,BRTR BU03 Costa Rica I,03F03,,3,,3,
,22WNUBYG411BU03,UR272118001,(ZTUE245/ZTU7013ZL)@@15@/WYF6091,,1,1168,64,317,BRTR BU03 Costa Rica I,03F03,,3,,3,
,22WNUBYG411BU03,UR272118000,(ZTX7020/ZTI4071)@@560@/1EEB17,,1,1169,64,321,BRTR BU03 Costa Rica I,03F03,,2,,2,
,22WNUBYG411BU03,UR272117999,(UBYXD666/B6Y1F944)@@335@B-1-/UBTUE177ZL.2,,1,1170,64,325,BRTR BU03 Costa Rica I,03F03,,3,,5,
,22WNUBYG412BU03,UR272105248,(ZYY6439/WYF6191)@1881@@1-2-/WTP6741ZL.2,,1,1001,2,329,BRTR BU03 Costa Rica I,03F03,,5,,7,
,22WNUBYG412BU03,UR272105247,UBUUE891/WTP6741ZL.2,,1,1002,2,333,BRTR BU03 Costa Rica I,03F03,,3,,5,
,22WNUBYG412BU03,UR272105246,(ZYY6439/B6Y1F944)@@16@1-/UBTUE177ZL.2,,1,1003,2,337,BRTR BU03 Costa Rica I,03F03,,3,,3,
,22WNUBYG412BU03,UR272105245,UBTTE681/B7Y6Y842ZL.1,,1,1004,2,341,BRTR BU03 Costa Rica I,03F03,,4,,5,
,22WNUBYG412BU03,UR272105244,F8HBC001DH-76/1ZRB84ZS.0,,1,1005,2,345,BRTR BU03 Costa Rica I,03F03,,2,,5,
,22WNUBYG412BU03,UR272105243,UBYYD371/WTP6741ZL.2,,1,1006,2,349,BRTR BU03 Costa Rica I,03F03,,3,,2,
,22WNUBYG412BU03,UR272105242,UBUUF261/1ZRB84ZS.0,,1,1007,2,353,BRTR BU03 Costa Rica I,03F03,,2,,6,
,22WNUBYG412BU03,UR272105241,(ZYY6439/B6Y1F944)@@16@1-/WTP6741ZL.2,,1,1008,2,357,BRTR BU03 Costa Rica I,03F03,,3,,6,
,22WNUBYG412BU03,UR272105240,(ZYFG365/ZYF6430)@7@@B-/UBTUE177ZL.2,,1,1009,2,361,BRTR BU03 Costa Rica I,03F03,,8,,3,
,22WNUBYG412BU03,UR272105239,UBFFB251/UBTUE177ZL.2,,1,1010,2,365,BRTR BU03 Costa Rica I,03F03,,3,,6,
,22WNUBYG412BU03,UR272105238,UBUUE871/1ZRB84ZS.0,,1,1011,3,365,BRTR BU03 Costa Rica I,03F03,,3,,7,
,22WNUBYG412BU03,UR272105237,UBUUE861/1ZRB84ZS.0,,1,1012,3,361,BRTR BU03 Costa Rica I,03F03,,2,,6,
,22WNUBYG412BU03,UR272105236,(WTT7920/ZTU7013*)B>@1645@@/B7Y6Y842ZL.1,,1,1013,3,357,BRTR BU03 Costa Rica I,03F03,,4,,7,
,22WNUBYG412BU03,UR272105235,UBYYF521/UBTUE177ZL.2,,1,1014,3,353,BRTR BU03 Costa Rica I,03F03,,4,,5,
,22WNUBYG412BU03,UR272105234,(ZYY6439/WYF6191)@806@@B-1-/UBTUE177ZL.2,,1,1015,3,349,BRTR BU03 Costa Rica I,03F03,,6,,3,
,22WNUBYG412BU03,UR272105233,(B6Y6Y890/ZYF6430)@1014@@/WTP6741ZL.2,,1,1016,3,345,BRTR BU03 Costa Rica I,03F03,,4,,6,
,22WNUBYG412BU03,UR272105232,UBUUC721/WTP6741ZL.2,,1,1017,3,341,BRTR BU03 Costa Rica I,03F03,,4,,5,
,22WNUBYG412BU03,UR272105231,UBYYE461/UBTUE177ZL.2,,1,1018,3,337,BRTR BU03 Costa Rica I,03F03,,2,,2,
,22WNUBYG412BU03,UR272105230,F4EBC004-B-106/1ZRB84ZS.0,,1,1019,3,333,BRTR BU03 Costa Rica I,03F03,,3,,7,
,22WNUBYG412BU03,UR272105229,DKB360PRO3,DKB360PRO3,1,1020,3,329,BRTR BU03 Costa Rica I,03F03,,4,,6,
,22WNUBYG412BU03,UR272105228,(ZYXD295/WOY6300)@@87@1-B-/UBTUE177ZL.2,,1,1021,4,329,BRTR BU03 Costa Rica I,03F03,,5,,4,
,22WNUBYG412BU03,UR272105227,(WXK7280/B6Y1F974*)B>@@55@B-1-B-/UBTUE177ZL.2,,1,1022,4,333,BRTR BU03 Costa Rica I,03F03,,3,,6,
,22WNUBYG412BU03,UR272105226,UBUUC761/WTP6741ZL.2,,1,1023,4,337,BRTR BU03 Costa Rica I,03F03,,4,,5,
,22WNUBYG412BU03,UR272105225,AS1820PRO3,AS1820PRO3,1,1024,4,341,BRTR BU03 Costa Rica I,03F03,,3,,3,
,22WNUBYG412BU03,UR272105224,(ZYY6439/WYF6191)@1881@@1-2-/UBTUE177ZL.2,,1,1025,4,345,BRTR BU03 Costa Rica I,03F03,,4,,3,
,22WNUBYG412BU03,UR272105223,UBTTE701/B7Y6Y842ZL.1,,1,1026,4,349,BRTR BU03 Costa Rica I,03F03,,2,,2,
,22WNUBYG412BU03,UR272105222,UBTTE651/2SHB03,,1,1027,4,353,BRTR BU03 Costa Rica I,03F03,,5,,7,
,22WNUBYG412BU03,UR272105221,(ZYXD295/ZFY5079)@@89@B-/UBTUE177ZL.2,,1,1028,4,357,BRTR BU03 Costa Rica I,03F03,,4,,6,
,22WNUBYG412BU03,UR272105220,AS1868PRO3,AS1868PRO3,1,1029,4,361,BRTR BU03 Costa Rica I,03F03,,3,,5,
,22WNUBYG412BU03,UR272105219,MG580PWU,MG580PWU,1,1030,4,365,BRTR BU03 Costa Rica I,03F03,,3,,5,
,22WNUBYG412BU03,UR272105218,F8HBC001DH-76/WTP6741ZL.2,,1,1031,5,365,BRTR BU03 Costa Rica I,03F03,,3,,6,
,22WNUBYG412BU03,UR272105217,UBYYD301/UBTUE177ZL.2,,1,1032,5,361,BRTR BU03 Costa Rica I,03F03,,3,,3,
,22WNUBYG412BU03,UR272105216,(ZFY5079/WOY6300)@@48@1-/UBTUE177ZL.2,,1,1033,5,357,BRTR BU03 Costa Rica I,03F03,,6,,5,
,22WNUBYG412BU03,UR272105215,UBYYD351/WTP6741ZL.2,,1,1034,5,353,BRTR BU03 Costa Rica I,03F03,,4,,7,
,22WNUBYG412BU03,UR272105214,UBUUB711/1ZRB84ZS.0,,1,1035,5,349,BRTR BU03 Costa Rica I,03F03,,2,,6,
,22WNUBYG412BU03,UR272105213,F2EBC014-B-256/WTP6741ZL.2,,1,1036,5,345,BRTR BU03 Costa Rica I,03F03,,3,,4,
,22WNUBYG412BU03,UR272105212,F4EBC004-B-68/WTP6741ZL.2,,1,1037,5,341,BRTR BU03 Costa Rica I,03F03,,4,,7,
,22WNUBYG412BU03,UR272105211,(ZTX7020/ZTTG355)@@102@/2SHB03,,1,1038,5,337,BRTR BU03 Costa Rica I,03F03,,3,,6,
,22WNUBYG412BU03,UR272105210,(ZYXD295/WOY6300)@@70@B-B-/UBTUE177ZL.2,,1,1039,5,333,BRTR BU03 Costa Rica I,03F03,,3,,5,
,22WNUBYG412BU03,UR272105209,UBUUD811/WTP6741ZL.2,,1,1040,5,329,BRTR BU03 Costa Rica I,03F03,,3,,4,
,22WNUBYG412BU03,UR272105208,UBUUE861/WTP6741ZL.2,,1,1041,6,329,BRTR BU03 Costa Rica I,03F03,,5,,6,
,22WNUBYG412BU03,UR272105207,UBUUC721/1ZRB84ZS.0,,1,1042,6,333,BRTR BU03 Costa Rica I,03F03,,2,,2,
,22WNUBYG412BU03,UR272105206,PETUF418/UBYYE359,,1,1043,6,337,BRTR BU03 Costa Rica I,03F03,,5,,2,
,22WNUBYG412BU03,UR272105205,UBUUD801/WTP6741ZL.2,,1,1044,6,341,BRTR BU03 Costa Rica I,03F03,,3,,4,
,22WNUBYG412BU03,UR272105204,(ZTX7020/ZTTG355)@@78@/2SHB03,,1,1045,6,345,BRTR BU03 Costa Rica I,03F03,,2,,4,
,22WNUBYG412BU03,UR272105203,UBYYE421/UBTUE177ZL.2,,1,1046,6,349,BRTR BU03 Costa Rica I,03F03,,3,,3,
,22WNUBYG412BU03,UR272105202,(B6Y6Y890/ZYF6430)@1339@@/1ZRB84ZS.0,,1,1047,6,353,BRTR BU03 Costa Rica I,03F03,,3,,6,
,22WNUBYG412BU03,UR272105201,AS1868PRO3,AS1868PRO3,1,1048,6,357,BRTR BU03 Costa Rica I,03F03,,3,,3,
,22WNUBYG412BU03,UR272105200,UBYYD311/UBTUE177ZL.2,,1,1049,6,361,BRTR BU03 Costa Rica I,03F03,,4,,3,
,22WNUBYG412BU03,UR272105199,(ZYFG365/ZYF6430)@250@@B-1-1-B-/WTP6741ZL.2,,1,1050,6,365,BRTR BU03 Costa Rica I,03F03,,5,,4,
,22WNUBYG412BU03,UR272105198,UBYYE411/WTP6741ZL.2,,1,1051,7,365,BRTR BU03 Costa Rica I,03F03,,6,,3,
,22WNUBYG412BU03,UR272105197,UBYYE491/WTP6741ZL.2,,1,1052,7,361,BRTR BU03 Costa Rica I,03F03,,6,,6,
,22WNUBYG412BU03,UR272105196,(B6Y6Y890/ZYF6430)@1014@@/1ZRB84ZS.0,,1,1053,7,357,BRTR BU03 Costa Rica I,03F03,,3,,4,
,22WNUBYG412BU03,UR272105195,AS1820PRO3,AS1820PRO3,1,1054,7,353,BRTR BU03 Costa Rica I,03F03,,2,,2,
,22WNUBYG412BU03,UR272105194,F2EBC022-B-188/1ZRB84ZS.0,,1,1055,7,349,BRTR BU03 Costa Rica I,03F03,,2,,3,
,22WNUBYG412BU03,UR272105193,UBTTE651/B7Y6Y842ZL.1,,1,1056,7,345,BRTR BU03 Costa Rica I,03F03,,4,,6,
,22WNUBYG412BU03,UR272105192,MG580PWU,MG580PWU,1,1057,7,341,BRTR BU03 Costa Rica I,03F03,,5,,6,
,22WNUBYG412BU03,UR272105191,(ZTX7020/ZTI4071)@@560@/2SHB03,,1,1058,7,337,BRTR BU03 Costa Rica I,03F03,,3,,4,
,22WNUBYG412BU03,UR272105190,(WXK7280/B6Y1F974*)B>@@17@1-/WTP6741ZL.2,,1,1059,7,333,BRTR BU03 Costa Rica I,03F03,,3,,3,
,22WNUBYG412BU03,UR272105189,UBUUD771/1ZRB84ZS.0,,1,1060,7,329,BRTR BU03 Costa Rica I,03F03,,3,,7,
,22WNUBYG412BU03,UR272105188,UBUUF281/1ZRB84ZS.0,,1,1061,8,329,BRTR BU03 Costa Rica I,03F03,,3,,6,
,22WNUBYG412BU03,UR272105187,UBYYE491/UBTUE177ZL.2,,1,1062,8,333,BRTR BU03 Costa Rica I,03F03,,7,,5,
,22WNUBYG412BU03,UR272105186,(ZYXD295/ZFY5079)@@89@B-/WTP6741ZL.2,,1,1063,8,337,BRTR BU03 Costa Rica I,03F03,,3,,6,
,22WNUBYG412BU03,UR272105185,UBUUE891/1ZRB84ZS.0,,1,1064,8,341,BRTR BU03 Costa Rica I,03F03,,2,,3,
,22WNUBYG412BU03,UR272105184,UBYYE451/WTP6741ZL.2,,1,1065,8,345,BRTR BU03 Costa Rica I,03F03,,2,,7,
,22WNUBYG412BU03,UR272105183,(WTT7920/ZTU7013*)B>@1645@@/2SHB03,,1,1066,8,349,BRTR BU03 Costa Rica I,03F03,,3,,7,
,22WNUBYG412BU03,UR272105182,UBUUB711/WTP6741ZL.2,,1,1067,8,353,BRTR BU03 Costa Rica I,03F03,,6,,6,
,22WNUBYG412BU03,UR272105181,DKB360PRO3,DKB360PRO3,1,1068,8,357,BRTR BU03 Costa Rica I,03F03,,6,,3,
,22WNUBYG412BU03,UR272105180,UBYYE431/UBTUE177ZL.2,,1,1069,8,361,BRTR BU03 Costa Rica I,03F03,,5,,4,
,22WNUBYG412BU03,UR272105179,UBUUD781/1ZRB84ZS.0,,1,1070,8,365,BRTR BU03 Costa Rica I,03F03,,6,,4,
,22WNUBYG412BU03,UR272105178,UBUUD841/WTP6741ZL.2,,1,1071,9,365,BRTR BU03 Costa Rica I,03F03,,3,,7,
,22WNUBYG412BU03,UR272105177,(B6Y6Y890/WOY6300)@@72@B-B-/UBTUE177ZL.2,,1,1072,9,361,BRTR BU03 Costa Rica I,03F03,,4,,7,
,22WNUBYG412BU03,UR272105176,UBUUD841/1ZRB84ZS.0,,1,1073,9,357,BRTR BU03 Costa Rica I,03F03,,3,,7,
,22WNUBYG412BU03,UR272105175,F4EBC004-B-106/WTP6741ZL.2,,1,1074,9,353,BRTR BU03 Costa Rica I,03F03,,6,,6,
,22WNUBYG412BU03,UR272105174,(ZTUE245/ZTU7013ZL)@@15@/B7Y6Y842ZL.1,,1,1075,9,349,BRTR BU03 Costa Rica I,03F03,,2,,6,
,22WNUBYG412BU03,UR272105173,UBYYD321/WTP6741ZL.2,,1,1076,9,345,BRTR BU03 Costa Rica I,03F03,,3,,6,
,22WNUBYG412BU03,UR272105172,UBTTD601/B7Y6Y842ZL.1,,1,1077,9,341,BRTR BU03 Costa Rica I,03F03,,2,,5,
,22WNUBYG412BU03,UR272105171,MG580PWU,MG580PWU,1,1078,9,337,BRTR BU03 Costa Rica I,03F03,,3,,5,
,22WNUBYG412BU03,UR272105170,UBUUC761/1ZRB84ZS.0,,1,1079,9,333,BRTR BU03 Costa Rica I,03F03,,3,,6,
,22WNUBYG412BU03,UR272105169,(WTT7920/ZTU7013*)B>@1471@@/B7Y6Y842ZL.1,,1,1080,9,329,BRTR BU03 Costa Rica I,03F03,,4,,7,
,22WNUBYG412BU03,UR272105168,(ZYFG365/ZYF6430)@250@@B-1-1-B-/UBTUE177ZL.2,,1,1081,10,329,BRTR BU03 Costa Rica I,03F03,,5,,5,
,22WNUBYG412BU03,UR272105167,UBYYC281/UBTUE177ZL.2,,1,1082,10,333,BRTR BU03 Costa Rica I,03F03,,4,,6,
,22WNUBYG412BU03,UR272105166,UBUUD781/WTP6741ZL.2,,1,1083,10,337,BRTR BU03 Costa Rica I,03F03,,8,,4,
,22WNUBYG412BU03,UR272105165,(UBYXD666/B6Y1F944)@@82@B-B-B-/WTP6741ZL.2,,1,1084,10,341,BRTR BU03 Costa Rica I,03F03,,3,,4,
,22WNUBYG412BU03,UR272105164,UBYYB261/UBTUE177ZL.2,,1,1085,10,345,BRTR BU03 Costa Rica I,03F03,,7,,5,
,22WNUBYG412BU03,UR272105163,F2EBC006-B-190/WTP6741ZL.2,,1,1086,10,349,BRTR BU03 Costa Rica I,03F03,,7,,7,
,22WNUBYG412BU03,UR272105162,(B7Y7Y227/FX7051//WYF6191)@@54@B-B-/UBTUE177ZL.2,,1,1087,10,353,BRTR BU03 Costa Rica I,03F03,,3,,4,
,22WNUBYG412BU03,UR272105161,UBYYE421/WTP6741ZL.2,,1,1088,10,357,BRTR BU03 Costa Rica I,03F03,,4,,4,
,22WNUBYG412BU03,UR272105160,F2EBC014-B-420/WTP6741ZL.2,,1,1089,10,361,BRTR BU03 Costa Rica I,03F03,,6,,4,
,22WNUBYG412BU03,UR272105159,UBUUF281/WTP6741ZL.2,,1,1090,10,365,BRTR BU03 Costa Rica I,03F03,,5,,6,
,22WNUBYG412BU03,UR272105158,UBUUD831/1ZRB84ZS.0,,1,1091,11,365,BRTR BU03 Costa Rica I,03F03,,3,,4,
,22WNUBYG412BU03,UR272105157,UBFFB251/UBTTG228ZL.0,,1,1092,11,361,BRTR BU03 Costa Rica I,03F03,,3,,6,
,22WNUBYG412BU03,UR272105156,AS1868PRO3,AS1868PRO3,1,1093,11,357,BRTR BU03 Costa Rica I,03F03,,2,,5,
,22WNUBYG412BU03,UR272105155,F2EBC014-B-129/1ZRB84ZS.0,,1,1094,11,353,BRTR BU03 Costa Rica I,03F03,,3,,2,
,22WNUBYG412BU03,UR272105154,(UBYXD516/ZYF6430)@@50@/1ZRB84ZS.0,,1,1095,11,349,BRTR BU03 Costa Rica I,03F03,,2,,3,
,22WNUBYG412BU03,UR272105153,UBTTD581/2SHB03,,1,1096,11,345,BRTR BU03 Costa Rica I,03F03,,2,,3,
,22WNUBYG412BU03,UR272105152,(UBYXD516/ZYF6430)@@60@B-1-B-/WTP6741ZL.2,,1,1097,11,341,BRTR BU03 Costa Rica I,03F03,,2,,3,
,22WNUBYG412BU03,UR272105151,(WXK7280/B6Y1F974*)B>@@17@1-/UBTUE177ZL.2,,1,1098,11,337,BRTR BU03 Costa Rica I,03F03,,2,,5,
,22WNUBYG412BU03,UR272105150,UBXXE571/WTP6741ZL.2,,1,1099,11,333,BRTR BU03 Costa Rica I,03F03,,4,,6,
,22WNUBYG412BU03,UR272105149,UBUUD801/1ZRB84ZS.0,,1,1100,11,329,BRTR BU03 Costa Rica I,03F03,,2,,3,
