#,PSS:EXT:EXTID,PSS:BARCD,ABBRC,VHNM,PSS:REPNO,PSS:PLTID,VCRD,HCRD,Location Name,PLACD,PSS:COSTR,PSS:HELMR,PSS:LFSPR,PSS:SCBLR,PSS:NOTET
,22WNBPEYG6K1BU22,UR271727626,SZF5459ZL.0,NK511VIP3,2,76,17,89,BRTR BU22 Rio Verde II,22F02,4,,,,
,22WNBPEYG6K1BU22,UR271727625,SZF6101ZL.0,SZF6101ZL.0,2,77,17,81,BRTR BU22 Rio Verde II,22F02,2,,,,
,22WNBPEYG6K1BU22,UR271727624,AG8700PRO3,AG8700PRO3,2,78,17,73,BRTR BU22 Rio Verde II,22F02,7,,,,
,22WNBPEYG6K1BU22,UR271727623,SXF258WT.0,NS95VIP2,2,79,17,65,BRTR BU22 Rio Verde II,22F02,4,,,,
,22WNBPEYG6K1BU22,UR271727622,AS1820PRO3,AS1820PRO3,2,80,17,57,BRTR BU22 Rio Verde II,22F02,4,,,,considerar linhas da direita
,22WNBPEYG6K1BU22,UR271727621,MG593PWU,MG593PWU,2,81,18,57,BRTR BU22 Rio Verde II,22F02,3,,,,
,22WNBPEYG6K1BU22,UR271727620,SXD2621ZL.0,SXD2621ZL.0 WTP6741ZL.2/2SHB03,2,82,18,65,BRTR BU22 Rio Verde II,22F02,4,,,,
,22WNBPEYG6K1BU22,UR271727619,SYN555 VIP3,NK555VIP3,2,83,18,73,BRTR BU22 Rio Verde II,22F02,4,,,,
,22WNBPEYG6K1BU22,UR271727618,SXD3249ZL.0,NS75VIP3,2,84,18,81,BRTR BU22 Rio Verde II,22F02,4,,,,considerar linhas da esquerda
,22WNBPEYG6K1BU22,UR271727617,SZD5031ZL.0,SZD5031ZL.0,2,85,18,89,BRTR BU22 Rio Verde II,22F02,2,,,,
,22WNBPEYG6K1BU22,UR271727616,DKB360PRO3,DKB360PRO3,2,86,19,89,BRTR BU22 Rio Verde II,22F02,3,,,,
,22WNBPEYG6K1BU22,UR271727615,SYN555 VIP3,NK555VIP3,2,87,19,81,BRTR BU22 Rio Verde II,22F02,5,,,,
,22WNBPEYG6K1BU22,UR271727614,P3889RR,P3889RR,2,88,19,73,BRTR BU22 Rio Verde II,22F02,3,,,,
,22WNBPEYG6K1BU22,UR271727613,SZE5130,SZE5130,2,89,19,65,BRTR BU22 Rio Verde II,22F02,2,,,,
,22WNBPEYG6K1BU22,UR271727612,P3845VYHR,P3845VYHR,2,90,19,57,BRTR BU22 Rio Verde II,22F02,3,,,,considerar linhas sa direita
,22WNBPEYG6K1BU22,UR271727611,B2620PWU,B2620PWU,3,91,20,57,BRTR BU22 Rio Verde II,22F02,4,,,,
,22WNBPEYG6K1BU22,UR271727610,SXC2251ZL.0,SXC2251ZL.0 B7T7T812ZS.4/WYFB133,3,92,20,65,BRTR BU22 Rio Verde II,22F02,2,,,,
,22WNBPEYG6K1BU22,UR271727609,B2401PWU,B2401PWU,3,93,20,73,BRTR BU22 Rio Verde II,22F02,3,,,,
,22WNBPEYG6K1BU22,UR271727608,DKB255PRO3,DKB255PRO3,3,94,20,81,BRTR BU22 Rio Verde II,22F02,4,,,,considerar linhas da esquerda
,22WNBPEYG6K1BU22,UR271727607,SXC2251TG.0,SXC2251TG.0,3,95,20,89,BRTR BU22 Rio Verde II,22F02,5,,,,
,22WNBPEYG6K1BU22,UR271727606,MG580PWU,MG580PWU,3,96,21,89,BRTR BU22 Rio Verde II,22F02,4,,,,
,22WNBPEYG6K1BU22,UR271727605,SZF6101WT.0,SZF6101WT.0,3,97,21,81,BRTR BU22 Rio Verde II,22F02,2,,,,considerar linhas da esquerda
,22WNBPEYG6K1BU22,UR271727604,MG593PWU,MG593PWU,3,98,21,73,BRTR BU22 Rio Verde II,22F02,2,,,,linhas amassadas
,22WNBPEYG6K1BU22,UR271727603,SZF5459ZL.0,NK511VIP3,3,99,21,65,BRTR BU22 Rio Verde II,22F02,3,,,,
,22WNBPEYG6K1BU22,UR271727602,SZE6111ZL.0,SZE6111ZL.0,3,100,21,57,BRTR BU22 Rio Verde II,22F02,2,,,,
,22WNBPEYG6K1BU22,UR271727601,SXC2320VIP3,SXC2320ZS.0 B6T7T943ZS.2\1YHB35,3,101,22,57,BRTR BU22 Rio Verde II,22F02,3,,,,
,22WNBPEYG6K1BU22,UR271727600,SZC4141ZL.0,SZC4141ZL.0,3,102,22,65,BRTR BU22 Rio Verde II,22F02,3,,,,
,22WNBPEYG6K1BU22,UR271727599,P3707VYH,P3707VYH,3,103,22,73,BRTR BU22 Rio Verde II,22F02,3,,,,
,22WNBPEYG6K1BU22,UR271727598,P3845VYHR,P3845VYHR,3,104,22,81,BRTR BU22 Rio Verde II,22F02,3,,,,considerar linhas da esquerda
,22WNBPEYG6K1BU22,UR271727597,P3889RR,P3889RR,3,105,22,89,BRTR BU22 Rio Verde II,22F02,4,,,,
,22WNBPEYG6K1BU22,UR271727596,SXD3249ZL.0,NS75VIP3,3,106,23,89,BRTR BU22 Rio Verde II,22F02,5,,,,
,22WNBPEYG6K1BU22,UR271727595,AS1820PRO3,AS1820PRO3,3,107,23,81,BRTR BU22 Rio Verde II,22F02,3,,,,considerar linhas daxesquerda
,22WNBPEYG6K1BU22,UR271727594,SZE6111TG.0,SZE6111TG.0,3,108,23,73,BRTR BU22 Rio Verde II,22F02,2,,,,
,22WNBPEYG6K1BU22,UR271727593,SYN555 VIP3,NK555VIP3,3,109,23,65,BRTR BU22 Rio Verde II,22F02,4,,,,considerar linhas da esquerda
,22WNBPEYG6K1BU22,UR271727592,SYN555 VIP3,NK555VIP3,3,110,23,57,BRTR BU22 Rio Verde II,22F02,5,,,,
,22WNBPEYG6K1BU22,UR271727591,SYC7441ZL.0,SYC7441ZL.0,3,111,24,57,BRTR BU22 Rio Verde II,22F02,5,,,,
,22WNBPEYG6K1BU22,UR271727590,SZD5031ZL.0,SZD5031ZL.0,3,112,24,65,BRTR BU22 Rio Verde II,22F02,3,,,,considerar linhas da esquerda
,22WNBPEYG6K1BU22,UR271727589,SXD2621ZL.0,SXD2621ZL.0 WTP6741ZL.2/2SHB03,3,113,24,73,BRTR BU22 Rio Verde II,22F02,5,,,,
,22WNBPEYG6K1BU22,UR271727588,DKB360PRO3,DKB360PRO3,3,114,24,81,BRTR BU22 Rio Verde II,22F02,5,,,,considerar linhas esquerda
,22WNBPEYG6K1BU22,UR271727587,SYC7510ZS.0,NK506VIP3,3,115,24,89,BRTR BU22 Rio Verde II,22F02,3,,,,
,22WNBPEYG6K1BU22,UR271727586,SYC7131ZL.0,SYC7131ZL.0,3,116,2,97,BRTR BU22 Rio Verde II,22F02,5,,,,
,22WNBPEYG6K1BU22,UR271727585,AG8700PRO3,AG8700PRO3,3,117,2,105,BRTR BU22 Rio Verde II,22F02,4,,,,
,22WNBPEYG6K1BU22,UR271727584,P3898,P3898,3,118,2,113,BRTR BU22 Rio Verde II,22F02,6,,,,amassamento
,22WNBPEYG6K1BU22,UR271727583,SW8015ZL.0,NS88VIP3,3,119,2,121,BRTR BU22 Rio Verde II,22F02,5,,,,
,22WNBPEYG6K1BU22,UR271727582,SXF258WT.0,NS95VIP2,3,120,2,129,BRTR BU22 Rio Verde II,22F02,5,,,,
,22WNBPEYG6K1BU22,UR271727581,AS1868PRO3,AS1868PRO3,3,121,3,129,BRTR BU22 Rio Verde II,22F02,6,,,,
,22WNBPEYG6K1BU22,UR271727580,SZF6101ZL.0,SZF6101ZL.0,3,122,3,121,BRTR BU22 Rio Verde II,22F02,3,,,,
,22WNBPEYG6K1BU22,UR271727579,SZE5130,SZE5130,3,123,3,113,BRTR BU22 Rio Verde II,22F02,3,,,,
,22WNBPEYG6K1BU22,UR271727578,SZF558ZL.0,SZF558ZL.0,3,124,3,105,BRTR BU22 Rio Verde II,22F02,6,,,,
,22WNBPEYG6K1BU22,UR271727577,DKB335PRO3,DKB335PRO3,3,125,3,97,BRTR BU22 Rio Verde II,22F02,3,,,,
,22WNBPEYG6K1BU22,UR271727576,AS1633PRO3,AS1633PRO3,3,126,4,97,BRTR BU22 Rio Verde II,22F02,4,,,,
,22WNBPEYG6K1BU22,UR271727575,SXD218ZS.0,NS80VIP3,3,127,4,105,BRTR BU22 Rio Verde II,22F02,6,,,,
,22WNBPEYG6K1BU22,UR271727574,SYN555 VIP3,NK555VIP3,3,128,4,113,BRTR BU22 Rio Verde II,22F02,5,,,,linha amassada
,22WNBPEYG6K1BU22,UR271727573,K9606VIP3,K9606VIP3,3,129,4,121,BRTR BU22 Rio Verde II,22F02,5,,,,
,22WNBPEYG6K1BU22,UR271727572,SXD228ZS.0,NK520VIP3,3,130,4,129,BRTR BU22 Rio Verde II,22F02,3,,,,
,22WNBPEYG6K1BU22,UR271727571,NS90PRO2,NS90PRO2,3,131,5,129,BRTR BU22 Rio Verde II,22F02,1,,,,plantas amassadas e subdesenvolvidas
,22WNBPEYG6K1BU22,UR271727570,SYN7205ZS.0,STATUSVIP3,3,132,5,121,BRTR BU22 Rio Verde II,22F02,4,,,,
,22WNBPEYG6K1BU22,UR271727569,MG652PWU,MG652PWU,3,133,5,113,BRTR BU22 Rio Verde II,22F02,3,,,,linha amassada
,22WNBPEYG6K1BU22,UR271727568,SZD5211ZL.0,SZD5211ZL.0,3,134,5,105,BRTR BU22 Rio Verde II,22F02,5,,,,
,22WNBPEYG6K1BU22,UR271727567,SZF558WT.0,NS91VIP2,3,135,5,97,BRTR BU22 Rio Verde II,22F02,5,,,,
,22WNBPEYG8Z3BU22,UR271206664,SYA7470ZS.0,SYA7470ZS.0,1,1,19,1,BRTR BU22 Rio Verde II,22F02,3,,,,considerar linhas dacesquerda
,22WNBPEYG8Z3BU22,UR271206663,SYC7209ZS.0,SYC7209ZS.0,1,2,19,9,BRTR BU22 Rio Verde II,22F02,3,,,,
,22WNBPEYG8Z3BU22,UR271206662,SYA7560ZS.0,SYA7560ZS.0,1,3,19,17,BRTR BU22 Rio Verde II,22F02,5,,,,
,22WNBPEYG8Z3BU22,UR271206661,SXE3279ZL.0,SXE3279ZL.0,1,4,19,25,BRTR BU22 Rio Verde II,22F02,2,,,,
,22WNBPEYG8Z3BU22,UR271206660,SXC1510ZS.0,SXC1510ZS.0 B7T7T812ZS.4\8XHB78,1,5,19,33,BRTR BU22 Rio Verde II,22F02,3,,,,
,22WNBPEYG8Z3BU22,UR271206659,SZD537ZL.0,SZD537ZL.0,1,6,20,33,BRTR BU22 Rio Verde II,22F02,7,,,,
,22WNBPEYG8Z3BU22,UR271206658,SXD2350ZS.0,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,1,7,20,25,BRTR BU22 Rio Verde II,22F02,6,,,,
,22WNBPEYG8Z3BU22,UR271206657,SXB178ZL.0,SXB178ZL.0  B6T7T943ZS.2/LFX6887,1,8,20,17,BRTR BU22 Rio Verde II,22F02,9,,,,
,22WNBPEYG8Z3BU22,UR271206656,SYN555 VIP3,NK555VIP3,1,9,20,9,BRTR BU22 Rio Verde II,22F02,3,,,,
,22WNBPEYG8Z3BU22,UR271206655,SU8818ZL,SU8818ZL,1,10,20,1,BRTR BU22 Rio Verde II,22F02,3,,,,considerar linhascdaxesquerda
,22WNBPEYG8Z3BU22,UR271206654,SV9036ZL,SV9036ZL,1,11,21,1,BRTR BU22 Rio Verde II,22F02,5,,,,considerar linhas da esquerda
,22WNBPEYG8Z3BU22,UR271206653,SV9036ZL,SV9036ZL,2,12,21,9,BRTR BU22 Rio Verde II,22F02,3,,,,
,22WNBPEYG8Z3BU22,UR271206652,SYA7560ZS.0,SYA7560ZS.0,2,13,21,17,BRTR BU22 Rio Verde II,22F02,9,,,,
,22WNBPEYG8Z3BU22,UR271206651,SXD2350ZS.0,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,2,14,21,25,BRTR BU22 Rio Verde II,22F02,8,,,,
,22WNBPEYG8Z3BU22,UR271206650,SU8818ZL,SU8818ZL,2,15,21,33,BRTR BU22 Rio Verde II,22F02,4,,,,
,22WNBPEYG8Z3BU22,UR271206649,SYN555 VIP3,NK555VIP3,2,16,22,33,BRTR BU22 Rio Verde II,22F02,4,,,,
,22WNBPEYG8Z3BU22,UR271206648,SYA7470ZS.0,SYA7470ZS.0,2,17,22,25,BRTR BU22 Rio Verde II,22F02,4,,,,
,22WNBPEYG8Z3BU22,UR271206647,SZD537ZL.0,SZD537ZL.0,2,18,22,17,BRTR BU22 Rio Verde II,22F02,3,,,,
,22WNBPEYG8Z3BU22,UR271206646,SXC1510ZS.0,SXC1510ZS.0 B7T7T812ZS.4\8XHB78,2,19,22,9,BRTR BU22 Rio Verde II,22F02,3,,,,considerar linhas da direita
,22WNBPEYG8Z3BU22,UR271206645,SYC7209ZS.0,SYC7209ZS.0,2,20,22,1,BRTR BU22 Rio Verde II,22F02,3,,,,considerar linhas da esquerda
,22WNBPEYG8Z3BU22,UR271206644,SXB178ZL.0,SXB178ZL.0  B6T7T943ZS.2/LFX6887,2,21,23,1,BRTR BU22 Rio Verde II,22F02,3,,,,
,22WNBPEYG8Z3BU22,UR271206643,SXE3279ZL.0,SXE3279ZL.0,2,22,23,9,BRTR BU22 Rio Verde II,22F02,4,,,,
,22WNUBYG401BU22,UR271822046,B2401PWU,B2401PWU,1,1001,2,137,BRTR BU22 Rio Verde II,22F03,5,,,,
,22WNUBYG401BU22,UR271822045,MG580PWU,MG580PWU,1,1002,2,141,BRTR BU22 Rio Verde II,22F03,5,,,,
