#,PSS:EXT:EXTID,PSS:BARCD,ABBRC,VHNM,PSS:REPNO,PSS:PLTID,PSS:MAXRNG,PSS:MAXROW,Location Name,PSS:COSTR,PSS:HELMR,PSS:LFSPR,PSS:DLLFR,PSS:SCLBR
,X4E,UR272415855,SXD218ZS.0,,1,1107,37,188,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415854,DKB255PRO3,,1,1108,37,192,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415853,LOTTD276/ACFXB447,,1,1109,37,196,BRTR BC31 Astorga-PR,"2,0000",,,,
,X4E,UR272415852,SXD218ZS.0,,1,1110,37,200,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415851,SXD218ZS.0,,1,1111,37,204,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415850,LOTTE116ZL.1;LOTTE116ZL.2;LOTTE116ZL.3/8CEB55,,1,1112,37,208,BRTR BC31 Astorga-PR,"2,0000",,,,
,X4E,UR272415849,SXD218ZS.0,,1,1113,37,212,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415848,ACYXD317/WTP6741ZL.2,,1,1114,37,216,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415847,LOFYD690/WTP6741ZL.2,,1,1115,37,220,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415846,SXD218ZS.0,,1,1116,37,224,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415845,LOFYC670/MTTTC278ZL.0,,1,1117,38,224,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415844,SXD218ZS.0,,1,1118,38,220,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415843,ACTTE431/8CEB55,,1,1119,38,216,BRTR BC31 Astorga-PR,"3,0000",,,,
,X4E,UR272415842,SXD218ZS.0,,1,1120,38,212,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415841,ACTTE447/8CEB55,,1,1121,38,208,BRTR BC31 Astorga-PR,"1,0000",2,2,,
,X4E,UR272415840,SXD218ZS.0,,1,1122,38,204,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415839,DKB265PRO3,,1,1123,38,200,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415838,SXD218ZS.0,,1,1124,38,196,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415837,SXD218ZS.0,,1,1125,38,192,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415836,ACTTE341/8CEB55,,1,1126,38,188,BRTR BC31 Astorga-PR,"1,0000",,,"2,0000",
,X4E,UR272415835,SX8394ZS.0,,1,1127,38,184,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415834,LOYFA900/WTP6741ZL.2,,1,1128,38,180,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415833,SXD218ZS.0,,1,1129,38,176,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415832,SXD218ZS.0,,1,1130,38,172,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415831,ACTTE618ZS.0/8CEB55,,1,1131,39,172,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415830,LOTXD076ZL.2;LOTXD076ZL.3/ACFXB447,,1,1132,39,176,BRTR BC31 Astorga-PR,"2,0000",,,,
,X4E,UR272415829,ACYFB828/B6T7T943ZS.2,,1,1133,39,180,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415828,ACTTD311ZL.0/8CEB55,,1,1134,39,184,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415827,SXD218ZS.0,,1,1135,39,188,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415826,LOTTE216ZL.0;LOTTE216ZL.1;LOTTE216ZL.4/ACFXB447,,1,1136,39,192,BRTR BC31 Astorga-PR,"3,0000",,,,
,X4E,UR272415825,LOFYD700/WTP6741ZL.2,,1,1137,39,196,BRTR BC31 Astorga-PR,"3,0000",,,,
,X4E,UR272415824,PETTF126ZL.2/ACFXB447,,1,1138,39,200,BRTR BC31 Astorga-PR,"2,0000",,,,
,X4E,UR272415823,ACTTE618ZS.0/ACFXB447,,1,1139,39,204,BRTR BC31 Astorga-PR,"4,0000",,,,
,X4E,UR272415822,SXD218ZS.0,,1,1140,39,208,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415821,ACTTE341/8XHB86ZS.0,,1,1141,39,212,BRTR BC31 Astorga-PR,"2,0000",,,,
,X4E,UR272415820,DKB255PRO3,,1,1142,39,216,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415819,FORMULAWT.0,,1,1143,39,220,BRTR BC31 Astorga-PR,"5,0000",,,,
,X4E,UR272415818,WYF6150ZL.1/8CEB55,,1,1144,39,224,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415817,SXD218ZS.0,,1,1145,40,224,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415816,ACTTD567/8AHB80ZS.0,,1,1146,40,220,BRTR BC31 Astorga-PR,"3,0000",,,,
,X4E,UR272415815,ACYXA938/ACTTC538ZL.0,,1,1147,40,216,BRTR BC31 Astorga-PR,"2,0000",,,"2,0000",
,X4E,UR272415814,SXD3239ZL.0,,1,1148,40,212,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415813,LOTTD246ZL.0;LOTTD246ZL.2;LOTTD246ZL.3/8CEB55,,1,1149,40,208,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415812,ACTJD211/ACFXB447,,1,1150,40,204,BRTR BC31 Astorga-PR,"2,0000",,,,
,X4E,UR272415811,SXD3249ZL.0,,1,1151,40,200,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415810,ACTTC478ZS.0/ACFXB447,,1,1152,40,196,BRTR BC31 Astorga-PR,"5,0000",,,,
,X4E,UR272415809,ACFYC570/B6T7T943ZS.2,,1,1153,40,192,BRTR BC31 Astorga-PR,"3,0000",,,,
,X4E,UR272415808,LOTTE136/8XHB86ZS.0,,1,1154,40,188,BRTR BC31 Astorga-PR,"2,0000",,,,
,X4E,UR272415807,ACTTF511ZL.0/ACFXB447,,1,1155,40,184,BRTR BC31 Astorga-PR,"3,0000",,,,
,X4E,UR272415806,LOYFD990/WTP6741ZL.2,,1,1156,40,180,BRTR BC31 Astorga-PR,"4,0000",,,,
,X4E,UR272415805,2XHB96/B6T7T943ZS.2,,1,1157,40,176,BRTR BC31 Astorga-PR,"3,0000",,,,
,X4E,UR272415804,ACTTE391/8CEB55,,1,1158,40,172,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415803,LOTTC106ZL.0;LOTTC106ZL.1;LOTTC106ZL.2/8CEB55,,1,1159,41,172,BRTR BC31 Astorga-PR,"2,0000",,2,"2,0000",
,X4E,UR272415802,SXD218ZS.0,,1,1160,41,176,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415801,SXD218ZS.0,,1,1161,41,180,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415800,SXD218ZS.0,,1,1162,41,184,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415799,ACTTF491ZL.0/ACFXB447,,1,1163,41,188,BRTR BC31 Astorga-PR,"4,0000",,,,
,X4E,UR272415798,D8BB33/2DEB35ZL.3,,1,1164,41,192,BRTR BC31 Astorga-PR,"2,0000",,,,
,X4E,UR272415797,SXD218ZS.0,,1,1165,41,196,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415796,ACTTF481ZL.0/8CEB55,,1,1166,41,200,BRTR BC31 Astorga-PR,"1,0000",,2,"2,0000",
,X4E,UR272415795,DKB360PRO3,,1,1167,41,204,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415794,ACTTD460/8AHB80ZS.0,,1,1168,41,208,BRTR BC31 Astorga-PR,"2,0000",,,,
,X4E,UR272415793,SXD218ZS.0,,1,1169,41,212,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415792,LOTTE480/8CEB55,,1,1170,41,216,BRTR BC31 Astorga-PR,"1,0000",,2,"2,0000",
,X4E,UR272415791,SX8394ZS.0,,1,1171,41,220,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415790,SXD218ZS.0,,1,1172,41,224,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415789,SXD218ZS.0,,1,1173,42,224,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415788,ACYFE908/MTTTC278ZL.0,,1,1174,42,220,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415787,ACYFB828/WTP6741ZL.2,,1,1175,42,216,BRTR BC31 Astorga-PR,"2,0000",,,,
,X4E,UR272415786,LOTTD256ZL.0;LOTTD256ZL.1;LOTTD256ZL.2/1YHB35,,1,1176,42,212,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415785,SXD218ZS.0,,1,1177,42,208,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415784,ACFYC600/WTP6741ZL.2,,1,1178,42,204,BRTR BC31 Astorga-PR,"4,0000",,,,
,X4E,UR272415783,SXD3249ZL.0,,1,1179,42,200,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415782,SXD218ZS.0,,1,1180,42,196,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415781,DKB255PRO3,,1,1181,42,192,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415780,ACTTD281/8AHB80ZS.0,,1,1182,42,188,BRTR BC31 Astorga-PR,"2,0000",,,,
,X4E,UR272415779,SXD3239ZL.0,,1,1183,42,184,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415778,WXXB314ZL.2;WXXB314ZL.3/8CEB55,,1,1184,42,180,BRTR BC31 Astorga-PR,"1,0000",,2,"2,0000",
,X4E,UR272415777,SXD218ZS.0,,1,1185,42,176,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415776,LOTTD520/8XHB86ZS.0,,1,1186,42,172,BRTR BC31 Astorga-PR,"2,0000",,,,
,X4E,UR272415775,SXD218ZS.0,,1,1187,43,172,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415774,SXD218ZS.0,,1,1188,43,176,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415773,LOPPB130/8AHB80ZS.0,,1,1189,43,180,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415772,ACTTE331WG.0/ACFXB447,,1,1190,43,184,BRTR BC31 Astorga-PR,"3,0000",,,,
,X4E,UR272415771,LOTTD246ZL.0;LOTTD246ZL.2;LOTTD246ZL.3/ACFXB447,,1,1191,43,188,BRTR BC31 Astorga-PR,"3,0000",,,,
,X4E,UR272415770,ACFYC151/WTP6741ZL.2,,1,1192,43,192,BRTR BC31 Astorga-PR,"2,0000",,,,
,X4E,UR272415769,ACTTD470/ACFXB447,,1,1193,43,196,BRTR BC31 Astorga-PR,"2,0000",,,,
,X4E,UR272415768,WTT7301ZL.0/ACFXB447,,1,1194,43,200,BRTR BC31 Astorga-PR,"5,0000",,,,
,X4E,UR272415767,C8BB94/2DEB35ZL.3,,1,1195,43,204,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415766,LOYFC970/WTP6741ZL.2,,1,1196,43,208,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415765,DKB360PRO3,,1,1197,43,212,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415764,WYFA533/ACTTC538ZL.0,,1,1198,43,216,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415763,WYFB133/MTTTC278ZL.0,,1,1199,43,220,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415762,ACTTE391/ACFXB447,,1,1200,43,224,BRTR BC31 Astorga-PR,"3,0000",,,,
,X4E,UR272415761,ACTTD440/8CEB55,,1,1201,44,224,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415760,SXD218ZS.0,,1,1202,44,220,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415759,LOTTE216ZL.0;LOTTE216ZL.1;LOTTE216ZL.4/1YHB35,,1,1203,44,216,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415758,LOYFB100/B6T7T943ZS.2,,1,1204,44,212,BRTR BC31 Astorga-PR,"3,0000",,,,
,X4E,UR272415757,DKB265PRO3,,1,1205,44,208,BRTR BC31 Astorga-PR,"1,0000",,2,,
,X4E,UR272415756,WYFA824/B6T7T943ZS.2,,1,1206,44,204,BRTR BC31 Astorga-PR,"2,0000",,,,
,X4E,UR272415755,LOTTE086ZL.0;LOTTE086ZL.2/WYF6191,,1,1207,44,200,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415754,WYXC512/WTP6741ZL.2,,1,1208,44,196,BRTR BC31 Astorga-PR,"2,0000",,,,
,X4E,UR272415753,B7T7T614ZL.0;B7T7T614ZL.2;B7T7T614ZL.4/WYF6191,,1,1209,44,192,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415752,SXD218ZS.0,,1,1210,44,188,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415751,SXD218ZS.0,,1,1211,44,184,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415750,SXD218ZS.0,,1,1212,44,180,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415749,8XHB78/2DEB35ZL.3,,1,1213,44,176,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415748,UBTTE120ZL.0/ACFXB447,,1,1214,44,172,BRTR BC31 Astorga-PR,"2,0000",,,,
,X4E,UR272415747,SXD218ZS.0,,1,1215,45,172,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415746,SXD218ZS.0,,1,1216,45,176,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415745,WYFD945/MTTTC278ZL.0,,1,1217,45,180,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415744,SXD218ZS.0,,1,1218,45,184,BRTR BC31 Astorga-PR,,,,,
,X4E,UR272415743,ACTTE321ZL.0/WYF6191,,1,1219,45,188,BRTR BC31 Astorga-PR,"2,0000",,,,
,X4E,UR272415742,ACTTE351ZL.0/8CEB55,,1,1220,45,192,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415741,LOTTD246ZL.0;LOTTD246ZL.2;LOTTD246ZL.3/ACFXB447,,1,1221,45,196,BRTR BC31 Astorga-PR,"1,0000",,,,
,X4E,UR272415740,ACYFC800/WTP6741ZL.2,,1,1222,45,200,BRTR BC31 Astorga-PR,"3,0000",,,,
,X4E,UR272415739,LOYFC040/B6T7T943ZS.2,,1,1223,45,204,BRTR BC31 Astorga-PR,"2,0000",,,,
,X4E,UR272415738,LOFYB640/MTTTC278ZL.0,,1,1224,45,208,BRTR BC31 Astorga-PR,"3,0000",,,,
,501,UR271230829,MG580PWU,MG580PWU,1,1001,24,8,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230828,DKB265PRO3,DKB265PRO3,1,1002,24,4,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230827,P3282VYH,P3282VYH,1,1003,25,4,BRTR BC33 Itaporã-MS,"1,0000",,,,
,501,UR271230826,SXD3239ZL.0,NK467VIP3,1,1004,25,8,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230825,SZ6995ZS.0,NS45VIP3,1,1005,25,12,BRTR BC33 Itaporã-MS,"7,0000",,,,
,501,UR271230824,MG408PWU,MG408PWU,1,1006,25,16,BRTR BC33 Itaporã-MS,"1,0000",,,,
,501,UR271230823,IJ7643/B6T7T943ZS.2,SXA1011ZL.0 B6T7T943ZS.2/IJ7643,1,1007,25,20,BRTR BC33 Itaporã-MS,"4,0000",,,,
,501,UR271230822,SX5885ZS.0,NK488VIP3,1,1008,25,24,BRTR BC33 Itaporã-MS,"6,0000",,,,
,501,UR271230821,SX5885ZS.0,NK488VIP3,1,1009,25,28,BRTR BC33 Itaporã-MS,"6,0000",,,,
,501,UR271230820,FORMULAWT.0,FORMULAVIP2,1,1010,25,32,BRTR BC33 Itaporã-MS,"6,0000",,,,
,501,UR271230819,SX5885ZS.0,NK488VIP3,1,1011,25,36,BRTR BC33 Itaporã-MS,"6,0000",,,,
,501,UR271230818,8CHB55/2DEB35,SXC1442 2DEB35/8CHB55,1,1012,25,40,BRTR BC33 Itaporã-MS,"1,0000",,,,
,501,UR271230817,SX5885ZS.0,NK488VIP3,1,1013,25,44,BRTR BC33 Itaporã-MS,"6,0000",,,,
,501,UR271230816,SX5885ZS.0,NK488VIP3,1,1014,25,48,BRTR BC33 Itaporã-MS,"6,0000",,,,
,501,UR271230815,SX5885ZS.0,NK488VIP3,1,1015,25,52,BRTR BC33 Itaporã-MS,"6,0000",,,,
,501,UR271230814,D8BB29/2DEB35,SXC1452 2DEB35/D8BB29,1,1016,25,56,BRTR BC33 Itaporã-MS,"1,0000",,,,
,501,UR271230813,ACTTC377BB.0/8AHB80ZS.0,SXB1462ZL.0 8AHB80ZS.0/ACTTC377BB.0,1,1017,25,60,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230812,ACTTE628ZS.0/ACYFC487,SXC1472ZL.0 ACTTE628ZS.0/ACYFC487,1,1018,25,64,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230811,ACYYD959/B6T7T943ZS.2,SXC1482ZL.0 B6T7T943ZS.2/ACYYD959,1,1019,26,64,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230810,ACYFB838/B6T7T943ZS.2,SXC1492ZL.0 B6T7T943ZS.2/ACYFB838,1,1020,26,60,BRTR BC33 Itaporã-MS,"4,0000",,,,
,501,UR271230809,LOFYD700/B6T7T943ZS.2,SXB1502ZL.0 B6T7T943ZS.2/LOFYD700,1,1021,26,56,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230808,8AHB18/WTP6741ZL.2,SXC1512ZL.0 WTP6741ZL.2/8AHB18,1,1022,26,52,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230807,ACTTC488ZS.0/WYFD153,SXB1522ZL.0 ACTTC488ZS.0/WYFD153,1,1023,26,48,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230806,WTTB265/8AHB80ZS.0,SXC1532ZL.0 8AHB80ZS.0/WTTB265,1,1024,26,44,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230805,8AHB79ZS.0/ACIJ7226,SXA1542ZL.0 8AHB79ZS.0/ACIJ7226,1,1025,26,40,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230804,C8EB48/2AHB26ZS.0,SXC1552ZL.0 2AHB26ZS.0/C8EB48,1,1026,26,36,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230803,8AHB79ZS.0/ACIJ7006,SXB1562ZL.0 8AHB79ZS.0/ACIJ7006,1,1027,26,32,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230802,ACTTC187/8AHB79ZS.0,SXB1572ZL.0 8AHB79ZS.0/ACTTC187,1,1028,26,28,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230801,FORMULAWT.0,FORMULAVIP2,1,1029,26,24,BRTR BC33 Itaporã-MS,"6,0000",,,,
,501,UR271230800,FORMULAWT.0,FORMULAVIP2,1,1030,26,20,BRTR BC33 Itaporã-MS,"6,0000",,,,
,501,UR271230799,FORMULAWT.0,FORMULAVIP2,1,1031,26,16,BRTR BC33 Itaporã-MS,"6,0000",,,,
,501,UR271230798,SXB1432ZL.0,SXB1432ZL.0 8AHB80ZS.0/BCTT241,1,1032,26,12,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230797,SX5885ZS.0,NK488VIP3,1,1033,26,8,BRTR BC33 Itaporã-MS,"7,0000",,,,
,501,UR271230796,SXD3249ZL.0,NS75VIP3,1,1034,26,4,BRTR BC33 Itaporã-MS,"1,0000",,,,
,501,UR271230795,DKB255PRO3,DKB255PRO3,1,1035,27,4,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230794,DKB360PRO3,DKB360PRO3,1,1036,27,8,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230793,SX8394ZS.0,NS73VIP3,1,1037,27,12,BRTR BC33 Itaporã-MS,"1,0000",,,,
,501,UR271230792,MG545PWU,MG545PWU,1,1038,27,16,BRTR BC33 Itaporã-MS,"1,0000",,,,
,501,UR271230791,SXC2320VIP3,NK503VIP3,1,1039,27,20,BRTR BC33 Itaporã-MS,"1,0000",,,,
,501,UR271230790,SX7005ZS.0,NK505VIP3,1,1040,27,24,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230789,SYN7205ZS.0,STATUSVIP3,1,1041,27,28,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230788,8CEB54/WTP6741ZL.2,SXC1931ZL.0,1,1042,27,32,BRTR BC33 Itaporã-MS,"1,0000",,,,
,501,UR271230787,ACYYE978/WTP6741ZL.2,SXC1331ZL.0 WTP6741ZL.2/ACYYE978,1,1043,27,36,BRTR BC33 Itaporã-MS,"1,0000",,,,
,501,UR271230786,WYXC202/WTP6741ZL.2,SXC2402ZL.0,1,1044,27,40,BRTR BC33 Itaporã-MS,"1,0000",,,,
,501,UR271230785,ACYFA287/B6T7T943ZS.2,SXC2502ZL.0,1,1045,27,44,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230784,WFX9084/WTP6741ZL.2,SXC2811ZL.0,1,1046,27,48,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230783,ACYFD839/B6T7T943ZS.2,SXC2602ZL.0,1,1047,27,52,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230782,WYF6150/WTP6741ZL.2,SXC2611ZL.0 WTP6741ZL.2/WYF6150,1,1048,27,56,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230781,ACYFB858/WTP6741ZL.2,SXC2702ZL.0,1,1049,27,60,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230780,WYFD945/WTP6741ZL.2,SXC2902ZL.0,1,1050,27,64,BRTR BC33 Itaporã-MS,"4,0000",,,,
,501,UR271230779,ZYFG365/WTP6741ZL.2,SXD2002ZL.0,1,1051,28,64,BRTR BC33 Itaporã-MS,"4,0000",,,,
,501,UR271230778,SXD2270ZL.0,SXD2270ZL.0,1,1052,28,60,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230777,LOYFB060/WTP6741ZL.2,SXC2622ZL.0 WTP6741ZL.2/LOYFB060,1,1053,28,56,BRTR BC33 Itaporã-MS,"5,0000",,,,
,501,UR271230776,SX5885ZS.0,NK488VIP3,1,1054,28,52,BRTR BC33 Itaporã-MS,"6,0000",,,,
,501,UR271230775,SX5885ZS.0,NK488VIP3,1,1055,28,48,BRTR BC33 Itaporã-MS,"6,0000",,,,
,501,UR271230774,ACYFD839/WTP6741ZL.2,SXC2642ZL.0 WTP6741ZL.2/ACYFD839,1,1056,28,44,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230773,8BHB31/WTP6741WT.0,SXC1582WT.0 WTP6741WT.0/8BHB31,1,1057,28,40,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230772,WYFA824/WTP6741ZL.2,SXC2652ZL.0 WTP6741ZL.2/WYFA824,1,1058,28,36,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230771,ACFYC479/B6T7T943ZS.2,SXC2662ZL.0 B6T7T943ZS.2/ACFYC479,1,1059,28,32,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230770,ACTTE628ZS.0/8XHB78,SXC2672ZL.0 ACTTE628ZS.0/8XHB78,1,1060,28,28,BRTR BC33 Itaporã-MS,"1,0000",,,,
,501,UR271230769,ACTTE628ZS.0/WYFD153,SXC2682ZL.0 ACTTE628ZS.0/WYFD153,1,1061,28,24,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230768,WTT8210WT.2/WYFC994,SXD2692WT.0 WTT8210WT.2/WYFC994,1,1062,28,20,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230767,ACTTC187/8AHB80ZS.0,SXC1592ZL.0 8AHB80ZS.0/ACTTC187,1,1063,28,16,BRTR BC33 Itaporã-MS,"1,0000",,,,
,501,UR271230766,LOTTD256ZL.0/8XHB78,SXD2712ZL.0 LOTTD256ZL.0/8XHB78,1,1064,28,12,BRTR BC33 Itaporã-MS,"4,0000",,,,
,501,UR271230765,SX5885ZS.0,NK488VIP3,1,1065,28,8,BRTR BC33 Itaporã-MS,"6,0000",,,,
,501,UR271230764,LOFYD680/WTP6741ZL.2,SXC2732ZL.0 WTP6741ZL.2/LOFYD680,1,1066,28,4,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230763,ACYYE998/B6T7T943ZS.2,SXD2742ZL.0 B6T7T943ZS.2/ACYYE998,1,1067,29,4,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230762,ACFXB447/B6T7T943ZS.2,SXC2752ZL.0 B6T7T943ZS.2/ACFXB447,1,1068,29,8,BRTR BC33 Itaporã-MS,"4,0000",,,,
,501,UR271230761,SX5885ZS.0,NK488VIP3,1,1069,29,12,BRTR BC33 Itaporã-MS,"7,0000",,,,
,501,UR271230760,ACYFB828/WTP6741WT.0,SXC2762WT.0 WTP6741WT.0/ACYFB828,1,1070,29,16,BRTR BC33 Itaporã-MS,"1,0000",,,,
,501,UR271230759,D8BB29/WTP6741ZL.2,SXD2772ZL.0 WTP6741ZL.2/D8BB29,1,1071,29,20,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230758,8AHB14/WTP6741ZL.2,SXD2782ZL.0 WTP6741ZL.2/8AHB14,1,1072,29,24,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230757,LOYXG080/B6T7T943ZS.2,SXC2792ZL.0 B6T7T943ZS.2/LOYXG080,1,1073,29,28,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230756,WYFB133/WTP6741ZL.2,SXC2812ZL.0 WTP6741ZL.2/WYFB133,1,1074,29,32,BRTR BC33 Itaporã-MS,"1,0000",,,,
,501,UR271230755,8AHB14/WTP6741ZL.2,SXD2782ZL.0 WTP6741ZL.2/8AHB14,1,1075,29,36,BRTR BC33 Itaporã-MS,"1,0000",,,,
,501,UR271230754,WYFA804/WTP6741ZL.2,SXC2822ZL.0 WTP6741ZL.2/WYFA804,1,1076,29,40,BRTR BC33 Itaporã-MS,"1,0000",,,,
,501,UR271230753,D8BB29/WTP6741ZL.2,SXD2772ZL.0 WTP6741ZL.2/D8BB29,1,1077,29,44,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230752,WTP6741ZL.2/8XHB78,SXB1250ZL.0,1,1078,29,48,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230751,WYFC372/B7T7T812ZS.4,SXC2842ZL.0 B7T7T812ZS.4/WYFC372,1,1079,29,52,BRTR BC33 Itaporã-MS,"2,0000",,,,
,501,UR271230750,LOTTD266/8XHB78,SXC2852 LOTTD266/8XHB78,1,1080,29,56,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230749,SXD218ZS.0,NS80VIP3,1,1081,29,60,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230748,SXD228ZS.0,NK520VIP3,1,1082,29,64,BRTR BC33 Itaporã-MS,"3,0000",,,,
,501,UR271230747,K9606VIP3,K9606VIP3,1,1083,30,64,BRTR BC33 Itaporã-MS,"4,0000",,,,
,501,UR271230746,P4285VYHR,P4285VYHR,1,1084,30,60,BRTR BC33 Itaporã-MS,"3,0000",,,,
