#,PSS:EXT:LOC:LOCNM,PSS:EXT:EXTID,PSS:EXT:LOC:LOCCD,PSS:EXT:EXTNO,PSS:EEXT:MAT:MATID,PSS:PLOT:BARCD,PSS:BARCD,PSS:REPNO,PSS:PLTID,PSS:STRNG,PSS:STROW,PSS:MSEQNO,PSS:EEXT:MAT:ABBRC,PSS:EEXT:MAT:HGHNM,PSS:EEXT:MAT:VH:VHNM,PSS:EEXT:MAT:GHTV,PSS:EXT:EXP:EXTID,PSS:DLLFR,PSS:SCLBR,PSS:GRLSR,PSS:SRSTR,PSS:ANLBR,PSS:CRSTR,PSS:HELMR,PSS:LFSPR,PSS:STRIP,PSS:STRSR,PSS:EARTR,PSS:HEL1R,PSS:HEL2R,PSS:HEL3R,PSS:FEARN,PSS:FLISP,PSS:VIRUR,PSS:COSTR,PSS:PRMDN,PSS:PRMDP,PSS:EEXT:MAT:VH:VHNO,PSS:STD_N,PSS:BRRNN,PSS:YGSMN,PSS:YGMRN,PSS:rGWTPN,PSS:TWHMN,PSS:BRRNP,PSS:GWTPN,PSS:GMSTP,PSS:YGHMN,PSS:rGMSTP,PSS:TWSMN,PSS:PLTQR,PSS:tGWTPN,PSS:tGMSTP,PSS:ERHTN,PSS:PLHTN,PSS:SLK5N,PSS:POL5D,PSS:SLK5D,PSS:POL5N,PSS:EXT:LOC:GEODV,PSS:EXT:LOC:LONG,PSS:EXT:LOC:LAT,PSS:EXT:EXP:REMRK
,BRTR BC49 Pato Branco-PR,22WNBPEYG6L1BC49,BC49,6L1,21ALL112XXK_MM,,UR271094583,2,2042,5,1,15,MG580PWU,MG580PWU,MG580PWU,,22WNBPEYG6L1,,,,,,,2,2,,,,,,,,,,5.0000,,,MG580PWU,,,,,,,,,,,,,1,,,,,,,,,12,-52.64136030,-26.17437550,
,BRTR BC48 Dois vizinhos-PR,22WNBPEYG6L1BC48,BC48,6L1,21ALL112YF8_MM,,UR271089840,2,2042,8,81,89,SXC1641ZL.0,SXC1641ZL.0 WTP6741ZL.2/D8EB94,SXC1641ZL.0 WTP6741ZL.2/D8EB94,,22WNBPEYG6L1,,,,,,,2,,,,,,,,,,,3.0000,,,SXC1641ZL.0,,0,,,,,,,,,,,1,,,,,,,,,12,-53.14365570,-25.81714600,
,BRTR BC47 N. Prata Iguaçu-PR,22WNBPEYG6L1BC47,BC47,6L1,21ALL11288L_MM,,UR271093665,2,2042,9,17,242,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,,,,SX5885ZS.0,,,,,,,,,,,,,1,,,,,,,,,12,-53.37858370,-25.63575200,
,BRTR BC01 Stª T. Itaipu-PR,22WNACYG501BC01,BC01,501,21ALL11288L_MM,,UR271232763,2,2043,8,40,147,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNACYG501,,,,,,,,2,,,,,,,,,,2.0000,,,SX5885ZS.0,57,,,,,,,,,,,,1,,,,,,,,,12,-54.47528800,-25.41016500,
,BRTR BC31 Astorga-PR,22WNACYG501BC31,BC31,501,22AC653852,,UR271230891,2,2043,11,9,147,8AHB14/WTP6741ZL.2,SXD2782ZL.0 WTP6741ZL.2/8AHB14,SXD2782ZL.0 WTP6741ZL.2/8AHB14,,22WNACYG501,,,,,,,,,,,,,,,,,,2.0000,,,SXD2782ZL.0,,,,,,,,,,,,,1,,,,,,,,,12,-51.68371000,-23.25147000,
,BRTR BC14 Ubirata-PR,22WNACYG501BC14,BC14,501,22AC654211,,UR271229851,2,2043,6,289,147,WTT8210WT.2/WYFC994,SXD2692WT.0 WTT8210WT.2/WYFC994,SXD2692WT.0 WTT8210WT.2/WYFC994,,22WNACYG501,,,,,,,2,2,,,,,,,,,,3.0000,,,SXD2692WT.0,50,,,,,,,,,,,,1,,,,,,,,,12,-53.01481000,-24.46203000,
,BRTR BC01 Stª T. Itaipu-PR,22WNBPEYG6L1BC01,BC01,6L1,21ALL112YEX_MM,,UR271092746,2,2043,13,9,24,SX6003ZS.0,NK422VIP3,NK422VIP3,,22WNBPEYG6L1,,,,,,,,1,,,,,,,,,,2.0000,,,SX6003ZS.0,48,,,,,,,,,,,,5,,,,,,,,,12,-54.47528800,-25.41016500,
,BRTR BC33 Itaporã-MS,22WNACYG501BC33,BC33,501,22AC652743,,UR271230683,2,2043,34,64,147,IJ7643/B6T7T943ZS.2,SXA1011ZL.0 B6T7T943ZS.2/IJ7643,SXA1011ZL.0 B6T7T943ZS.2/IJ7643,,22WNACYG501,,,,,,,,,,,,,,,,,,4.0000,,,SXA1011ZL.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC02 Santa Helena-PR,22WNBPEYG6L1BC02,BC02,6L1,21ALL112XXK_MM,,UR271093358,2,2043,8,24,330,MG580PWU,MG580PWU,MG580PWU,,22WNBPEYG6L1,,,,,,,,2,,,,,,,,,,,,,MG580PWU,56,0,,,,,,,,,,,1,,,,,,,,,12,-54.37937300,-24.93076300,
,BRTR BC31 Astorga-PR,22WNBPEYG6L1BC31,BC31,6L1,21ALL112XX4_MM,,UR271090757,2,2043,16,56,16,B2702VYHR,B2702VYHR,B2702VYHR,,22WNBPEYG6L1,,,,,,,,2,,,,,,,,,,2.0000,,,B2702VYHR,52,,,,,,,,,,,,1,,,,,,,,,12,-51.68371000,-23.25147000,
,BRTR BC06 Cascavel-PR,22WNBPEYG6L1BC06,BC06,6L1,21ALL112YF2_MM,,UR271095806,2,2043,24,40,90,SX7331ZS.2,SUPREMOVIP3,SUPREMOVIP3,,22WNBPEYG6L1,1.0000,,,,,,2,2,,,,,,,,,,2.0000,,,SX7331ZS.2,58,1,,,,,,,,,,,1,,,,,,,,,12,-53.60597600,-25.00692000,
,BRTR BC02 Santa Helena-PR,22WNACYG501BC02,BC02,501,21ALL11288L_MM,,UR271229643,2,2043,5,73,563,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNACYG501,,,,,,,,2,,,,,,,,,,,,,SX5885ZS.0,,,,,,,,,,,,,5,,,,,,,,,12,-54.37937300,-24.93076300,
,BRTR BC04 Corbélia- PR,22WNACYG501BC04,BC04,501,22AC653850,,UR271227147,2,2043,8,104,355,LOFYD680/WTP6741ZL.2,SXC2732ZL.0 WTP6741ZL.2/LOFYD680,SXC2732ZL.0 WTP6741ZL.2/LOFYD680,,22WNACYG501,,,,,,,,,,,,,,,,,,1.0000,,,SXC2732ZL.0,,,,,,,,,,,,,1,,,,,,,,,12,-53.46601000,-24.82537000,
,BRTR BC06 Cascavel-PR,22WNACYG501BC06,BC06,501,22AC650764,,UR271226107,2,2043,11,9,147,D8BB29/2DEB35,SXC1452 2DEB35/D8BB29,SXC1452 2DEB35/D8BB29,,22WNACYG501,1.0000,,,,,,1,2,,,,,,,,,,2.0000,,,SXC1452,60,,,,,,,,,,,,1,,,,,,,,,12,-53.60597600,-25.00692000,
,BRTR BC22 S.Seb.Amoreira-PR,22WNBPEYG6L1BC22,BC22,6L1,21ALL112YEN_MM,,UR271095500,2,2043,20,40,90,SYN7205ZS.0,STATUSVIP3,STATUSVIP3,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,,,,NB7205ZS.0,58,0,,,,,,,,,,,1,,,,,,,,,12,-50.76517000,-23.43976000,
,BRTR BC14 Ubirata-PR,22WNBPEYG6L1BC14,BC14,6L1,21ALL112YFJ_MM,,UR271094123,2,2043,7,136,243,SXD2621ZL.0,SXD2621ZL.0 WTP6741ZL.2/2SHB03,SXD2621ZL.0 WTP6741ZL.2/2SHB03,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,,,,SXD2621ZL.0,,,,,,,,,,,,,9,,,,,,,,,12,-53.01481000,-24.46203000,
,BRTR BC38 Rio Brilhante-MS,22WNACYG501BC38,BC38,501,22AC653844,,UR271226315,2,2043,30,48,147,WYFA804/WTP6741ZL.2,SXC2822ZL.0 WTP6741ZL.2/WYFA804,SXC2822ZL.0 WTP6741ZL.2/WYFA804,,22WNACYG501,,,,,,,2,2,,,,,,,,,,1.0000,,,SXC2822ZL.0,61,,,,,,,,,,,,1,,,,,,,,,12,-54.59348000,-21.77285000,
,BRTR BC33 Itaporã-MS,22WNBPEYG6L1BC33,BC33,6L1,21ALL112YFC_MM,,UR271093052,2,2043,14,40,90,SXC2320VIP3,NK503VIP3,NK503VIP3,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,3.0000,,,SXC2320ZS.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC47 N. Prata Iguaçu-PR,22WNBPEYG6L1BC47,BC47,6L1,21ALL11288Q_MM,,UR271093664,2,2043,9,25,243,DEFENDERZS.1,DEFENDERVIP3,DEFENDERVIP3,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,,,,SYN7G17ZS.1,,,,,,,,,,,,,1,,,,,,,,,12,-53.37858370,-25.63575200,
,BRTR BC04 Corbélia- PR,22WNBPEYG6L1BC04,BC04,6L1,21ALL112YFL_MM,,UR271091522,2,2043,11,57,169,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNBPEYG6L1,,,,,,,3,,,,,,,,,,,2.0000,,,SXD3239ZL.0,57,,,,,,,,,,,,1,,,,,,,,,12,-53.46601000,-24.82537000,
,BRTR BC44 Ventania-PR,22WNBPEYG6L1BC44,BC44,6L1,20ALL112NDE_MM,,UR271095653,2,2043,15,41,90,FORMULAWT.0,FORMULAVIP2,FORMULAVIP2,,22WNBPEYG6L1,,,,,,,3,6,,,,,,,,,,2.0000,,,FORMULAWT.0,,,,,,,,,,,,,,,,,,,,,,12,-50.17738630,-24.38310240,
,BRTR BC49 Pato Branco-PR,22WNBPEYG6L1BC49,BC49,6L1,21ALL112YFA_MM,,UR271094582,2,2043,5,9,16,SXC2251TG.0,SXC2251TG.0,SXC2251TG.0,,22WNBPEYG6L1,,,,,,,2,2,,,,,,,,,,1.0000,,,SXC2251TG.0,,,,,,,,,,,,,1,,,,,,,,,12,-52.64136030,-26.17437550,
,BRTR BC48 Dois vizinhos-PR,22WNBPEYG6L1BC48,BC48,6L1,21ALL11288Q_MM,,UR271089839,2,2043,8,89,90,DEFENDERZS.1,DEFENDERVIP3,DEFENDERVIP3,,22WNBPEYG6L1,,,,,,,2,,,,,,,,,,,2.0000,,,SYN7G17ZS.1,,0,,,,,,,,,,,1,,,,,,,,,12,-53.14365570,-25.81714600,
,BRTR BC38 Rio Brilhante-MS,22WNBPEYG6L1BC38,BC38,6L1,21ALL112YG2_MM,,UR271089074,2,2043,12,8,90,SYC7441ZL.0,SYC7441ZL.0,SYC7441ZL.0,,22WNBPEYG6L1,,,,,,,2,2,,,,,,,,,,2.0000,,,SYC7441ZL.0,57,,,,,,,,,,,,1,,,,,,,,,12,-54.59348000,-21.77285000,
,BRTR BC33 Itaporã-MS,22WNJDYGVTSBC33,BC33,VTS,21ALL11288L_MM,,UR272463691,2,2043,87,112,151,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNJDYGVTS,,,,,,,,,,,,,,,,,,,,,SX5885ZS.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC02 Santa Helena-PR,22WNACYG501BC02,BC02,501,21ALL11288L_MM,,UR271229642,2,2044,5,77,564,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNACYG501,,,,,,,,2,,,,,,,,,,,,,SX5885ZS.0,,,,,,,,,,,,,5,,,,,,,,,12,-54.37937300,-24.93076300,
,BRTR BC14 Ubirata-PR,22WNACYG501BC14,BC14,501,22AC651266,,UR271229850,2,2044,6,293,148,B7T1C128ZS.1/B6T7T943ZS.2/8XHB78,SXD3922ZL.0 B7T1C128ZS.1/B6T7T943ZS.2/8XHB78,SXD3922ZL.0 B7T1C128ZS.1/B6T7T943ZS.2/8XHB78,,22WNACYG501,,,,,,,2,2,,,,,,,,,,3.0000,,,SXD3922ZL.0,52,,,,,,,,,,,,1,,,,,,,,,12,-53.01481000,-24.46203000,
,BRTR BC31 Astorga-PR,22WNBPEYG6L1BC31,BC31,6L1,21ALL112XX1_MM,,UR271090756,2,2044,16,48,17,B2401PWU,B2401PWU,B2401PWU,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,2.0000,,,B2401PWU,49,,,,,,,,,,,,1,,,,,,,,,12,-51.68371000,-23.25147000,
,BRTR BC22 S.Seb.Amoreira-PR,22WNBPEYG6L1BC22,BC22,6L1,21ALL112YGB_MM,,UR271095499,2,2044,20,32,91,SZE6111TG.0,SZE6111TG.0,SZE6111TG.0,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,,,,SZE6111TG.0,60,0,,,,,,,,,,,1,,,,,,,,,12,-50.76517000,-23.43976000,
,BRTR BC02 Santa Helena-PR,22WNBPEYG6L1BC02,BC02,6L1,21ALL112YEL_MM,,UR271093357,2,2044,16,168,444,SYN7G17ZS.1,DEFENDERVIP3,DEFENDERVIP3,,22WNBPEYG6L1,,,,,,,,2,,,,,,,,,,,,,SYN7G17ZS.1,53,0,,,,,,,,,,,1,,,,,,,,,12,-54.37937300,-24.93076300,
,BRTR BC01 Stª T. Itaipu-PR,22WNACYG501BC01,BC01,501,20ALL112NDE_MM,,UR271232762,2,2044,8,36,148,FORMULAWT.0,FORMULAVIP2,FORMULAVIP2,,22WNACYG501,,,,,,,,2,,,,,,,,,,2.0000,,,FORMULAWT.0,44,,,,,,,,,,,,9,,,,,,,,,12,-54.47528800,-25.41016500,
,BRTR BC01 Stª T. Itaipu-PR,22WNBPEYG6L1BC01,BC01,6L1,21ALL112YEL_MM,,UR271092745,2,2044,22,40,138,SYN7G17ZS.1,DEFENDERVIP3,DEFENDERVIP3,,22WNBPEYG6L1,,,,,,,,2,,,,,,,,,,1.0000,,,SYN7G17ZS.1,53,,,,,,,,,,,,5,,,,,,,,,12,-54.47528800,-25.41016500,
,BRTR BC06 Cascavel-PR,22WNACYG501BC06,BC06,501,22AC654205,,UR271226106,2,2044,11,13,148,8AHB79ZS.0/ACIJ7006,SXB1562ZL.0 8AHB79ZS.0/ACIJ7006,SXB1562ZL.0 8AHB79ZS.0/ACIJ7006,,22WNACYG501,1.0000,,,,,,2,2,,,,,,,,,,4.0000,,,SXB1562ZL.0,58,,,,,,,,,,,,1,,,,,,,,,12,-53.60597600,-25.00692000,
,BRTR BC06 Cascavel-PR,22WNBPEYG6L1BC06,BC06,6L1,21ALL112YEY_MM,,UR271095805,2,2044,24,32,91,SX7005ZS.0,NK505VIP3,NK505VIP3,,22WNBPEYG6L1,1.0000,,,,,,2,2,,,,,,,,,,1.0000,,,SX7005ZS.0,59,1,,,,,,,,,,,1,,,,,,,,,12,-53.60597600,-25.00692000,
,BRTR BC33 Itaporã-MS,22WNACYG501BC33,BC33,501,21ALL11288L_MM,,UR271230682,2,2044,34,60,148,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNACYG501,,,,,,,,,,,,,,,,,,7.0000,,,SX5885ZS.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC38 Rio Brilhante-MS,22WNACYG501BC38,BC38,501,22AC653836,,UR271226314,2,2044,30,44,148,D8BB29/WTP6741ZL.2,SXD2772ZL.0 WTP6741ZL.2/D8BB29,SXD2772ZL.0 WTP6741ZL.2/D8BB29,,22WNACYG501,,,,,,,2,2,,,,,,,,,,2.0000,,,SXD2772ZL.0,61,,,,,,,,,,,,1,,,,,,,,,12,-54.59348000,-21.77285000,
,BRTR BC04 Corbélia- PR,22WNACYG501BC04,BC04,501,22AC652738,,UR271227146,2,2044,8,100,356,LOFYD700/B6T7T943ZS.2,SXB1502ZL.0 B6T7T943ZS.2/LOFYD700,SXB1502ZL.0 B6T7T943ZS.2/LOFYD700,,22WNACYG501,,,,,,,,,,,,,,,,,,2.0000,,,SXB1502ZL.0,,,,,,,,,,,,,1,,,,,,,,,12,-53.46601000,-24.82537000,
,BRTR BC31 Astorga-PR,22WNACYG501BC31,BC31,501,22AC652739,,UR271230890,2,2044,11,13,148,LOYXG080/B6T7T943ZS.2,SXC2792ZL.0 B6T7T943ZS.2/LOYXG080,SXC2792ZL.0 B6T7T943ZS.2/LOYXG080,,22WNACYG501,,,,,,,,,,,,,,,,,,3.0000,,,SXC2792ZL.0,,,,,,,,,,,,,1,,,,,,,,,12,-51.68371000,-23.25147000,
,BRTR BC14 Ubirata-PR,22WNBPEYG6L1BC14,BC14,6L1,21ALL112YF2_MM,,UR271094122,2,2044,8,129,244,SX7331ZS.2,SUPREMOVIP3,SUPREMOVIP3,,22WNBPEYG6L1,4.0000,,,,,,,,,,,,,,,,,2.0000,,,SX7331ZS.2,58,,,,,,,,,,,,1,,,,,,,,,12,-53.01481000,-24.46203000,
,BRTR BC44 Ventania-PR,22WNBPEYG6L1BC44,BC44,6L1,21ALL112XX9_MM,,UR271095652,2,2044,15,49,91,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNBPEYG6L1,,,,,,,4,1,,,,,,,,,,1.0000,,,DKB360PRO3,,,,,,,,,,,,,,,,,,,,,,12,-50.17738630,-24.38310240,
,BRTR BC48 Dois vizinhos-PR,22WNBPEYG6L1BC48,BC48,6L1,21ALL112YG8_MM,,UR271089838,2,2044,8,97,91,SZC4141ZL.0,SZC4141ZL.0,SZC4141ZL.0,,22WNBPEYG6L1,,,,,,,3,,,,,,,,,,,2.0000,,,SZC4141ZL.0,,0,,,,,,,,,,,1,,,,,,,,,12,-53.14365570,-25.81714600,
,BRTR BC33 Itaporã-MS,22WNBPEYG6L1BC33,BC33,6L1,21ALL112XX6_MM,,UR271093051,2,2044,14,32,91,DKB255PRO3,DKB255PRO3,DKB255PRO3,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,3.0000,,,DKB255PRO3,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC04 Corbélia- PR,22WNBPEYG6L1BC04,BC04,6L1,21ALL112XX7_MM,,UR271091521,2,2044,11,65,170,DKB265PRO3,DKB265PRO3,DKB265PRO3,,22WNBPEYG6L1,,,,,,,3,,,,,,,,,,,3.0000,,,DKB265PRO3,58,,,,,,,,,,,,1,,,,,,,,,12,-53.46601000,-24.82537000,
,BRTR BC49 Pato Branco-PR,22WNBPEYG6L1BC49,BC49,6L1,21ALL112XXQ_MM,,UR271094581,2,2044,5,17,17,P3282VYH,P3282VYH,P3282VYH,,22WNBPEYG6L1,,,,,,,2,2,,,,,,,,,,2.0000,,,P3282VYH,,,,,,,,,,,,,1,,,,,,,,,12,-52.64136030,-26.17437550,
,BRTR BC47 N. Prata Iguaçu-PR,22WNBPEYG6L1BC47,BC47,6L1,21ALL112YGH_MM,,UR271093663,2,2044,9,33,244,SZF6101ZL.0,SZF6101ZL.0,SZF6101ZL.0,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,4.0000,,,SZF6101ZL.0,,,,,,,,,,,,,1,,,,,,,,,12,-53.37858370,-25.63575200,
,BRTR BC38 Rio Brilhante-MS,22WNBPEYG6L1BC38,BC38,6L1,21ALL112YEV_MM,,UR271089073,2,2044,13,1,91,SW8015ZL.0,NS88VIP3,NS88VIP3,,22WNBPEYG6L1,,,,,,,,1,,,,,,,,,,1.0000,,,SW8015ZL.0,61,,,,,,,,,,,,1,,,,,,,,,12,-54.59348000,-21.77285000,
,BRTR BC33 Itaporã-MS,22WNJDYGVTSBC33,BC33,VTS,21ALL11288L_MM,,UR272463690,2,2044,87,108,152,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNJDYGVTS,,,,,,,,,,,,,,,,,,,,,SX5885ZS.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC31 Astorga-PR,22WNBPEYG6L1BC31,BC31,6L1,21ALL112XXQ_MM,,UR271090755,2,2045,16,40,18,P3282VYH,P3282VYH,P3282VYH,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,2.0000,,,P3282VYH,53,,,,,,,,,,,,1,,,,,,,,,12,-51.68371000,-23.25147000,
,BRTR BC06 Cascavel-PR,22WNBPEYG6L1BC06,BC06,6L1,21ALL11288Q_MM,,UR271095804,2,2045,24,24,92,DEFENDERZS.1,DEFENDERVIP3,DEFENDERVIP3,,22WNBPEYG6L1,1.0000,,,,,,2,2,,,,,,,,,,1.0000,,,SYN7G17ZS.1,59,0,,,,,,,,,,,1,,,,,,,,,12,-53.60597600,-25.00692000,
,BRTR BC02 Santa Helena-PR,22WNBPEYG6L1BC02,BC02,6L1,21ALL112YFG_MM,,UR271093356,2,2045,16,160,445,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNBPEYG6L1,,,,,,,,2,,,,,,,,,,,,,SXD218ZS.0,52,0,,,,,,,,,,,1,,,,,,,,,12,-54.37937300,-24.93076300,
,BRTR BC01 Stª T. Itaipu-PR,22WNBPEYG6L1BC01,BC01,6L1,21ALL112YGA_MM,,UR271092744,2,2045,22,32,139,SZD5211ZL.0,SZD5211ZL.0,SZD5211ZL.0,,22WNBPEYG6L1,,,,,,,,1,,,,,,,,,,1.0000,,,SZD5211ZL.0,51,,,,,,,,,,,,1,,,,,,,,,12,-54.47528800,-25.41016500,
,BRTR BC04 Corbélia- PR,22WNACYG501BC04,BC04,501,22AC653853,,UR271227145,2,2045,8,96,357,8AHB18/WTP6741ZL.2,SXC1512ZL.0 WTP6741ZL.2/8AHB18,SXC1512ZL.0 WTP6741ZL.2/8AHB18,,22WNACYG501,,,,,,,,,,,,,,,,,,2.0000,,,SXC1512ZL.0,,,,,,,,,,,,,1,,,,,,,,,12,-53.46601000,-24.82537000,
,BRTR BC01 Stª T. Itaipu-PR,22WNACYG501BC01,BC01,501,21ALL11288L_MM,,UR271232761,2,2045,8,32,149,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNACYG501,,,,,,,,2,,,,,,,,,,4.0000,,,SX5885ZS.0,52,,,,,,,,,,,,5,,,,,,,,,12,-54.47528800,-25.41016500,
,BRTR BC02 Santa Helena-PR,22WNACYG501BC02,BC02,501,22AC653843,,UR271229641,2,2045,5,81,565,ACYFD839/WTP6741ZL.2,SXC2642ZL.0 WTP6741ZL.2/ACYFD839,SXC2642ZL.0 WTP6741ZL.2/ACYFD839,,22WNACYG501,,,,,,,,2,,,,,,,,,,,,,SXC2642ZL.0,,,,,,,,,,,,,5,,,,,,,,,12,-54.37937300,-24.93076300,
,BRTR BC33 Itaporã-MS,22WNACYG501BC33,BC33,501,22AC652734,,UR271230681,2,2045,34,56,149,ACFYC479/B6T7T943ZS.2,SXC2662ZL.0 B6T7T943ZS.2/ACFYC479,SXC2662ZL.0 B6T7T943ZS.2/ACFYC479,,22WNACYG501,,,,,,,,,,,,,,,,,,2.0000,,,SXC2662ZL.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC38 Rio Brilhante-MS,22WNACYG501BC38,BC38,501,22AC651245,,UR271226313,2,2045,30,40,149,LOTTD266/8XHB78,SXC2852 LOTTD266/8XHB78,SXC2852 LOTTD266/8XHB78,,22WNACYG501,,,,,,,1,2,,,,,,,,,,1.0000,,,SXC2852,59,,,,,,,,,,,,1,,,,,,,,,12,-54.59348000,-21.77285000,
,BRTR BC31 Astorga-PR,22WNACYG501BC31,BC31,501,22AC652735,,UR271230889,2,2045,11,17,149,ACYYD959/B6T7T943ZS.2,SXC1482ZL.0 B6T7T943ZS.2/ACYYD959,SXC1482ZL.0 B6T7T943ZS.2/ACYYD959,,22WNACYG501,,,,,,,,,,,,,,,,,,3.0000,,,SXC1482ZL.0,,,,,,,,,,,,,1,,,,,,,,,12,-51.68371000,-23.25147000,
,BRTR BC14 Ubirata-PR,22WNBPEYG6L1BC14,BC14,6L1,21ALL112YF6_MM,,UR271094121,2,2045,8,137,245,SXC1531WT.0,SXC1531WT.0,SXC1531WT.0,,22WNBPEYG6L1,4.0000,,,,,,,,,,,,,,,,,2.0000,,,SXC1531WT.0,59,,,,,,,,,,,,1,,,,,,,,,12,-53.01481000,-24.46203000,
,BRTR BC14 Ubirata-PR,22WNACYG501BC14,BC14,501,21ALL11288L_MM,,UR271229849,2,2045,6,297,149,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNACYG501,,,,,,,2,2,,,,,,,,,,6.0000,,,SX5885ZS.0,51,,,,,,,,,,,,1,,,,,,,,,12,-53.01481000,-24.46203000,
,BRTR BC06 Cascavel-PR,22WNACYG501BC06,BC06,501,22AC653827,,UR271226105,2,2045,11,17,149,WYXC202/WTP6741ZL.2,SXC2402ZL.0,SXC2402ZL.0,,22WNACYG501,1.0000,,,,,,2,2,,,,,,,,,,1.0000,,,SXC2402ZL.0,56,,,,,,,,,,,,1,,,,,,,,,12,-53.60597600,-25.00692000,
,BRTR BC22 S.Seb.Amoreira-PR,22WNBPEYG6L1BC22,BC22,6L1,21ALL112XXS_MM,,UR271095498,2,2045,20,24,92,P3707VYH,P3707VYH,P3707VYH,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,,,,P3707VYH PI,56,0,,,,,,,,,,,1,,,,,,,,,12,-50.76517000,-23.43976000,
,BRTR BC47 N. Prata Iguaçu-PR,22WNBPEYG6L1BC47,BC47,6L1,21ALL112YF2_MM,,UR271093662,2,2045,9,41,245,SX7331ZS.2,SUPREMOVIP3,SUPREMOVIP3,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,2.0000,,,SX7331ZS.2,,,,,,,,,,,,,1,,,,,,,,,12,-53.37858370,-25.63575200,
,BRTR BC33 Itaporã-MS,22WNBPEYG6L1BC33,BC33,6L1,21ALL112XWP_MM,,UR271093050,2,2045,14,24,92,AG8480PRO3,AG8480PRO3,AG8480PRO3,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,2.0000,,,AG8480PRO3,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC48 Dois vizinhos-PR,22WNBPEYG6L1BC48,BC48,6L1,20ALL112NDE_MM,,UR271089837,2,2045,9,104,92,FORMULAWT.0,FORMULAVIP2,FORMULAVIP2,,22WNBPEYG6L1,,,,,,,2,,,,,,,,,,,5.0000,,,FORMULAWT.0,,0,,,,,,,,,,,5,,,,,,,,,12,-53.14365570,-25.81714600,
,BRTR BC49 Pato Branco-PR,22WNBPEYG6L1BC49,BC49,6L1,21ALL112YEW_MM,,UR271094580,2,2045,5,25,18,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNBPEYG6L1,,,,,,,2,2,,,,,,,,,,5.0000,,,SX5885ZS.0,,,,,,,,,,,,,1,,,,,,,,,12,-52.64136030,-26.17437550,
,BRTR BC44 Ventania-PR,22WNBPEYG6L1BC44,BC44,6L1,21ALL11288Q_MM,,UR271095651,2,2045,16,56,92,DEFENDERZS.1,DEFENDERVIP3,DEFENDERVIP3,,22WNBPEYG6L1,,,,,,,3,6,,,,,,,,,,2.0000,,,SYN7G17ZS.1,,,,,,,,,,,,,,,,,,,,,,12,-50.17738630,-24.38310240,
,BRTR BC33 Itaporã-MS,22WNJDYGVTSBC33,BC33,VTS,21ALL11288L_MM,,UR272463689,2,2045,87,104,153,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNJDYGVTS,,,,,,,,,,,,,,,,,,,,,SX5885ZS.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC38 Rio Brilhante-MS,22WNBPEYG6L1BC38,BC38,6L1,21ALL112XX6_MM,,UR271089072,2,2045,13,9,92,DKB255PRO3,DKB255PRO3,DKB255PRO3,,22WNBPEYG6L1,,,,,,,,1,,,,,,,,,,1.0000,,,DKB255PRO3,60,,,,,,,,,,,,1,,,,,,,,,12,-54.59348000,-21.77285000,
