#,PSS:EXT:LOC:LOCNM,PSS:EXT:EXTID,PSS:EXT:LOC:LOCCD,PSS:EXT:EXTNO,PSS:EEXT:MAT:MATID,PSS:PLOT:BARCD,PSS:BARCD,PSS:REPNO,PSS:PLTID,PSS:STRNG,PSS:STROW,PSS:MSEQNO,PSS:EEXT:MAT:ABBRC,PSS:EEXT:MAT:HGHNM,PSS:EEXT:MAT:VH:VHNM,PSS:EEXT:MAT:GHTV,PSS:EXT:EXP:EXTID,PSS:DLLFR,PSS:SCLBR,PSS:GRLSR,PSS:SRSTR,PSS:ANLBR,PSS:CRSTR,PSS:HELMR,PSS:LFSPR,PSS:STRIP,PSS:STRSR,PSS:EARTR,PSS:HEL1R,PSS:HEL2R,PSS:HEL3R,PSS:FEARN,PSS:FLISP,PSS:VIRUR,PSS:COSTR,PSS:PRMDN,PSS:PRMDP,PSS:EEXT:MAT:VH:VHNO,PSS:STD_N,PSS:BRRNN,PSS:YGSMN,PSS:YGMRN,PSS:rGWTPN,PSS:TWHMN,PSS:BRRNP,PSS:GWTPN,PSS:GMSTP,PSS:YGHMN,PSS:rGMSTP,PSS:TWSMN,PSS:PLTQR,PSS:tGWTPN,PSS:tGMSTP,PSS:ERHTN,PSS:PLHTN,PSS:SLK5N,PSS:POL5D,PSS:SLK5D,PSS:POL5N,PSS:EXT:LOC:GEODV,PSS:EXT:LOC:LONG,PSS:EXT:LOC:LAT,PSS:EXT:EXP:REMRK
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,21AC109930,,UR272448703,1,1185,38,601,185,8AHB57/WTP6741ZL.2,AC21011228,,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,230,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,21ALL112YFG_MM,,UR272436005,1,1185,62,641,185,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,120,235,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,21ALL112YEX_MM,,UR272435435,1,1185,61,608,185,SX6003ZS.0,NK422VIP3,NK422VIP3,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,SX6003ZS.0,,,,,,,,,,,,,1,,,120,235,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,21ALL112YEX_MM,,UR272448357,1,1185,58,545,185,SX6003ZS.0,NK422VIP3,NK422VIP3,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,SX6003ZS.0,,,,,,,,,,,,,1,,,105,225,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,21AC117437,,UR272448702,1,1186,38,605,186,B7T1C128ZS.1/MGDM4672,AC21018729,,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,230,,4/11/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4ABC08,BC08,M4A,21ALL112YFG_MM,,UR272457144,1,1186,44,461,186,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNACYGM4A,,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,125,245,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,21ALL112YFG_MM,,UR272431414,1,1186,25,404,186,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,125,225,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,21ALL112YFG_MM,,UR272436004,1,1186,62,645,186,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,120,240,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,22AC650518,,UR272445440,1,1186,32,565,186,WYF6450/1ZRB84ZS.0,AC22000518,,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,130,250,,4/13/2022,4/13/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,22AC650068,,UR272435434,1,1186,61,604,186,WTTC604ZL.0;WTTC604ZL.2;WTTC604ZL.3/1XHB39,AC22000068,,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,225,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,21AC100759,,UR272443706,1,1186,45,620,186,ACTTE391/WYFB972,AC21002004,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,230,,4/10/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,22AC654136,,UR272448356,1,1186,58,549,186,B6T7T943ZS.2/WTP6741ZL.2/8AHB18,AC22004008,,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,110,230,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,20LO000722,,UR272424702,1,1186,27,468,186,ACTTC488ZS.0/8XHB78,LO20000723,,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,130,230,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,22AC652673,,UR272445439,1,1187,33,568,187,LOFYB660/B6T7T943ZS.2,AC22002673,,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,110,225,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,21AC100112,,UR272424701,1,1187,27,464,187,BCTT241/8AHB64ZS.0,AC21001374,,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,210,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,22AC651750,,UR272436003,1,1187,62,649,187,UBTTE120ZL.0/ACFXB447,AC22001750,,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,210,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,22AC654145,,UR272448355,1,1187,58,553,187,LOTTE126/ACFY7888,AC22004017,,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,100,240,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4ABC08,BC08,M4A,22AC651202,,UR272457143,1,1187,44,465,187,ACTTC478ZS.0/8CEB55,AC22001202,,,22WNACYGM4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,100,195,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,21ALL112YF3_MM,,UR272448701,1,1187,39,608,187,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,SX8394ZS.0,,,,,,,,,,,,,1,,,120,225,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,21AC101296,,UR272431413,1,1187,25,400,187,B6T7T943ZS.2/ACYFD771,AC21002597,,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,245,,4/6/2022,4/6/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,22AC651334,,UR272435433,1,1187,61,600,187,ACTTE381ZL.0/8XHB78,AC22001334,,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,225,,4/11/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,21AC100876,,UR272443705,1,1187,45,616,187,ACYFB828/B6T7T943ZS.2,AC21002177,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140,240,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,22AC650067,,UR272435432,1,1188,61,596,188,WTT8210ZL.3;WTT8210ZL.4;WTT8210ZL.7/1XHB39,AC22000067,,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,100,205,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,22AC653903,,UR272448700,1,1188,39,604,188,WTTC604ZL.0;WTTC604ZL.2;WTTC604ZL.3/WYF6191,AC22003903,,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,135,235,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4ABC08,BC08,M4A,22AC652709,,UR272457142,1,1188,44,469,188,8AHB60/B6T7T943ZS.2,AC22002709,,,22WNACYGM4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,230,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,21AC101241,,UR272431412,1,1188,25,396,188,B6T7T943ZS.2/LOYFC030,AC21002542,,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,230,,4/6/2022,4/6/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,22AC651176,,UR272436002,1,1188,62,653,188,WYF6150ZL.1/8CEB55,AC22001176,,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,105,210,,4/10/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,21AC100132,,UR272424700,1,1188,27,460,188,UBTJE148/8AHB64ZS.0,AC21001377,,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,110,230,,4/10/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,22AC653783,,UR272443704,1,1188,45,612,188,UBYXD860/WTP6741ZL.2,AC22003783,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,230,,4/15/2022,4/15/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,22AC652264,,UR272448354,1,1188,58,557,188,ACTTE341/ACYFB848,AC22002264,,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,240,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,22AC652646,,UR272445438,1,1188,33,564,188,LOYFB336/B6T7T943ZS.2,AC22002646,,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,240,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4ABC08,BC08,M4A,22AC651698,,UR272457141,1,1189,44,473,189,ACTID609/ACFXB447,AC22001698,,,22WNACYGM4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,110,220,,4/8/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,21AC110224,,UR272448699,1,1189,39,600,189,WTP6741ZL.2/LOFYB750,AC21011522,,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,240,,4/12/2022,4/13/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,22AC652675,,UR272436001,1,1189,63,656,189,LOFYA730/B6T7T943ZS.2,AC22002675,,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,110,220,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,21AC109828,,UR272424699,1,1189,27,456,189,ACYFC439/WTP6741ZL.2,AC21011126,,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,135,250,,4/12/2022,4/13/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,21ALL112YFM_MM,,UR272431411,1,1189,25,392,189,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,,,,,,,,,,,,,1,,,105,215,,4/9/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,21ALL112YEX_MM,,UR272445437,1,1189,33,560,189,SX6003ZS.0,NK422VIP3,NK422VIP3,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,SX6003ZS.0,,,,,,,,,,,,,1,,,120,230,,4/10/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,22AC652803,,UR272443703,1,1189,46,609,189,D8BB92/B7T1C128ZS.1/BUTT831ZS.1,AC22002803,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,110,205,,4/11/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,22AC651692,,UR272448353,1,1189,58,561,189,WTX7330/ACFXB447,AC22001692,,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,220,,4/10/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,21ALL112XX6_MM,,UR272435431,1,1189,61,592,189,DKB255PRO3,DKB255PRO3,DKB255PRO3,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,DKB255PRO3,,,,,,,,,,,,,1,,,110,220,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4ABC08,BC08,M4A,22AC651033,,UR272457140,1,1190,44,477,190,ACFF7668/8AHB80ZS.0,AC22001033,,,22WNACYGM4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,100,235,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,22AC653283,,UR272448352,1,1190,58,565,190,ACYYE998/WTP6741WT.0,AC22003283,,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140,245,,4/12/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,22AC651380,,UR272424698,1,1190,27,452,190,WTTC732ZL.0;WTTC732ZL.1;WTTC732ZL.3/8XHB78,AC22001379,,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,145,245,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,22AC651749,,UR272436000,1,1190,63,652,190,UBTTB060ZL.0/ACFXB447,AC22001749,,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,110,210,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,21ALL112YFG_MM,,UR272431410,1,1190,25,388,190,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,115,235,,4/11/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,21ALL112XX7_MM,,UR272448698,1,1190,39,596,190,DKB265PRO3,DKB265PRO3,DKB265PRO3,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,DKB265PRO3,,,,,,,,,,,,,1,,,90,200,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,22AC652285,,UR272443702,1,1190,46,613,190,B7T7T812ZS.4/B6T7T943ZS.2/ACYFB848,AC22002285,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,250,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,22AC653945,,UR272435430,1,1190,61,588,190,WYF6150ZL.2/WYF6150ZL.1/WTP6741,AC22000406,,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,230,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,22AC652337,,UR272445436,1,1190,33,556,190,PETTF126ZL.2/ACYFB848,AC22002337,,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,245,,4/10/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,22AC650794,,UR272445435,1,1191,33,552,191,D8BB31/2DEB35ZL.3,AC22000794,,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,220,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,22AC653915,,UR272448697,1,1191,39,592,191,ACYXD467/ZTU7026ZL.2,AC22003915,,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,240,,4/13/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,21ALL112YFG_MM,,UR272431409,1,1191,25,384,191,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,105,225,,4/9/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,22AC652707,,UR272435999,1,1191,63,648,191,ACYFB828/B6T7T943ZS.2,AC22002707,,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,230,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4ABC08,BC08,M4A,21ALL112XXK_MM,,UR272457139,1,1191,44,481,191,MG580PWU,MG580PWU,MG580PWU,,22WNACYGM4A,,,,,,,,,,,,,,,,,,,,,MG580PWU,,,,,,,,,,,,,1,,,110,210,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,21AC101013,,UR272424697,1,1191,27,448,191,8DEB47/B6T7T943ZS.2,AC21002314,,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,225,,4/7/2022,4/7/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,22AC652836,,UR272435429,1,1191,61,584,191,B6Y7Y391/B7T7T812ZS.4,AC22002836,,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,245,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,22AC652717,,UR272448351,1,1191,59,568,191,2DEB35/B6T7T943ZS.2,AC22002717,,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,135,245,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,21AC100791,,UR272443701,1,1191,46,617,191,ACTTE381ZL.0/WYFC372,AC21002036,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,220,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,20AC021431,,UR272448696,1,1192,39,588,192,ACYFB838/B6T7T943ZS.2,SXC1492ZL.0 B6T7T943ZS.2/ACYFB838,SXC1492ZL.0 B6T7T943ZS.2/ACYFB838,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,SXC1492ZL.0,,,,,,,,,,,,,1,,,125,235,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,21ALL112YEX_MM,,UR272448350,1,1192,59,564,192,SX6003ZS.0,NK422VIP3,NK422VIP3,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,SX6003ZS.0,,,,,,,,,,,,,1,,,125,240,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4ABC08,BC08,M4A,21ALL112XX6_MM,,UR272457138,1,1192,44,485,192,DKB255PRO3,DKB255PRO3,DKB255PRO3,,22WNACYGM4A,,,,,,,,,,,,,,,,,,,,,DKB255PRO3,,,,,,,,,,,,,1,,,105,225,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,22AC651013,,UR272445434,1,1192,33,548,192,LOTTD520/8AHB80ZS.0,AC22001013,,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,110,240,,4/11/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,22AC653771,,UR272443700,1,1192,46,621,192,LOYFB910/WTP6741ZL.2,AC22003771,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,250,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,21AC100928,,UR272424696,1,1192,27,444,192,WYFD945/B6T7T943ZS.2,SXF117ZS.0,SXF117ZS.0,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,SXF117ZS.0 SYN,,,,,,,,,,,,,1,,,120,235,,4/6/2022,4/6/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,20AC021609,,UR272435428,1,1192,61,580,192,ACFYC479/B6T7T943ZS.2,AC20001513,,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,130,245,,4/10/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,21ALL112YFG_MM,,UR272435998,1,1192,63,644,192,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,120,235,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,22AC652306,,UR272431408,1,1192,25,380,192,LOTTD256ZL.0;LOTTD256ZL.1;LOTTD256ZL.2/ACYFB848,AC22002306,,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,235,,4/9/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,21ALL112YFL_MM,,UR272445433,1,1193,33,544,193,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,SXD3239ZL.0,,,,,,,,,,,,,1,,,125,245,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,22AC650752,,UR272448349,1,1193,59,560,193,C8EB87/2DEB35,AC22000752,,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,105,215,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,21AC100517,,UR272424695,1,1193,28,441,193,8CHB55/WTTD005ZL,AC21002140,,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,100,185,,4/6/2022,4/6/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,22AC650776,,UR272435997,1,1193,63,640,193,8BHB31/2DEB35ZL.3,AC22000776,,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,90,210,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,21AC100893,,UR272431407,1,1193,26,377,193,ACYYD959/B6T7T943ZS.2,AC21002194,,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,130,235,,4/6/2022,4/6/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,22AC650075,,UR272435427,1,1193,61,576,193,UBTTE100ZL.0/1XHB39,AC22000075,,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,110,220,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,22AC651174,,UR272448695,1,1193,39,584,193,LOTTD286ZL.0/8CEB55,AC22001175,,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,220,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
